DATA;hora;natureza_acidente;situacao;bairro;endereco;numero;detalhe_endereco_acidente;complemento;endereco_cruzamento;numero_cruzamento;referencia_cruzamento;bairro_cruzamento;num_semaforo;sentido_via;tipo;descricao;auto;moto;ciclom;ciclista;pedestre;onibus;caminhao;viatura;outros;vitimas;vitimasfatais;acidente_verificado;tempo_clima;situacao_semaforo;sinalizacao;condicao_via;conservacao_via;ponto_controle;situacao_placa;velocidade_max_via;mao_direcao;divisao_via1;divisao_via2;divisao_via3
2018-01-04;09:18:00;SEM VÍTIMA;CANCELADA;SANTO AMARO;AV GOVERNADOR AGAMENON MAGALHAES;;;ANTES DA REITORIA DA UPE EM BAIXO DO VIADUTO DA AV NORTE;AV GOVERNADOR AGAMENON MAGALHAES;;ANTES DA REITORIA DA UPE EM BAIXO DO VIADUTO DA AV NORTE;SANTO AMARO;;;COLISÃO;COLISÃO SEM VITIMAS;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-01-04;09:25:00;SEM VÍTIMA;FINALIZADA;SANTO AMARO;AV CRUZ CABUGA;165;;EM FRENTE A IGREJA DA GRAÇA SENT CIDADE;AV CRUZ CABUGA;165;EM FRENTE A IGREJA DA GRAÇA SENT CIDADE;SANTO AMARO;;;COLISÃO;MOTO E AUTO;1;1;;;;;;;;0;;;;;;;;;;;;;;
2018-01-04;09:49:00;SEM VÍTIMA;CANCELADA;BOA VIAGEM;AV BEIRA MAR;2682;;EM FRENTE AO EDIFICIO MIRANTE;AV BEIRA MAR;2682;EM FRENTE AO EDIFICIO MIRANTE;BOA VIAGEM;;;COLISÃO;COLISÃO SEM VITIMAS;1;1;;;;;;;;0;;;;;;;;;;;;;;
2018-01-04;09:50:00;SEM VÍTIMA;CANCELADA;ILHA DO LEITE;RUA FRANCISCO ALVES;542;;E/F A LOJA PEDRAS DE ITACOLOMI AO LADO DO HOSPITAL ESPERANÇA, SEMÁFORO 508;RUA FRANCISCO ALVES;542;E/F A LOJA PEDRAS DE ITACOLOMI AO LADO DO HOSPITAL ESPERANÇA, SEMÁFORO 508;ILHA DO LEITE;;;COLISÃO;SEM VÍTIMAS;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-01-04;10:15:00;SEM VÍTIMA;FINALIZADA;PRADO;RUA GOMES TABORDA;;RUA DES ADOLFO CIRIATO;ESQUINA COM A RUA DESEMBARGADOR ADOLFO CIRIATO,AO LADO DO BAILE PERFUMADO;RUA GOMES TABORDA;;ESQUINA COM A RUA DESEMBARGADOR ADOLFO CIRIATO,AO LADO DO BAILE PERFUMADO;PRADO;;;COLISÃO;SEM VITIMAS;1;1;;;;;;;;0;;;;;;;;;;;;;;
2018-01-04;10:24:00;SEM VÍTIMA;FINALIZADA;SANTO AMARO;AV GOVERNADOR AGAMENON MAGALHAES;2830;;RESIDENCIA PROA A REITORIA DA UPE NA ENTRADA DA RUA FREI CASSIMIRO;AV GOVERNADOR AGAMENON MAGALHAES;2830;RESIDENCIA PROA A REITORIA DA UPE NA ENTRADA DA RUA FREI CASSIMIRO;SANTO AMARO;;;COLISÃO;COLISÃO SEM VITIMAS;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-01-04;10:32:00;SEM VÍTIMA;FINALIZADA;CASA AMARELA;RUA CONS PERETTI;115;;HA 100 METROS DO LABORATORIO GILSON CIDRIN;RUA CONS PERETTI;115;HA 100 METROS DO LABORATORIO GILSON CIDRIN;CASA AMARELA;;;COLISÃO;COM UMA VITIMA AGUARDANDO SAMU;1;;;;;1;;;;0;;;;;;;;;;;;;;
2018-01-04;11:40:00;COM VÍTIMA;CANCELADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;2682;;E/F A PAGUE MENOS, SENTIDO AEROPORTO, SEMÁFORO 289;AV MARECHAL MASCARENHAS DE MORAES;2682;E/F A PAGUE MENOS, SENTIDO AEROPORTO, SEMÁFORO 289;IMBIRIBEIRA;;;COLISÃO;COM UMA VÍTIMA.;;2;;;;;;;;1;;;;;;;;;;;;;;
2018-01-04;12:08:00;SEM VÍTIMA;FINALIZADA;DOIS IRMÃOS;AV HILDEBRANDO DE VASCONCELOS;;;NO INICIO DA AV. ENTRADA DO CT DO SANTA CRUZ FC. E/F A CELPE;AV HILDEBRANDO DE VASCONCELOS;;NO INICIO DA AV. ENTRADA DO CT DO SANTA CRUZ FC. E/F A CELPE;DOIS IRMÃOS;;;COLISÃO;AUTO E ÕNIBUS. S/V;1;;;;;1;;;;0;;;;;;;;;;;;;;
2018-01-04;14:44:00;SEM VÍTIMA;FINALIZADA;BOA VISTA;AV MANOEL BORBA;820;;E/F AO EDF LOURDES NOGUEIRA / PROXIMIDADES DA FACULDADE FATEC;AV MANOEL BORBA;820;E/F AO EDF LOURDES NOGUEIRA / PROXIMIDADES DA FACULDADE FATEC;BOA VISTA;;;COLISÃO;CAMINHÃO E MOTO. S/V;;1;;;;;1;;;0;;;;;;;;;;;;;;
2018-01-04;14:57:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;AV VINTE DE JANEIRO;416;;PROX. AO TERMINAL D SETUBOL;AV VINTE DE JANEIRO;416;PROX. AO TERMINAL D SETUBOL;BOA VIAGEM;;;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-01-04;15:09:00;SEM VÍTIMA;FINALIZADA;CASA AMARELA;RUA DA HARMONIA;;;CASA DE FESTA PLANETA A;RUA DA HARMONIA;;CASA DE FESTA PLANETA A;CASA AMARELA;;;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-01-04;15:14:00;SEM VÍTIMA;FINALIZADA;VÁRZEA;AV AFONSO OLINDENSE;;;E/F A GARAGEM DA CRT;AV AFONSO OLINDENSE;;E/F A GARAGEM DA CRT;VÁRZEA;;;COLISÃO;AUTO E MOTO. S/V;1;1;;;;;;;;0;;;;;;;;;;;;;;
2018-01-04;15:22:00;SEM VÍTIMA;FINALIZADA;AFOGADOS;RUA PADRE TEOFILO TWORZ;;;POR TRAS DA ENGEFRIO;RUA PADRE TEOFILO TWORZ;;POR TRAS DA ENGEFRIO;AFOGADOS;;;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-01-04;16:08:00;SEM VÍTIMA;FINALIZADA;SANTO AMARO;RUA DA FUNDICAO;;RUA CAPITAO LIMA;E/F A GLOBO, PROX AO JORNAL DO COMÉRCIO E CRUZAMENTO COM A R CAP LIMA;RUA DA FUNDICAO;;E/F A GLOBO, PROX AO JORNAL DO COMÉRCIO E CRUZAMENTO COM A R CAP LIMA;SANTO AMARO;;;COLISÃO;2 AUTOS. S/V;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-01-04;16:30:00;SEM VÍTIMA;FINALIZADA;CAMPO GRANDE;RUA JERONIMO VILELA;477;;EM FRENTE A A PADARIA SANTO ANTONIO, SEMAFORO 555;RUA JERONIMO VILELA;477;EM FRENTE A A PADARIA SANTO ANTONIO, SEMAFORO 555;CAMPO GRANDE;;;ENGAVETAMENTO;TRES AUTOS S/V;3;;;;;;;;;0;;;;;;;;;;;;;;
2018-01-04;;SEM VÍTIMA;FINALIZADA;SANTO AMARO;RUA DO HOSPICIO;;;CAMARA DOS VEREADORES;RUA DO HOSPICIO;;CAMARA DOS VEREADORES;SANTO AMARO;;;COLISÃO;COLISÃO SEM VÍTIMA;;2;;;;;;;;0;;;;;;;;;;;;;;
2018-01-04;17:23:00;SEM VÍTIMA;FINALIZADA;AFOGADOS;RUA JOSE MIRANDA;375;;LATERAL 21 DE ABRIL / APOS O CAFE PETINHO, SENTIDO A ESTAÇÃO DE AFOGADOS;RUA JOSE MIRANDA;375;LATERAL 21 DE ABRIL / APOS O CAFE PETINHO, SENTIDO A ESTAÇÃO DE AFOGADOS;AFOGADOS;;;COLISÃO;COLISÃO SEM VÍTIMA;1;1;;;;;;;;0;;;;;;;;;;;;;;
2018-01-04;17:40:00;SEM VÍTIMA;FINALIZADA;AFLITOS;AV CONS ROSA E SILVA;756;;EM FRENTE A FARMACIA BIGBEM;AV CONS ROSA E SILVA;756;EM FRENTE A FARMACIA BIGBEM;AFLITOS;;;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-01-04;17:54:00;SEM VÍTIMA;FINALIZADA;SAN MARTIN;RUA JOSE VELOSO;2254;;PROX A CAVALARIA AO LADO DA PRAÇA;RUA JOSE VELOSO;2254;PROX A CAVALARIA AO LADO DA PRAÇA;SAN MARTIN;;;COLISÃO;GOL X CAMINHONETE;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-01-04;18:00:00;SEM VÍTIMA;CANCELADA;IMBIRIBEIRA;RUA ARQUITETO LUIZ NUNES;261;;PROX AO SEMAFORO 637;RUA ARQUITETO LUIZ NUNES;261;PROX AO SEMAFORO 637;IMBIRIBEIRA;;;COLISÃO;CAMINHAO BAU X PALIO;1;;;;;;1;;;0;;;;;;;;;;;;;;
2018-01-04;18:06:00;COM VÍTIMA;FINALIZADA;PINA;AV HERCULANO BANDEIRA;;;E/F AO BANCO CAIXA / SNT BOA VIAGEM / PROX AO TÚNEL;AV HERCULANO BANDEIRA;;E/F AO BANCO CAIXA / SNT BOA VIAGEM / PROX AO TÚNEL;PINA;;;COLISÃO;AUTO E MOTO. C/V;1;1;;;;;;;;1;;;;;;;;;;;;;;
2018-01-04;18:06:00;COM VÍTIMA;CANCELADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;;CRUMENTO DO SEMAFORO 532;AV MARECHAL MASCARENHAS DE MORAES;;CRUMENTO DO SEMAFORO 532;IMBIRIBEIRA;;;COLISÃO COM CICLISTA;MOTO E CICLISTA;;1;;;1;;;;;1;;;;;;;;;;;;;;
2018-01-04;19:18:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA DOS NAVEGANTES;;RUA CORONEL BENETIDO CHAVES;CRUZ COM A R CORONEL BENIDITO CHAVES / POR TRÁS DO EDF CASTELINHO / E/F AO MONTE HOTEL;RUA DOS NAVEGANTES;;CRUZ COM A R CORONEL BENIDITO CHAVES / POR TRÁS DO EDF CASTELINHO / E/F AO MONTE HOTEL;BOA VIAGEM;;;COLISÃO;2 AUTOS. S/V;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-01-04;19:30:00;COM VÍTIMA;FINALIZADA;ESTÂNCIA;AV DR JOSE RUFINO;;;E/F AO ARMAZÉM CORAL, APÓS O VIADUTO DA AV RECIFE;AV DR JOSE RUFINO;;E/F AO ARMAZÉM CORAL, APÓS O VIADUTO DA AV RECIFE;ESTÂNCIA;;;COLISÃO;MOTO E AUTO. C/V;1;1;;;;;;;;1;;;;;;;;;;;;;;
2018-01-04;19:38:00;COM VÍTIMA;FINALIZADA;PAISSANDU;RUA EPAMINONDAS DE MELO;;;AO LADO DO COLÉGIO GGE / POR TRÁS DO EMPRESARIAL RENATO DIAS E PROX AO SPETTUS;RUA EPAMINONDAS DE MELO;;AO LADO DO COLÉGIO GGE / POR TRÁS DO EMPRESARIAL RENATO DIAS E PROX AO SPETTUS;PAISSANDU;;;CHOQUE;COM VITIMA / CHOQUE CONTRA A UM FERRO NO MEIO DA VIA, NO QUAL FOI POSTO DEVIDO A UMA REFORMA;1;;;;;;;;;1;;;;;;;;;;;;;;
2018-01-04;21:30:00;SEM VÍTIMA;FINALIZADA;CORDEIRO;RUA DR JOAO LACERDA;72;AV CAXANGA;CRUZAMENTO CO AV CAXANGA SENTIDO SUB DEPOIS RESTAURANTE YOKI;RUA DR JOAO LACERDA;72;CRUZAMENTO CO AV CAXANGA SENTIDO SUB DEPOIS RESTAURANTE YOKI;CORDEIRO;;;COLISÃO;CAMINHAO DE PEQUENO PORTE E AUTO;1;;;;;;1;;;0;;;;;;;;;;;;;;
2018-01-05;00:07:00;SEM VÍTIMA;FINALIZADA;CAMPO GRANDE;AV PROFESSOR JOSE DOS ANJOS;58;RUA JERONIMO VILELA;PROX DO CRUZAMENTO COM A RUA JERÔNIMO VILÉLA, PROX DA ASSEMBLEIA DE DEUS, SENTIDO PEIXINHOS;AV PROFESSOR JOSE DOS ANJOS;58;PROX DO CRUZAMENTO COM A RUA JERÔNIMO VILÉLA, PROX DA ASSEMBLEIA DE DEUS, SENTIDO PEIXINHOS;CAMPO GRANDE;;;COLISÃO;COLISÃO ENTRE AUTO E ÔNIBUS S/V;1;;;;;1;;;;0;;;;;;;;;;;;;;
2018-01-05;07:07:00;COM VÍTIMA;FINALIZADA;SANTO AMARO;AV NORTE;;;NO FINAL DA PONTE DO LIMOEIRO SENTIDO OLINDA;AV NORTE;;NO FINAL DA PONTE DO LIMOEIRO SENTIDO OLINDA;SANTO AMARO;;;ACID. DE PERCURSO;MOTOQUEIRO ACIDENTOU-SE APÓS A MOTO DERRAPAR E CAIR DEVIDO A OLEO NA VIA PUBLICA;;1;;;;;;;;1;;;;;;;;;;;;;;
2018-01-05;07:56:00;SEM VÍTIMA;FINALIZADA;AFOGADOS;RUA SAO MIGUEL;1136;;E/F A CHINA IN BOX;RUA SAO MIGUEL;1136;E/F A CHINA IN BOX;AFOGADOS;;;COLISÃO;SEM VÍTIMAS;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-01-05;08:00:00;SEM VÍTIMA;FINALIZADA;BAIRRO DO RECIFE;RUA DO BOM JESUS;;;POR TRAS DO TEATRO DA CAIXA;RUA DO BOM JESUS;;POR TRAS DO TEATRO DA CAIXA;BAIRRO DO RECIFE;;;COLISÃO;DOIS AUTOS MOTO 15 GM NO QTH;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-01-05;08:14:00;SEM VÍTIMA;FINALIZADA;SÃO JOSÉ;RUA FLORIANO PEIXOTO;;;EM FRENTE A ESTAÇÃO CENTRAL DO METRO;RUA FLORIANO PEIXOTO;;EM FRENTE A ESTAÇÃO CENTRAL DO METRO;SÃO JOSÉ;;;COLISÃO;SEM VITIMAS,;1;;;;;1;;;;0;;;;;;;;;;;;;;
2018-01-05;08:22:00;SEM VÍTIMA;FINALIZADA;IPSEP;RUA PINTOR ANTONIO ALBUQUERQUE;240;;RUA DO MERCADINHO CONVENÇÃO E AO LADO DA PARADA DE ONIBUS;RUA PINTOR ANTONIO ALBUQUERQUE;240;RUA DO MERCADINHO CONVENÇÃO E AO LADO DA PARADA DE ONIBUS;IPSEP;;;COLISÃO;SEM VITIMAS;1;;;;;;1;;;0;;;;;;;;;;;;;;
2018-01-05;08:29:00;SEM VÍTIMA;CANCELADA;PINA;AV REPUBLICA DO LIBANO;;;SENT BOA VIAGEM / EM FRENTE AO SHOPPING RIO MAR/ ANTES DO TUNEL;AV REPUBLICA DO LIBANO;;SENT BOA VIAGEM / EM FRENTE AO SHOPPING RIO MAR/ ANTES DO TUNEL;PINA;;;COLISÃO;MOTO E AUTO. C/V;1;1;;;;;;;;0;;;;;;;;;;;;;;
2018-01-05;08:31:00;SEM VÍTIMA;FINALIZADA;ENCRUZILHADA;AV NORTE;;AV JOAO DE BARROS;COM JOÃO DE BARROS;AV NORTE;;COM JOÃO DE BARROS;ENCRUZILHADA;;;COLISÃO;AMBULÂNCIA DO SAMU E MOTO;;;;;;;;;;0;;;;;;;;;;;;;;
2018-01-05;08:40:00;COM VÍTIMA;FINALIZADA;SANTO AMARO;AV NORTE;;;NO FINAL DA PONTE DO LIMOEIRO SENTIDO OLINDA;AV NORTE;;NO FINAL DA PONTE DO LIMOEIRO SENTIDO OLINDA;SANTO AMARO;;;ACID. DE PERCURSO;MOTOQUEIRO ACIDENTOU-SE APÓS A MOTO DERRAPAR E CAIR DEVIDO A OLEO NA VIA PUBLICA;;1;;;;;;;;1;;;;;;;;;;;;;;
2018-01-05;08:43:00;SEM VÍTIMA;FINALIZADA;AFOGADOS;RUA SAO MIGUEL;1203;;RUA DELEGACIA DE AFOGADOS;RUA SAO MIGUEL;1203;RUA DELEGACIA DE AFOGADOS;AFOGADOS;;;COLISÃO;SEM VITIMAS;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-01-05;09:03:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA DEZ DE JULHO;265;;E/F AO EDF. TANGARÁ;RUA DEZ DE JULHO;265;E/F AO EDF. TANGARÁ;BOA VIAGEM;;;COLISÃO;SEM VÍTIMAS.;2;;;;;;;1;;0;;;;;;;;;;;;;;
2018-01-05;09:36:00;SEM VÍTIMA;FINALIZADA;ENCRUZILHADA;RUA DR JOSE MARIA;27;;EM FRENTE A IGREJA UNIVERSAL;RUA DR JOSE MARIA;27;EM FRENTE A IGREJA UNIVERSAL;ENCRUZILHADA;;;COLISÃO;SEM VITIMAS;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-01-05;10:25:00;SEM VÍTIMA;CANCELADA;AREIAS;AV DR JOSE RUFINO;1552;;EM FRENTE AO POSTO SHELL SENTIDO AFOGADOS;AV DR JOSE RUFINO;1552;EM FRENTE AO POSTO SHELL SENTIDO AFOGADOS;AREIAS;;;COLISÃO;SEM VITIMAS;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-01-05;10:34:00;SEM VÍTIMA;FINALIZADA;CAXANGÁ;AV CAXANGA;5478;;SENTIDO CAMARAGIBE. E/F AO CONSULTÓRIO DE SAÚDE;AV CAXANGA;5478;SENTIDO CAMARAGIBE. E/F AO CONSULTÓRIO DE SAÚDE;CAXANGÁ;;;COLISÃO;SEM VÍTIMAS.;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-01-05;10:57:00;SEM VÍTIMA;FINALIZADA;CORDEIRO;EST DO FORTE DO ARRAIAL N. DO B. JESUS;477;;EM FRENTE A ACADEMIA CIA FIT;EST DO FORTE DO ARRAIAL N. DO B. JESUS;477;EM FRENTE A ACADEMIA CIA FIT;CORDEIRO;;;COLISÃO;SEM VITIMAS;1;1;;;;;;;;0;;;;;;;;;;;;;;
2018-01-05;11:37:00;SEM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;4561;;EM FRENTE A ALBUQUERQUE PNEUS / SENT CIDADE;AV MARECHAL MASCARENHAS DE MORAES;4561;EM FRENTE A ALBUQUERQUE PNEUS / SENT CIDADE;IMBIRIBEIRA;;;COLISÃO;MOTO E AUTO;1;1;;;;;;;;0;;;;;;;;;;;;;;
2018-01-05;11:53:00;SEM VÍTIMA;CANCELADA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;2842;;EM FRENTE AO EDIFICIO TORRE MADRI RESIDENCE/ PISTA DA DIREITA;AV ENGENHEIRO DOMINGOS FERREIRA;2842;EM FRENTE AO EDIFICIO TORRE MADRI RESIDENCE/ PISTA DA DIREITA;BOA VIAGEM;;;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-01-05;11:59:00;SEM VÍTIMA;FINALIZADA;JARDIM SÃO PAULO;RUA SENADOR ALBERTO PASQUALINI;5635;AV RECIFE;CRUZAMENTO COM A AV. RECIFE;RUA SENADOR ALBERTO PASQUALINI;5635;CRUZAMENTO COM A AV. RECIFE;JARDIM SÃO PAULO;;;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-01-05;12:12:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;3274;;EM FRENTE A AMERICA CARPETES/ PISTA DA ESQUERDA;AV ENGENHEIRO DOMINGOS FERREIRA;3274;EM FRENTE A AMERICA CARPETES/ PISTA DA ESQUERDA;BOA VIAGEM;;;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-01-05;12:39:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA SA E SOUZA;964;;DEFRONTE AO EDF . BARRA MAIS;RUA SA E SOUZA;964;DEFRONTE AO EDF . BARRA MAIS;BOA VIAGEM;;;COLISÃO;COLISÃO COM VITIMA;1;1;;;;;;;;1;;;;;;;;;;;;;;
2018-01-05;13:15:00;SEM VÍTIMA;FINALIZADA;MADALENA;AV JOSE GONCALVES DE MEDEIROS;;;EM FRENTE A AUTO PNEUS;AV JOSE GONCALVES DE MEDEIROS;;EM FRENTE A AUTO PNEUS;MADALENA;;;COLISÃO;COLISÃO SEM VÍTIMA;1;;;;;1;;;;0;;;;;;;;;;;;;;
2018-01-05;13:29:00;SEM VÍTIMA;FINALIZADA;BOA VISTA;RUA JOAO FERNANDES VIEIRA;;;EM FRENTE A CELPE;RUA JOAO FERNANDES VIEIRA;;EM FRENTE A CELPE;BOA VISTA;;;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-01-05;13:42:00;SEM VÍTIMA;FINALIZADA;GRAÇAS;RUA BRUNO MAIA;143;RUA JOAO RAMOS;CRUZ COM A JOÃO RAMOS EM APOS O HOSPITAL DOS SERVIDORES PRIMEIRA RUA ESQUERDA;RUA BRUNO MAIA;143;CRUZ COM A JOÃO RAMOS EM APOS O HOSPITAL DOS SERVIDORES PRIMEIRA RUA ESQUERDA;GRAÇAS;;;COLISÃO;COLISÃO SEM VITIMAS;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-01-05;13:42:00;SEM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV ENGENHEIRO ALVES DE SOUZA;;;JUNTO AO JULIETTO;AV ENGENHEIRO ALVES DE SOUZA;;JUNTO AO JULIETTO;IMBIRIBEIRA;;;COLISÃO;COLISÃO SEM VÍTIMA;1;;;;;;1;;;0;;;;;;;;;;;;;;
2018-01-05;13:54:00;SEM VÍTIMA;FINALIZADA;IMBIRIBEIRA;RUA PROF PEDRO AUGUSTO CARNEIRO LEAO;60;;PROX. AO RESIDENCIAL BOA VIAGEM;RUA PROF PEDRO AUGUSTO CARNEIRO LEAO;60;PROX. AO RESIDENCIAL BOA VIAGEM;IMBIRIBEIRA;;;COLISÃO;COLISÃO SEM VÍTIMA;1;1;;;;;;;;0;;;;;;;;;;;;;;
2018-01-05;14:01:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;;;DEFRONTE AO CARREFUR E O HOTEL LGIM;AV ENGENHEIRO DOMINGOS FERREIRA;;DEFRONTE AO CARREFUR E O HOTEL LGIM;BOA VIAGEM;;;ENGAVETAMENTO;CINCO VEICULOS ENVOLVIDOS;5;;;;;;;;;0;;;;;;;;;;;;;;
2018-01-05;14:29:00;SEM VÍTIMA;FINALIZADA;ROSARINHO;RUA ENGENHEIRO SAMPAIO;238;;EM FRENTE AO EDIFICIO CAMPOS;RUA ENGENHEIRO SAMPAIO;238;EM FRENTE AO EDIFICIO CAMPOS;ROSARINHO;;;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-01-05;14:43:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA DOS NAVEGANTES;;;HOTEL GRAN MERCURI, ANTIGO RECIFE PALACE;RUA DOS NAVEGANTES;;HOTEL GRAN MERCURI, ANTIGO RECIFE PALACE;BOA VIAGEM;;;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-01-05;15:36:00;SEM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;;LADO OPOSTO DO ASSAI/ SENTIDO AFOGADOS;AV MARECHAL MASCARENHAS DE MORAES;;LADO OPOSTO DO ASSAI/ SENTIDO AFOGADOS;IMBIRIBEIRA;;;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-01-05;15:56:00;SEM VÍTIMA;FINALIZADA;TORRE;RUA MARQUES DE MARICA;48;;APOS A IGREJA DA TORRE, SENTIDO IPUTINGA;RUA MARQUES DE MARICA;48;APOS A IGREJA DA TORRE, SENTIDO IPUTINGA;TORRE;;;ENGAVETAMENTO;TRES AUTOS;3;;;;;;;;;0;;;;;;;;;;;;;;
2018-01-05;15:57:00;SEM VÍTIMA;FINALIZADA;CASA AMARELA;AV NORTE;4640;AV PROFESSOR JOSE DOS ANJOS;SENTIDO CIDADE PROX AO SESC;AV NORTE;4640;SENTIDO CIDADE PROX AO SESC;CASA AMARELA;;;CHOQUE;COLISÃO SEM VITIMAS;1;;;;;;1;;;0;;;;;;;;;;;;;;
2018-01-05;16:04:00;SEM VÍTIMA;FINALIZADA;IMBIRIBEIRA;RUA ARQUITETO ASDRUBAL SARMENTO;;;EM FRENTE AO COLEGIO ANITA GARIBALDE;RUA ARQUITETO ASDRUBAL SARMENTO;;EM FRENTE AO COLEGIO ANITA GARIBALDE;IMBIRIBEIRA;;;COLISÃO;COLISÃO SEM VITIMAS;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-01-05;16:09:00;SEM VÍTIMA;FINALIZADA;SANTO AMARO;RUA EMBOABAS;;;PROX. AO MERCADO RM;RUA EMBOABAS;;PROX. AO MERCADO RM;SANTO AMARO;;;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-01-05;16:32:00;SEM VÍTIMA;CANCELADA;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;;;AO LADO DA RESTAURAÇÃO , SENTIDO MAURICIO DE NASSAU;AV GOVERNADOR AGAMENON MAGALHAES;;AO LADO DA RESTAURAÇÃO , SENTIDO MAURICIO DE NASSAU;DERBY;;;COLISÃO;COLISÃO SEM VITAMA;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-01-05;16:45:00;COM VÍTIMA;FINALIZADA;CABANGA;AV ENGENHEIRO JOSE ESTELITA;;;PROX. A LOMBADA ELETRONICA, SENTIDO BOA VIAGEM;AV ENGENHEIRO JOSE ESTELITA;;PROX. A LOMBADA ELETRONICA, SENTIDO BOA VIAGEM;CABANGA;;;COLISÃO;COLISÃO COM VÍTIMA, DOIS AUTOS PASSEIO E UMA MOTO;2;1;;;;;;;;1;;;;;;;;;;;;;;
2018-01-05;17:07:00;SEM VÍTIMA;FINALIZADA;CABANGA;AV ENGENHEIRO JOSE ESTELITA;;;PROX. A LOMBADA ELETRONICA, SENTIDO BOA VIAGEM;AV ENGENHEIRO JOSE ESTELITA;;PROX. A LOMBADA ELETRONICA, SENTIDO BOA VIAGEM;CABANGA;;;COLISÃO;COLISÃO SEM VITIMA, COM TRÊS AUTOS;3;;;;;;;;;0;;;;;;;;;;;;;;
2018-01-05;18:23:00;SEM VÍTIMA;FINALIZADA;TORRE;RUA CONDE DE IRAJA;;RUA JOSE BONIFACIO;SEMÁFORO 191 / CRUZ COM A JOSÉ BONIFACIO;RUA CONDE DE IRAJA;;SEMÁFORO 191 / CRUZ COM A JOSÉ BONIFACIO;TORRE;;;COLISÃO;2 AUTOS. S/V;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-01-05;18:50:00;SEM VÍTIMA;FINALIZADA;IPSEP;RUA THEODOMIRO SELVA;136;;ESQUINA COM A IGREJA MATRIZ DO IPSEP / PROX AO TERMINAL DO ÕNIBUS DE IPSEP;RUA THEODOMIRO SELVA;136;ESQUINA COM A IGREJA MATRIZ DO IPSEP / PROX AO TERMINAL DO ÕNIBUS DE IPSEP;IPSEP;;;COLISÃO;ENTRE VIATURA DA POLÍCIA E AUTO PASSEIO. S/V;1;;;;;;;1;;0;;;;;;;;;;;;;;
