DATA;hora;natureza_acidente;situacao;bairro;endereco;numero;detalhe_endereco_acidente;complemento;endereco_cruzamento;numero_cruzamento;referencia_cruzamento;bairro_cruzamento;num_semaforo;sentido_via;tipo;descricao;auto;moto;ciclom;ciclista;pedestre;onibus;caminhao;viatura;outros;vitimas;vitimasfatais;acidente_verificado;tempo_clima;situacao_semaforo;sinalizacao;condicao_via;conservacao_via;ponto_controle;situacao_placa;velocidade_max_via;mao_direcao;divisao_via1;divisao_via2;divisao_via3
2018-02-22;08:30:00;COM VÍTIMA;FINALIZADA;AREIAS;AV RECIFE;;;EM FRENTE AO HIPER BOMPREÇO,SENT/AEROPORTO;AV RECIFE;;EM FRENTE AO HIPER BOMPREÇO,SENT/AEROPORTO;AREIAS;;;COLISÃO;COM UMA VITIMA;1;1;;;;;;;;1;;;;;;;;;;;;;;
2018-02-22;09:01:00;SEM VÍTIMA;FINALIZADA;BOA VISTA;RUA GERVASIO PIRES;;AV CONDE DA BOA VISTA;COM AV. CONDE DA BOA VISTA;RUA GERVASIO PIRES;;COM AV. CONDE DA BOA VISTA;BOA VISTA;;;COLISÃO;;;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-22;09:05:00;SEM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;;EM FRENTE AO AEROPORTO SENT CIDADE / EM BAIXO DO VIADUTO;AV MARECHAL MASCARENHAS DE MORAES;;EM FRENTE AO AEROPORTO SENT CIDADE / EM BAIXO DO VIADUTO;IMBIRIBEIRA;;;COLISÃO;MOTO E AUTO;1;1;;;;;;;;0;;;;;;;;;;;;;;
2018-02-22;09:11:00;COM VÍTIMA;FINALIZADA;ESTÂNCIA;AV RECIFE;;;SEMÁFORO 619, CONJ. INGNÊZ ANDREAZZA;AV RECIFE;;SEMÁFORO 619, CONJ. INGNÊZ ANDREAZZA;ESTÂNCIA;;;COLISÃO;COM UMA VÍTIMA.;1;1;;;;;;;;1;;;;;;;;;;;;;;
2018-02-22;10:06:00;SEM VÍTIMA;FINALIZADA;SANTO AMARO;AV GOVERNADOR AGAMENON MAGALHAES;;;EM FRENTE A UPE/ SENTIDO OLINDA;AV GOVERNADOR AGAMENON MAGALHAES;;EM FRENTE A UPE/ SENTIDO OLINDA;SANTO AMARO;;;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-22;10:31:00;SEM VÍTIMA;FINALIZADA;IPSEP;RUA JEAN EMILE FAVRE;757;;E/F A FEIJOADA DO VAVÁ;RUA JEAN EMILE FAVRE;757;E/F A FEIJOADA DO VAVÁ;IPSEP;;;COLISÃO;SEM VÍTIMAS;1;;;;;;1;;;0;;;;;;;;;;;;;;
2018-02-22;10:37:00;SEM VÍTIMA;FINALIZADA;SANTO AMARO;PRC GENERAL ABREU E LIMA;;;POR TRÁS DO CEMITERIO DOS INGLESES;PRC GENERAL ABREU E LIMA;;POR TRÁS DO CEMITERIO DOS INGLESES;SANTO AMARO;;;COLISÃO;COLISÃO SEM VÍTIMA;1;;;;;;1;;;0;;;;;;;;;;;;;;
2018-02-22;10:58:00;SEM VÍTIMA;CANCELADA;VASCO DA GAMA;RUA PLANALTO;118;;SUBIDA DO ALTO NS SENHORA DE FATIMA;RUA PLANALTO;118;SUBIDA DO ALTO NS SENHORA DE FATIMA;VASCO DA GAMA;;;COLISÃO;CINQUENTINHA E AUTO;1;1;;;;;;;;0;;;;;;;;;;;;;;
2018-02-22;11:05:00;SEM VÍTIMA;FINALIZADA;AREIAS;RUA CAMBUCA;114;;EM FRENTE A O MERCADINHO PREÇO BOM;RUA CAMBUCA;114;EM FRENTE A O MERCADINHO PREÇO BOM;AREIAS;;;COLISÃO;SEM VITIMAS;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-22;11:48:00;SEM VÍTIMA;FINALIZADA;ILHA DO RETIRO;AV ENGENHEIRO ABDIAS DE CARVALHO;;;EM FRENTE AO POSTO EXTRA/ SENTIDO BR;AV ENGENHEIRO ABDIAS DE CARVALHO;;EM FRENTE AO POSTO EXTRA/ SENTIDO BR;ILHA DO RETIRO;;;COLISÃO;COLISÃO COM VÍTIMA;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-22;12:06:00;SEM VÍTIMA;FINALIZADA;GRAÇAS;RUA DR BANDEIRA FILHO;;;AO LADO DO CLUBE PORTUGUES;RUA DR BANDEIRA FILHO;;AO LADO DO CLUBE PORTUGUES;GRAÇAS;;;COLISÃO;COLISÃO SEM VÍTIMA;;;;;;1;1;;;0;;;;;;;;;;;;;;
2018-02-22;12:50:00;SEM VÍTIMA;FINALIZADA;IPSEP;RUA HELIO BRANDAO;33;;EM FRENTE AO RESTAURANTE MANDACARU;RUA HELIO BRANDAO;33;EM FRENTE AO RESTAURANTE MANDACARU;IPSEP;;;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-22;13:56:00;SEM VÍTIMA;FINALIZADA;AFOGADOS;EST DOS REMEDIOS;561;;E/F A IGREJA BATISTA DE AFOGADOS;EST DOS REMEDIOS;561;E/F A IGREJA BATISTA DE AFOGADOS;AFOGADOS;;;COLISÃO;COLISAO DE AUTO E CAMINHAO;1;;;;;;1;;;0;;;;;;;;;;;;;;
2018-02-22;14:13:00;SEM VÍTIMA;CANCELADA;AFOGADOS;RUA IMPERIAL;;;EM FRENTE A BRASIL GAS;RUA IMPERIAL;;EM FRENTE A BRASIL GAS;AFOGADOS;;;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-22;14:17:00;SEM VÍTIMA;FINALIZADA;CORDEIRO;AV CAXANGA;;;AO LADO DO HOSPITAL GETULIO VARGAS NO SEMAFORO 080 S/T SUB;AV CAXANGA;;AO LADO DO HOSPITAL GETULIO VARGAS NO SEMAFORO 080 S/T SUB;CORDEIRO;;;COLISÃO;COLISAO DE AMBULANCIA OFICIAL E VT DA POLICIA;;;;;;;1;1;;0;;;;;;;;;;;;;;
2018-02-22;14:36:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AVENIDA CELSO FURTADO (VIA MANGUE);;;ALÇA DE ACESSO A RUA ANTÔNIO FALCÃO;AVENIDA CELSO FURTADO (VIA MANGUE);;ALÇA DE ACESSO A RUA ANTÔNIO FALCÃO;BOA VIAGEM;;;COLISÃO;;1;1;;;;;;;;1;;;;;;;;;;;;;;
2018-02-22;15:04:00;SEM VÍTIMA;FINALIZADA;SANTO AMARO;AV GOVERNADOR AGAMENON MAGALHAES;;;NO SEMAFORO 378, EM FRENTE AO POSTO DE GASOLINA BR SENT. OLINDA;AV GOVERNADOR AGAMENON MAGALHAES;;NO SEMAFORO 378, EM FRENTE AO POSTO DE GASOLINA BR SENT. OLINDA;SANTO AMARO;;;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-22;15:38:00;SEM VÍTIMA;FINALIZADA;BAIRRO DO RECIFE;AV MILITAR;;;E/F AO POSTO PETROBRAS NO GIRADOURO S/T PREFEITURA;AV MILITAR;;E/F AO POSTO PETROBRAS NO GIRADOURO S/T PREFEITURA;BAIRRO DO RECIFE;;;COLISÃO;COLISAO DE DOIS AUTOS S/V;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-22;16:19:00;SEM VÍTIMA;FINALIZADA;ALTO JOSÉ BONIFÁCIO;RUA ALTO JOSE BONIFACIO;127;;EM FRENTE A O DEPOSITO SUPER GÁS;RUA ALTO JOSE BONIFACIO;127;EM FRENTE A O DEPOSITO SUPER GÁS;ALTO JOSÉ BONIFÁCIO;;;COLISÃO;SEM VITIMAS;1;1;;;;;;;;0;;;;;;;;;;;;;;
2018-02-22;17:40:00;SEM VÍTIMA;FINALIZADA;ENCRUZILHADA;AV NORTE;;;E/F AO BANCO SANTANDER;AV NORTE;;E/F AO BANCO SANTANDER;ENCRUZILHADA;;;COLISÃO;COLISAO DE AUTO COM DUAS MOTOS;1;2;;;;;;;;0;;;;;;;;;;;;;;
2018-02-22;18:43:00;SEM VÍTIMA;FINALIZADA;SANTO AMARO;AV GOVERNADOR AGAMENON MAGALHAES;;;NA SUBIDA DO VIADUTO JOÃO DE BARROS, SENTIDO OLINDA.;AV GOVERNADOR AGAMENON MAGALHAES;;NA SUBIDA DO VIADUTO JOÃO DE BARROS, SENTIDO OLINDA.;SANTO AMARO;;;COLISÃO;2 AUTOS, SEM VÍTIMAS;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-22;18:52:00;SEM VÍTIMA;FINALIZADA;SANTO AMARO;AV VISCONDE DE SUASSUNA;705;;E/F A ESCOLA DE ENFERMAGEM IRMÃ DULCE // SNT CIDADE/SUB;AV VISCONDE DE SUASSUNA;705;E/F A ESCOLA DE ENFERMAGEM IRMÃ DULCE // SNT CIDADE/SUB;SANTO AMARO;;;COLISÃO;ENTRE AUTO PASSEIO E ONIBUS. S/V;1;;;;;1;;;;0;;;;;;;;;;;;;;
2018-02-22;19:31:00;SEM VÍTIMA;FINALIZADA;CAMPO GRANDE;RUA SAO CAETANO;;RUA PROFESSOR FRANCISCO DA TRINDADE;CRUZ COM A R PROFESSOR FRANCISCO DA TRINDADE / ESQUINA COM A CASA DE NÚMERO 287;RUA SAO CAETANO;;CRUZ COM A R PROFESSOR FRANCISCO DA TRINDADE / ESQUINA COM A CASA DE NÚMERO 287;CAMPO GRANDE;;;COLISÃO;ENTRE AUTO E MOTO. S/V;1;1;;;;;;;;0;;;;;;;;;;;;;;
2018-02-22;19:51:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA SA E SOUZA;;;ANTES DA PADARIA PAN JOVEM, EM FRENTE DO CURSO CULTURA INGLESA;RUA SA E SOUZA;;ANTES DA PADARIA PAN JOVEM, EM FRENTE DO CURSO CULTURA INGLESA;BOA VIAGEM;;;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-22;19:51:00;COM VÍTIMA;FINALIZADA;BOMBA DO HEMETÉRIO;RUA CORREGO JOSE GRANDE;;;E/F AO TERMINAL DA BOMBA DO HEMETÉRIO;RUA CORREGO JOSE GRANDE;;E/F AO TERMINAL DA BOMBA DO HEMETÉRIO;BOMBA DO HEMETÉRIO;;;COLISÃO;ENTRE MOTO E ÕNIBUS. S/V;;1;;;;1;;;;1;;;;;;;;;;;;;;
2018-02-22;19:55:00;SEM VÍTIMA;FINALIZADA;IPSEP;RUA ITACARI;336;;PROX AO BANCO ITAU;RUA ITACARI;336;PROX AO BANCO ITAU;IPSEP;;;COLISÃO;ENTRE 2 AUTOS. S/V;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-22;20:30:00;SEM VÍTIMA;FINALIZADA;CASA FORTE;AV DEZESSETE DE AGOSTO;9;;E/F A PRAÇA DE CASA FORTE E E/F EDF SLAVO;AV DEZESSETE DE AGOSTO;9;E/F A PRAÇA DE CASA FORTE E E/F EDF SLAVO;CASA FORTE;;;COLISÃO;ENTRE 2 AUTOS. S/V;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-22;20:38:00;SEM VÍTIMA;CANCELADA;GRAÇAS;RUA ALBERTO PAIVA;212;RUA ANTONIO NOVAES;CRUZ COM A R ANTONIO NOVAIS / E/F A ENGLISH SCHOOL MINE;RUA ALBERTO PAIVA;212;CRUZ COM A R ANTONIO NOVAIS / E/F A ENGLISH SCHOOL MINE;GRAÇAS;;;COLISÃO;2 AUTOS. S/V;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-22;21:05:00;COM VÍTIMA;FINALIZADA;CORDEIRO;RUA DR JOAO LACERDA;457;;PROXIMIDADES DO COLÉGIO DARCY RIBEIRO;RUA DR JOAO LACERDA;457;PROXIMIDADES DO COLÉGIO DARCY RIBEIRO;CORDEIRO;;;COLISÃO;ENTRE AUTO E MOTO. C/V;1;;1;;;;;;;2;;;;;;;;;;;;;;
2018-02-22;22:06:00;SEM VÍTIMA;FINALIZADA;ENCRUZILHADA;AV BEBERIBE;174;;EM FRENTE Á FARMACIA DROGASIL E POSTO DE GASOLINA SHELL;AV BEBERIBE;174;EM FRENTE Á FARMACIA DROGASIL E POSTO DE GASOLINA SHELL;ENCRUZILHADA;;;COLISÃO;MOTO E AUTO;1;1;;;;;;;;0;;;;;;;;;;;;;;
2018-02-22;23:13:00;SEM VÍTIMA;FINALIZADA;TOTÓ;RUA LEAO TREZE;;;E/G A GARAGEM DA MIRIM / NO PORTÃO;RUA LEAO TREZE;;E/G A GARAGEM DA MIRIM / NO PORTÃO;TOTÓ;;;COLISÃO;ENTRE AUTO E ÕNIBUS. S/V;1;;;;;1;;;;0;;;;;;;;;;;;;;
2018-02-23;06:40:00;SEM VÍTIMA;FINALIZADA;HIPÓDROMO;RUA FREDERICO;191;RUA DONA ELVIRA;COM A RUA DONA ELVIRA;RUA FREDERICO;191;COM A RUA DONA ELVIRA;HIPÓDROMO;;;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-23;07:44:00;SEM VÍTIMA;FINALIZADA;BONGI;AV ENGENHEIRO ABDIAS DE CARVALHO;;;E/F AO HABIBS S/T CURADO;AV ENGENHEIRO ABDIAS DE CARVALHO;;E/F AO HABIBS S/T CURADO;BONGI;;;COLISÃO;COLISAO DE TRES AUTOS S/V;3;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-23;08:24:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA BRUNO VELOSO;;AV FERNANDO SIMOES BARBOSA;COM A RUA FERNANDO SIMOES BARBOSA NO SEMAFORO 335;RUA BRUNO VELOSO;;COM A RUA FERNANDO SIMOES BARBOSA NO SEMAFORO 335;BOA VIAGEM;;;COLISÃO;COLISAO DE DOIS AUTOS S/V;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-23;08:33:00;SEM VÍTIMA;CANCELADA;APIPUCOS;AV DEZESSETE DE AGOSTO;261;;PROX DA ARCADIA;AV DEZESSETE DE AGOSTO;261;PROX DA ARCADIA;APIPUCOS;;;ENGAVETAMENTO;ONIBUS / AUTO PASSEIO / CAMINHAO E MOTO;1;1;;;;1;1;;;0;;;;;;;;;;;;;;
2018-02-23;08:46:00;COM VÍTIMA;FINALIZADA;ÁGUA FRIA;AV BEBERIBE;2026;;PROX. A LAISER ELETRO;AV BEBERIBE;2026;PROX. A LAISER ELETRO;ÁGUA FRIA;;;COLISÃO;DUAS MOTOS C/V;;2;;;;;;;;1;;;;;;;;;;;;;;
2018-02-23;08:59:00;SEM VÍTIMA;FINALIZADA;ESTÂNCIA;RUA BARAO DE BUIQUE;163;;POR TRAS DA ESPERANÇA FERRAGEM;RUA BARAO DE BUIQUE;163;POR TRAS DA ESPERANÇA FERRAGEM;ESTÂNCIA;;;COLISÃO;MOTO E AUTO;1;1;;;;;;;;0;;;;;;;;;;;;;;
2018-02-23;09:00:00;COM VÍTIMA;FINALIZADA;BOA VISTA;RUA DO RIACHUELO;S/N;;C/ RUA DO HOSPÍCIO;RUA DO RIACHUELO;S/N;C/ RUA DO HOSPÍCIO;BOA VISTA;;;ATROPELAMENTO;ATROPELAMENTO ENTRE AUTO E ÔNIBUS;;;;;;;;;;1;;;;;;;;;;;;;;
2018-02-23;09:36:00;SEM VÍTIMA;FINALIZADA;JORDÃO;AV MARIA IRENE;;;EM FRENTE AO POSTO IPIRANGA, PROX. AO SUPER MERCADO ATACAREJO JORDAO, SENTIDO RECIFE;AV MARIA IRENE;;EM FRENTE AO POSTO IPIRANGA, PROX. AO SUPER MERCADO ATACAREJO JORDAO, SENTIDO RECIFE;JORDÃO;;;COLISÃO;AUTO E ONIBUS ;1;;;;;1;;;;0;;;;;;;;;;;;;;
2018-02-23;09:54:00;SEM VÍTIMA;FINALIZADA;ESTÂNCIA;AV DR JOSE RUFINO;2117;;EM FRENTE DA ANTIGA FABRICA HOLANDA;AV DR JOSE RUFINO;2117;EM FRENTE DA ANTIGA FABRICA HOLANDA;ESTÂNCIA;;;COLISÃO;COL.S/V ,SET.CD;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-23;10:17:00;SEM VÍTIMA;FINALIZADA;PINA;RUA OSWALDO MACHADO;23;AV SÃO LUIS;PARALELA COM A AV SAO LUIZ;RUA OSWALDO MACHADO;23;PARALELA COM A AV SAO LUIZ;PINA;;;CHOQUE;VIATURA DA PM CHOCOU-SE COM A BARRA DE FERRO;;;;;;;;1;;0;;;;;;;;;;;;;;
2018-02-23;10:56:00;SEM VÍTIMA;FINALIZADA;IPUTINGA;EST DO BARBALHO;589;;SENT CAXANGA / EM FRENTA A AUTO ESCOLA MAURICIO DE NASSAU;EST DO BARBALHO;589;SENT CAXANGA / EM FRENTA A AUTO ESCOLA MAURICIO DE NASSAU;IPUTINGA;;;COLISÃO;AUTO PASSEIO E CARRETA;1;;;;;;1;;;0;;;;;;;;;;;;;;
2018-02-23;11:35:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;AV GENERAL MAC ARTHUR;;;EM FRENTE AO LE PARC;AV GENERAL MAC ARTHUR;;EM FRENTE AO LE PARC;BOA VIAGEM;;;COLISÃO;DOIS AUTOS S/V;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-23;12:19:00;COM VÍTIMA;FINALIZADA;JIQUIÁ;RUA SAO MIGUEL;;;PROXIMO A PONTE DO JIQUIA;RUA SAO MIGUEL;;PROXIMO A PONTE DO JIQUIA;JIQUIÁ;;;COLISÃO;ATROPELAMENTO PEDESTRE E MOTO;;1;;;;;;;;2;;;;;;;;;;;;;;
2018-02-23;12:26:00;SEM VÍTIMA;FINALIZADA;CASA AMARELA;RUA JOSE CARVALHEIRA;;EST DO ARRAIAL;COM A ESTRADA DO ARRAIAL;RUA JOSE CARVALHEIRA;;COM A ESTRADA DO ARRAIAL;CASA AMARELA;;;COLISÃO;COLISÃO SEM VITIMA;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-23;12:30:00;SEM VÍTIMA;CANCELADA;BOA VIAGEM;RUA BARAO DE SOUZA LEAO;545;;PROX. DO COLEGIO SOUZA LEÃO;RUA BARAO DE SOUZA LEAO;545;PROX. DO COLEGIO SOUZA LEÃO;BOA VIAGEM;;;COLISÃO;DOIS AUTOS S/V;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-23;12:53:00;SEM VÍTIMA;CANCELADA;CAXANGÁ;AV CAXANGA;3010;;APOS O SUPERMERCADO EXTRA, SENT. CAMARAGIBE;AV CAXANGA;3010;APOS O SUPERMERCADO EXTRA, SENT. CAMARAGIBE;CAXANGÁ;;;ENGAVETAMENTO;TRES AUTOS;3;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-23;13:16:00;SEM VÍTIMA;FINALIZADA;ARRUDA;AV BEBERIBE;;;EM FRENTE AO BOMPREÇO E CAMPO DO ARRUDA;AV BEBERIBE;;EM FRENTE AO BOMPREÇO E CAMPO DO ARRUDA;ARRUDA;;;COLISÃO;ONIBUS E AUTO/ VT-13 NO LOCAL;1;;;;;1;;;;0;;;;;;;;;;;;;;
2018-02-23;13:29:00;SEM VÍTIMA;FINALIZADA;JORDÃO;AV MARIA IRENE;865;;EM FRENTE AO POSTO DE GASOLINA TOTAL;AV MARIA IRENE;865;EM FRENTE AO POSTO DE GASOLINA TOTAL;JORDÃO;;;COLISÃO;DOIS CAMINHOES;;;;;;;2;;;0;;;;;;;;;;;;;;
2018-02-23;13:58:00;COM VÍTIMA;FINALIZADA;CAXANGÁ;AV INACIO MONTEIRO;2624;;EM FRENTE A DROGASIL/ SENTIDO CIDADE;AV INACIO MONTEIRO;2624;EM FRENTE A DROGASIL/ SENTIDO CIDADE;CAXANGÁ;;;COLISÃO;COLISÃO COM VÍTIMA;1;1;;;;;;;;1;;;;;;;;;;;;;;
2018-02-23;14:13:00;SEM VÍTIMA;FINALIZADA;TAMARINEIRA;EST VELHA DE AGUA FRIA;721;;AO LADO DO DENOCS;EST VELHA DE AGUA FRIA;721;AO LADO DO DENOCS;TAMARINEIRA;;;COLISÃO;COLISÃO SEM VÍTIMA;1;;;;;;1;;;0;;;;;;;;;;;;;;
2018-02-23;14:28:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;AV CONSELHEIRO AGUIAR;4582;RUA DOM JOSE LOPES;COM RUA DOM JOSE LOPES E/F AO EDF TAPAJOS;AV CONSELHEIRO AGUIAR;4582;COM RUA DOM JOSE LOPES E/F AO EDF TAPAJOS;BOA VIAGEM;;;COLISÃO;COLISAO DE DOIS AUTOS S/V;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-23;15:17:00;SEM VÍTIMA;FINALIZADA;SANTO ANTÔNIO;AV SUL;502;;EM FRENTE AO EDIFICIO PESQUEIRA/ SENTIDO CIDADE;AV SUL;502;EM FRENTE AO EDIFICIO PESQUEIRA/ SENTIDO CIDADE;SANTO ANTÔNIO;;;COLISÃO;COLISÃO SEM VÍTIMA;3;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-23;15:25:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;AV ARMINDO MOURA;;;EM FRENTE AO COMAR, NO TREVO;AV ARMINDO MOURA;;EM FRENTE AO COMAR, NO TREVO;BOA VIAGEM;;;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-23;15:49:00;COM VÍTIMA;FINALIZADA;CASA AMARELA;RUA MAJOR NEREU GUERRA;92;;EM FRENTE AO COLEGIO PADRE MACHADO;RUA MAJOR NEREU GUERRA;92;EM FRENTE AO COLEGIO PADRE MACHADO;CASA AMARELA;;;COLISÃO;AUTO E MOTO;1;1;;;;;;;;2;;;;;;;;;;;;;;
2018-02-23;16:14:00;SEM VÍTIMA;FINALIZADA;CIDADE UNIVERSITÁRIA;RUA MARECHAL MANOEL LUIS OSORIO;208;;EM FRENTE AO COLEGIO PONTUAL;RUA MARECHAL MANOEL LUIS OSORIO;208;EM FRENTE AO COLEGIO PONTUAL;CIDADE UNIVERSITÁRIA;;;COLISÃO;AUTO E MOTO;1;1;;;;;;;;0;;;;;;;;;;;;;;
2018-02-23;16:30:00;SEM VÍTIMA;FINALIZADA;ILHA DO LEITE;RUA FRANCISCO ALVES;;AV FREI MATIAS TEVES;COM A RUA FREI MATIAS, EM FRENTE DO HOSPITAL ESPERANÇA;RUA FRANCISCO ALVES;;COM A RUA FREI MATIAS, EM FRENTE DO HOSPITAL ESPERANÇA;ILHA DO LEITE;;;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-23;16:38:00;SEM VÍTIMA;CANCELADA;BOA VIAGEM;RUA FELIX DE BRITO E MELO;912;;EM FRENTE AO EDIFICIO ALEXANDRE II;RUA FELIX DE BRITO E MELO;912;EM FRENTE AO EDIFICIO ALEXANDRE II;BOA VIAGEM;;;COLISÃO;COLISÃO SEM VÍTIMA;1;;;;;1;;;;0;;;;;;;;;;;;;;
2018-02-23;16:53:00;SEM VÍTIMA;CANCELADA;TORRÕES;AV BICENTENARIO DA REVOLUCAO FRANCESA;;;NA RODA DE FOGO E/F A DELEGACIA;AV BICENTENARIO DA REVOLUCAO FRANCESA;;NA RODA DE FOGO E/F A DELEGACIA;TORRÕES;;;COLISÃO;COLISAO DE AUTO E MOTO S/V;1;1;;;;;;;;0;;;;;;;;;;;;;;
2018-02-23;17:13:00;SEM VÍTIMA;FINALIZADA;PRADO;AV ENGENHEIRO ABDIAS DE CARVALHO;;;PROX DA FACULDADE ESTACIO S/T BR;AV ENGENHEIRO ABDIAS DE CARVALHO;;PROX DA FACULDADE ESTACIO S/T BR;PRADO;;;COLISÃO;COLISAO DE CAMINHAO E AUTO S/V;1;;;;;;1;;;0;;;;;;;;;;;;;;
2018-02-23;17:22:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA VISCONDE DE JEQUITINHONHA;396;;EM FRENTE AO SUPERMERCADO SOBERANO;RUA VISCONDE DE JEQUITINHONHA;396;EM FRENTE AO SUPERMERCADO SOBERANO;BOA VIAGEM;;;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-23;17:29:00;SEM VÍTIMA;FINALIZADA;MADALENA;AV ENGENHEIRO ABDIAS DE CARVALHO;175;;AO LADO DO POSTO SHELL/ SENTIDO CIDADE;AV ENGENHEIRO ABDIAS DE CARVALHO;175;AO LADO DO POSTO SHELL/ SENTIDO CIDADE;MADALENA;;;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-23;17:35:00;SEM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;2809;;PROX DA FACULDADE UNIVERSO S/T BOA VIAGEM;AV MARECHAL MASCARENHAS DE MORAES;2809;PROX DA FACULDADE UNIVERSO S/T BOA VIAGEM;IMBIRIBEIRA;;;COLISÃO;COLISAO DE ONIBUS E AUTO S/V;1;;;;;1;;;;0;;;;;;;;;;;;;;
2018-02-23;18:23:00;SEM VÍTIMA;FINALIZADA;AFOGADOS;RUA COSME VIANA;;;SEMÁFORO 430;RUA COSME VIANA;;SEMÁFORO 430;AFOGADOS;;;COLISÃO;ENTRE 2 AUTOS. S/V;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-23;18:27:00;SEM VÍTIMA;CANCELADA;JARDIM SÃO PAULO;RUA LEOBINA PEREIRA;64;;ENF AO DEPOSITO DE SUPERGASBRAZ PROX A PRIMEIRA IGREJA BATISTA DE JP;RUA LEOBINA PEREIRA;64;ENF AO DEPOSITO DE SUPERGASBRAZ PROX A PRIMEIRA IGREJA BATISTA DE JP;JARDIM SÃO PAULO;;;COLISÃO;AUTO E TRICICOLO DO GAS;1;1;;;;;;;;0;;;;;;;;;;;;;;
2018-02-23;18:36:00;SEM VÍTIMA;FINALIZADA;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;;;SEMAFORO 075;AV GOVERNADOR AGAMENON MAGALHAES;;SEMAFORO 075;DERBY;;;COLISÃO;COLISÃO SEM VITIMA;1;1;;;;;;;;0;;;;;;;;;;;;;;
2018-02-23;19:19:00;SEM VÍTIMA;FINALIZADA;ILHA DO RETIRO;RUA SPORT CLUBE DO RECIFE;;;ENF A LANCHONETE FOFAO;RUA SPORT CLUBE DO RECIFE;;ENF A LANCHONETE FOFAO;ILHA DO RETIRO;;;ENGAVETAMENTO;TRES AUTO;3;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-23;19:21:00;SEM VÍTIMA;FINALIZADA;TORRE;RUA PADRE LANDIM;405;RUA DOM MANOEL DA COSTA;CRUZ COM A R DOM MANOEL DA COSTA / PROX A IGREJA DA TORRE E COLÉGIO CRISTO REI;RUA PADRE LANDIM;405;CRUZ COM A R DOM MANOEL DA COSTA / PROX A IGREJA DA TORRE E COLÉGIO CRISTO REI;TORRE;;;COLISÃO;ENTRE 2 AUTOS. S/V;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-23;19:43:00;SEM VÍTIMA;FINALIZADA;BARRO;RUA DR VILAS BOAS;85;;PROX AO CARTÓRIO DO TRE;RUA DR VILAS BOAS;85;PROX AO CARTÓRIO DO TRE;BARRO;;;COLISÃO;AUTO PASSEIO E ÕNIBUS. S/V;1;;;;;1;;;;0;;;;;;;;;;;;;;
