data;hora;natureza_acidente;bairro;endereco;tipo;auto;moto;ciclista;pedestre;onibus;caminhao;viatura;outros;vitimas;vitimas_fatais;tempo_clima;situacao_semaforo;sinalizacao;condicao_via;conservacao_via;ponto_controle;situacao_placa;velocidade_max_via;ano
29/02/2020;19:13:00;SEM VÍTIMA;AFOGADOS;RUA PADRE TEOFILO TWORZ;COLISÃO;1;1;;;;;;;0;;;;;;;;;;2020
29/02/2020;19:46:00;COM VÍTIMA;AFOGADOS;RUA SAO MIGUEL;ABALROAMENTO TRANSVERSAL;1;1;;;;;;;1;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;;R-6a;40 km/h;2020
29/02/2020;22:50:00;SEM VÍTIMA;VASCO DA GAMA;RUA ALTO DO EUCALIPTO;COLISÃO;;2;;;;;;;0;;;;;;;;;;2020
29/02/2020;23:32:00;SEM VÍTIMA;DOIS IRMÃOS;RUA PROF CLAUDIO SELVA;COLISÃO;1;1;;;;;;;0;;;;;;;;;;2020
01/03/2020;02:06:00;SEM VÍTIMA;ENCRUZILHADA;EST DE BELEM;ABALROAMENTO LONGITUDINAL;1;;;;1;;;;0;;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;;;2020
01/03/2020;03:40:00;SEM VÍTIMA;SANTO AMARO;AV CRUZ CABUGA;CHOQUE OBJETO FIXO;;;;;1;;;;0;;Chuvoso;Intermitente;Perfeito estado;Molhada;Mal iluminada;Faixa de pedestre;Não há placas;;2020
01/03/2020;05:06:00;SEM VÍTIMA;BOA VIAGEM;AV BOA VIAGEM;ABALROAMENTO TRANSVERSAL;2;;;;1;;;;0;;Bom;Intermitente;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;2020
01/03/2020;07:43:00;SEM VÍTIMA;CAXANGÁ;RUA JOAO SALES MENEZES;COLISÃO;1;;;;;1;;;0;;;;;;;;;;2020
01/03/2020;09:16:00;SEM VÍTIMA;COQUEIRAL;RUA ANANIAS CATANHO;ABALROAMENTO TRANSVERSAL;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;Não há placas;;2020
01/03/2020;09:49:00;SEM VÍTIMA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;COLISÃO TRASEIRA;2;;;;;;;;0;;;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;Não há placas;;2020
01/03/2020;10:06:00;SEM VÍTIMA;ESPINHEIRO;RUA CONS PORTELA;ABALROAMENTO LONGITUDINAL;1;;;;1;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;2020
01/03/2020;10:13:00;SEM VÍTIMA;IMBIRIBEIRA;RUA ITAJAI;ABALROAMENTO TRANSVERSAL;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Placas Pare;;2020
01/03/2020;10:16:00;SEM VÍTIMA;;RUA CORREGO ANTONIO RODRIGUES;ABALROAMENTO LONGITUDINAL;1;;;;1;;;;0;;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;Não há placas;;2020
01/03/2020;10:28:00;SEM VÍTIMA;MADALENA;AV VISCONDE DE ALBUQUERQUE;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-4a;;2020
01/03/2020;11:12:00;SEM VÍTIMA;SANTO AMARO;AV CRUZ CABUGA;ABALROAMENTO LONGITUDINAL;1;;;;1;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;2020
01/03/2020;13:10:00;SEM VÍTIMA;APIPUCOS;RUA DOIS IRMAOS;ABALROAMENTO TRANSVERSAL;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;60 km/h;2020
01/03/2020;17:02:00;SEM VÍTIMA;GRAÇAS;RUA DAS CREOULAS;CHOQUE VEÍCULO PARADO;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;2020
01/03/2020;18:37:00;SEM VÍTIMA;BAIRRO DO RECIFE;AV MARQUES DE OLINDA;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;2020
01/03/2020;19:11:00;SEM VÍTIMA;IBURA;AV DOIS RIOS;COLISÃO;1;1;;;;;;;0;;;;;;;;;;2020
01/03/2020;22:21:00;SEM VÍTIMA;VASCO DA GAMA;RUA VASCO DA GAMA;COLISÃO TRASEIRA;1;1;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;;;30 km/h;2020
02/03/2020;05:39:00;SEM VÍTIMA;ILHA DO RETIRO;RUA SPORT CLUBE DO RECIFE;COLISÃO COM CICLISTA;;1;1;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;2020
02/03/2020;06:17:00;SEM VÍTIMA;CORDEIRO;RUA N S DA SAUDE;ABALROAMENTO TRANSVERSAL;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Placas Pare;;2020
02/03/2020;06:39:00;SEM VÍTIMA;BOA VIAGEM;AV VINTE DE JANEIRO;ABALROAMENTO TRANSVERSAL;1;;;;1;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Placas Pare;;2020
02/03/2020;07:11:00;SEM VÍTIMA;BOA VIAGEM;RUA DEZ DE JULHO;ABALROAMENTO TRANSVERSAL;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Outros;Placas Pare;;2020
02/03/2020;07:35:00;SEM VÍTIMA;CORDEIRO;AV CAXANGA;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;;Perfeito estado;Seca;Perfeito estado;;;;2020
02/03/2020;07:41:00;SEM VÍTIMA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;ABALROAMENTO LONGITUDINAL;1;1;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;2020
02/03/2020;08:18:00;COM VÍTIMA;BOA VIAGEM;RUA PROFESSOR JOSE BRANDAO;ABALROAMENTO TRANSVERSAL;1;1;;;;;;;1;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Outros;Placas Pare;;2020
02/03/2020;08:31:00;SEM VÍTIMA;GRAÇAS;AV RUI BARBOSA;ABALROAMENTO LONGITUDINAL;1;;;;;1;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Agente;Outras;60 km/h;2020
02/03/2020;08:31:00;SEM VÍTIMA;ENGENHO DO MEIO;RUA MAURICEIA;COLISÃO;1;;;;;1;;;0;;;;;;;;;;2020
02/03/2020;08:36:00;COM VÍTIMA;CAMPO GRANDE;RUA JERONIMO VILELA;ABALROAMENTO LONGITUDINAL;1;1;;;;;;;2;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;2020
02/03/2020;08:39:00;SEM VÍTIMA;ENCRUZILHADA;AV JOAO DE BARROS;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;;;;2020
02/03/2020;09:36:00;SEM VÍTIMA;BOA VISTA;AV CONDE DA BOA VISTA;ABALROAMENTO LONGITUDINAL;1;;;;1;;;;0;;Bom;Sem defeito;Incompleta;Seca;;Não existe;Não há placas;;2020
02/03/2020;09:51:00;SEM VÍTIMA;AFOGADOS;EST DOS REMEDIOS;COLISÃO;1;1;;;;;;;0;;;;;;;;;;2020
02/03/2020;09:54:00;SEM VÍTIMA;GRAÇAS;AV RUI BARBOSA;ABALROAMENTO LONGITUDINAL;;;;;1;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Agente;;;2020
02/03/2020;10:23:00;SEM VÍTIMA;JOANA BEZERRA;RUA IMPERIAL;ABALROAMENTO TRANSVERSAL;1;;;;;1;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;2020
02/03/2020;10:39:00;SEM VÍTIMA;IPUTINGA;RUA CELESTINO NEVES;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Não existe;Incompleta;Seca;Mal conservada;Não existe;Não há placas;;2020
02/03/2020;10:44:00;SEM VÍTIMA;MADALENA;RUA COSTA GOMES;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Placas Pare;;2020
02/03/2020;11:13:00;COM VÍTIMA;DOIS IRMÃOS;RUA DOIS IRMAOS;ABALROAMENTO TRANSVERSAL;1;1;;;;;;;1;;Bom;;Incompleta;Seca;Perfeito estado;Não existe;Não há placas;;2020
02/03/2020;11:42:00;COM VÍTIMA;CORDEIRO;AV CAXANGA;ABALROAMENTO TRANSVERSAL;2;;;;;;;;2;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;2020
02/03/2020;11:43:00;SEM VÍTIMA;BOA VIAGEM;RUA BALTAZAR PASSOS;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Não existe;;Seca;;Não existe;Placas Pare;40 km/h;2020
02/03/2020;12:30:00;SEM VÍTIMA;TAMARINEIRA;AV ENGENHEIRO AGAMENON DE MAGALHAES MELO;CHOQUE VEÍCULO PARADO;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;;Outras;;2020
02/03/2020;12:40:00;SEM VÍTIMA;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Agente;Outras;60 km/h;2020
02/03/2020;13:10:00;SEM VÍTIMA;BOA VIAGEM;RUA SA E SOUZA;COLISÃO;2;;;;;;;;0;;;;;;;;;;2020
02/03/2020;13:29:00;COM VÍTIMA;SANTO AMARO;RUA MAJOR CODECEIRA;ABALROAMENTO TRANSVERSAL;1;1;;;;;;;1;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;2020
02/03/2020;13:50:00;SEM VÍTIMA;BOA VIAGEM;AV DES JOSE NEVES;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;2020
02/03/2020;13:58:00;SEM VÍTIMA;BOA VIAGEM;RUA VISCONDE DE JEQUITINHONHA;COLISÃO TRASEIRA;1;;;;1;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Agente;Outras;60 km/h;2020
02/03/2020;14:08:00;SEM VÍTIMA;TORRE;RUA CONDE DE IRAJA;ABALROAMENTO LONGITUDINAL;1;;;;;;;1;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;2020
02/03/2020;14:09:00;SEM VÍTIMA;ESPINHEIRO;AV GOVERNADOR AGAMENON MAGALHAES;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;40 km/h;2020
02/03/2020;14:26:00;SEM VÍTIMA;SAN MARTIN;RUA COMENDADOR FRANCO FERREIRA;ABALROAMENTO TRANSVERSAL;2;;;;;;;;0;;Bom;Não existe;;Seca;;Não existe;Placas Pare;;2020
02/03/2020;14:28:00;SEM VÍTIMA;JARDIM SÃO PAULO;AV SAO PAULO;COLISÃO;1;;;;;;;1;0;;;;;;;;;;2020
02/03/2020;14:54:00;SEM VÍTIMA;ARRUDA;AV PROFESSOR JOSE DOS ANJOS;COLISÃO TRASEIRA;1;;;;;1;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;2020
02/03/2020;14:57:00;SEM VÍTIMA;MADALENA;RUA JOAO IVO DA SILVA;COLISÃO FRONTAL;1;1;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Agente;;;2020
02/03/2020;15:08:00;SEM VÍTIMA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;COLISÃO TRASEIRA;3;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2020
02/03/2020;15:20:00;SEM VÍTIMA;MADALENA;AV BEIRA RIO;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;50 km/h;2020
02/03/2020;15:54:00;SEM VÍTIMA;BOA VIAGEM;RUA DO SA LEITAO;CHOQUE VEÍCULO PARADO;1;1;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;2020
02/03/2020;17:51:00;SEM VÍTIMA;BOA VIAGEM;AV FERNANDO SIMOES BARBOSA;ABALROAMENTO LONGITUDINAL;1;;;;1;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;2020
02/03/2020;18:10:00;SEM VÍTIMA;IPSEP;RUA ITACAMBIRA;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;20 km/h;2020
02/03/2020;18:25:00;SEM VÍTIMA;ESTÂNCIA;RUA JOAO TEIXEIRA;COLISÃO;1;;;;;1;;;0;;;;;;;;;;2020
02/03/2020;18:46:00;SEM VÍTIMA;ESTÂNCIA;AV RECIFE;COLISÃO TRASEIRA;3;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;2020
02/03/2020;20:04:00;SEM VÍTIMA;VÁRZEA;RUA GENERAL POLIDORO;ABALROAMENTO TRANSVERSAL;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;2020
02/03/2020;20:05:00;SEM VÍTIMA;COQUEIRAL;RUA APRIGIO GUIMARAES;ABALROAMENTO TRANSVERSAL;1;1;;;;;;;0;;Bom;Sem defeito;Incompleta;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;2020
02/03/2020;20:20:00;COM VÍTIMA;SANTO AMARO;AV NORTE;ABALROAMENTO TRANSVERSAL;;1;;;1;;;;1;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;2020
02/03/2020;21:11:00;COM VÍTIMA;IBURA;AV DOM HELDER CAMARA;ACID. DE PERCURSO;;1;;;;;;;1;;;;;;;;;;2020
02/03/2020;21:34:00;SEM VÍTIMA;SANTO AMARO;AV CRUZ CABUGA;ABALROAMENTO LONGITUDINAL;1;;;;;1;;;0;;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Não existe;Outras;;2020
02/03/2020;22:00:00;SEM VÍTIMA;TORRE;RUA PROFESSOR TRAJANO DE MENDONCA;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;2020
02/03/2020;23:34:00;COM VÍTIMA;IBURA;AV DOIS RIOS;ABALROAMENTO TRANSVERSAL;2;;;;;;;;2;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;2020
03/03/2020;00:00:00;SEM VÍTIMA;BOA VIAGEM;AV MARECHAL JUAREZ TAVORA;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Sem defeito;Ilegível;Seca;Mal iluminada;Faixa de pedestre;Não há placas;;2020
03/03/2020;07:39:00;COM VÍTIMA;AFOGADOS;EST DOS REMEDIOS;ABALROAMENTO LONGITUDINAL;;2;;;;;;;1;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Outros;Outras;60 km/h;2020
03/03/2020;07:57:00;SEM VÍTIMA;IPSEP;RUA ADERBAL DE MELO;ABALROAMENTO TRANSVERSAL;1;1;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2020
03/03/2020;07:59:00;SEM VÍTIMA;IBURA;AV ENGENHO SERRA VERDE;ABALROAMENTO LONGITUDINAL;1;;;;1;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;30 km/h;2020
03/03/2020;08:05:00;SEM VÍTIMA;CASA AMARELA;AV NORTE;COLISÃO TRASEIRA;1;1;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;2020
03/03/2020;08:34:00;COM VÍTIMA;AFOGADOS;RUA VISCONDE DE PELOTAS;ACID. DE PERCURSO;;1;;;;;;;1;;Bom;Não existe;Perfeito estado;Oleosa;Perfeito estado;Não existe;Não há placas;;2020
03/03/2020;08:49:00;SEM VÍTIMA;ESTÂNCIA;AV DR JOSE RUFINO;ABALROAMENTO LONGITUDINAL;1;;;;1;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2020
03/03/2020;09:53:00;SEM VÍTIMA;SANTO AMARO;AV NORTE;COLISÃO TRASEIRA;1;1;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;Não há placas;60 km/h;2020
03/03/2020;10:10:00;SEM VÍTIMA;IPSEP;RUA JEAN EMILE FAVRE;COLISÃO;1;;;;1;;;;0;;;;;;;;;;2020
03/03/2020;11:04:00;SEM VÍTIMA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;COLISÃO;1;1;;;;;;;0;;;;;;;;;;2020
03/03/2020;11:07:00;SEM VÍTIMA;JORDÃO;AV MARIA IRENE;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2020
03/03/2020;11:56:00;SEM VÍTIMA;TORRÕES;RUA ZUMBI DOS PALMARES;COLISÃO;1;;;;1;;;;0;;;;;;;;;;2020
03/03/2020;12:19:00;SEM VÍTIMA;IPUTINGA;AV CAXANGA;COLISÃO TRASEIRA;5;;;;;1;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;2020
03/03/2020;12:34:00;SEM VÍTIMA;IMBIRIBEIRA;AV GENERAL MAC ARTHUR;COLISÃO;2;;;;;;;;0;;;;;;;;;;2020
03/03/2020;12:49:00;SEM VÍTIMA;BOA VIAGEM;RUA AMALIA BERNARDINO DE SOUZA;COLISÃO;2;;;;;;;;0;;;;;;;;;;2020
03/03/2020;12:49:00;COM VÍTIMA;CASA AMARELA;AV NORTE;COLISÃO COM CICLISTA;2;;1;;;1;;;1;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;Outras;60 km/h;2020
03/03/2020;13:03:00;SEM VÍTIMA;PARNAMIRIM;RUA DES GOIS CAVALCANTE;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;40 km/h;2020
03/03/2020;13:04:00;SEM VÍTIMA;BOA VIAGEM;RUA ANTONIO FALCAO;COLISÃO;2;;;;;;;;0;;;;;;;;;;2020
03/03/2020;13:08:00;SEM VÍTIMA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;60 km/h;2020
03/03/2020;13:15:00;SEM VÍTIMA;BOA VISTA;RUA JOAQUIM DE BRITO;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Não existe;Não existente;Seca;Mal conservada;Não existe;Não há placas;;2020
03/03/2020;13:44:00;SEM VÍTIMA;BOA VISTA;RUA MONTE CASTELO;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2020
03/03/2020;14:05:00;SEM VÍTIMA;BOA VIAGEM;RUA BALTAZAR PASSOS;ABALROAMENTO TRANSVERSAL;1;;;;1;;;;0;;Bom;Não existe;Incompleta;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;2020
03/03/2020;14:28:00;SEM VÍTIMA;BOA VISTA;RUA DO HOSPICIO;ABALROAMENTO LONGITUDINAL;1;;;;1;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Agente;Outras;;2020
03/03/2020;14:30:00;SEM VÍTIMA;PRADO;RUA CARLOS DE OLIVEIRA FILHO;ABALROAMENTO TRANSVERSAL;2;;;;;;;;0;;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;Não há placas;30 km/h;2020
03/03/2020;14:36:00;SEM VÍTIMA;ILHA DO RETIRO;EST DOS REMEDIOS;COLISÃO TRASEIRA;3;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Agente;;;2020
03/03/2020;15:47:00;SEM VÍTIMA;IBURA;RUA DR SEABRA;COLISÃO;2;;;;;;;;0;;;;;;;;;;2020
03/03/2020;15:50:00;COM VÍTIMA;APIPUCOS;RUA DE APIPUCOS;COLISÃO COM CICLISTA;1;1;1;;;;;;1;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;2020
03/03/2020;15:51:00;COM VÍTIMA;ILHA DO LEITE;AV JOSE GONCALVES DE MEDEIROS;ABALROAMENTO TRANSVERSAL;1;1;;;;;;;1;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;;Não há placas;;2020
03/03/2020;15:53:00;SEM VÍTIMA;COELHOS;RUA DOS COELHOS;ABALROAMENTO TRANSVERSAL;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;30 km/h;2020
03/03/2020;17:19:00;COM VÍTIMA;BOA VIAGEM;RUA HENRIQUE DIAS;ATROPELAMENTO;;;;1;1;;;;1;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;2020
03/03/2020;17:28:00;SEM VÍTIMA;CASA AMARELA;RUA BELA VISTA;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;2020
03/03/2020;17:25:00;SEM VÍTIMA;AREIAS;RUA AURORA CACOTE;COLISÃO;2;;;;;;;;0;;;;;;;;;;2020
03/03/2020;17:43:00;SEM VÍTIMA;MADALENA;RUA PROFESSOR BENEDITO MONTEIRO;COLISÃO;2;;;;;;;;0;;;;;;;;;;2020
03/03/2020;17:45:00;COM VÍTIMA;VÁRZEA;AV JOAQUIM RIBEIRO;ABALROAMENTO LONGITUDINAL;1;1;;;;;;;1;;Bom;Não existe;Ilegível;Seca;Perfeito estado;Não existe;Não há placas;;2020
03/03/2020;18:46:00;SEM VÍTIMA;VÁRZEA;AV AFONSO OLINDENSE;ABALROAMENTO LONGITUDINAL;1;;;;1;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2020
03/03/2020;18:55:00;SEM VÍTIMA;CAXANGÁ;AV CAXANGA;COLISÃO;1;;;;1;;;;0;;;;;;;;;;2020
03/03/2020;19:09:00;SEM VÍTIMA;JARDIM SÃO PAULO;AV SAO PAULO;ABALROAMENTO LONGITUDINAL;1;1;;;;;;;0;;Bom;Não existe;Não existente;Seca;Perfeito estado;;Outras;;2020
03/03/2020;19:46:00;SEM VÍTIMA;JARDIM SÃO PAULO;RUA PROFESSOR PEDRO AUGUSTO;COLISÃO;2;;;;;;;;0;;;;;;;;;;2020
03/03/2020;20:16:00;SEM VÍTIMA;CAJUEIRO;RUA SENADOR NILO COELHO;ABALROAMENTO TRANSVERSAL;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;;Não há placas;40 km/h;2020
04/03/2020;06:44:00;SEM VÍTIMA;AFOGADOS;RUA SAO MIGUEL;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Sem defeito;Incompleta;Seca;Perfeito estado;Não existe;Outras;;2020
04/03/2020;07:18:00;COM VÍTIMA;ENCRUZILHADA;EST DE BELEM;ABALROAMENTO TRANSVERSAL;1;1;;;;;;;2;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Placas Pare;40 km/h;2020
04/03/2020;07:35:00;COM VÍTIMA;ARRUDA;RUA ZEFERINO AGRA;COLISÃO FRONTAL;1;1;;;;;;;1;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;2020
04/03/2020;07:42:00;SEM VÍTIMA;ESPINHEIRO;AV GOVERNADOR AGAMENON MAGALHAES;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;2020
04/03/2020;07:43:00;COM VÍTIMA;CORDEIRO;RUA TIJUCAS;ABALROAMENTO TRANSVERSAL;1;1;;;;;;;1;;Bom;Não existe;Ilegível;Seca;Perfeito estado;Não existe;Placas Pare;;2020
04/03/2020;07:53:00;COM VÍTIMA;BOA VIAGEM;RUA RIBEIRO DE BRITO;ABALROAMENTO LONGITUDINAL;1;1;;;;;;;1;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;2020
04/03/2020;08:02:00;SEM VÍTIMA;ESPINHEIRO;AV GOVERNADOR AGAMENON MAGALHAES;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Outras;;2020
04/03/2020;08:10:00;COM VÍTIMA;CAXANGÁ;AV CAXANGA;COLISÃO;1;1;;;;;;;1;;;;;;;;;;2020
04/03/2020;08:28:00;SEM VÍTIMA;ENCRUZILHADA;AV BEBERIBE;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;40 km/h;2020
04/03/2020;08:44:00;SEM VÍTIMA;IPUTINGA;RUA MAURICIO DE NASSAU;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;;Perfeito estado;Seca;Perfeito estado;;;40 km/h;2020
04/03/2020;08:38:00;SEM VÍTIMA;CAMPO GRANDE;RUA ODORICO MENDES;ABALROAMENTO TRANSVERSAL;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;;Placas Pare;;2020
04/03/2020;09:00:00;COM VÍTIMA;TORRE;RUA MARQUES DE MARICA;ABALROAMENTO LONGITUDINAL;1;1;;;;;;;1;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2020
04/03/2020;09:10:00;COM VÍTIMA;CORDEIRO;EST DO FORTE DO ARRAIAL N. DO B. JESUS;COLISÃO COM CICLISTA;;1;1;;;;;;2;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Placas Pare;;2020
04/03/2020;09:18:00;SEM VÍTIMA;MADALENA;RUA BENFICA;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;60 km/h;2020
04/03/2020;09:33:00;SEM VÍTIMA;BOA VIAGEM;AV BOA VIAGEM;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;;60 km/h;2020
