data;hora;natureza_acidente;bairro;endereco;tipo;auto;moto;ciclista;pedestre;onibus;caminhao;viatura;outros;vitimas;vitimas_fatais;tempo_clima;situacao_semaforo;sinalizacao;condicao_via;conservacao_via;ponto_controle;situacao_placa;velocidade_max_via;ano
01/01/2020;00:39:00;SEM VÍTIMA;ÁGUA FRIA;RUA SAO SEBASTIAO;COLISÃO;2;;;;;;;;0;;;;;;;;;;2020
01/01/2020;01:04:00;SEM VÍTIMA;CORDEIRO;AV CAXANGA;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;;60 km/h;2020
01/01/2020;02:16:00;SEM VÍTIMA;AREIAS;AV RECIFE;CHOQUE VEÍCULO PARADO;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;2020
01/01/2020;02:22:00;SEM VÍTIMA;BOA VIAGEM;AV BOA VIAGEM;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;2020
01/01/2020;03:33:00;SEM VÍTIMA;PAISSANDU;AV GOVERNADOR AGAMENON MAGALHAES;ABALROAMENTO TRANSVERSAL;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;2020
01/01/2020;04:18:00;SEM VÍTIMA;BARRO;AV DR JOSE RUFINO;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Não existe;Ilegível;Seca;Mal conservada;Não existe;Não há placas;;2020
01/01/2020;04:47:00;SEM VÍTIMA;PINA;AV CONSELHEIRO AGUIAR;CHOQUE OBJETO FIXO;1;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;2020
01/01/2020;09:06:00;COM VÍTIMA;PINA;AVENIDA CELSO FURTADO (VIA MANGUE);CHOQUE OBJETO FIXO;;1;;;;;;;2;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;;Não há placas;60 km/h;2020
01/01/2020;10:07:00;COM VÍTIMA;MADALENA;EST DOS REMEDIOS;CHOQUE OBJETO FIXO;1;;;;;;;;1;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Placas Pare;;2020
01/01/2020;12:09:00;SEM VÍTIMA;NOVA DESCOBERTA;RUA NOVA DESCOBERTA;CHOQUE VEÍCULO PARADO;1;;;;;1;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2020
01/01/2020;15:00:00;SEM VÍTIMA;ROSARINHO;RUA CAPITAO SAMPAIO XAVIER;ABALROAMENTO TRANSVERSAL;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;2020
01/01/2020;15:03:00;SEM VÍTIMA;TORRÕES;RUA QUINZE DE MARCO;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;40 km/h;2020
01/01/2020;16:46:00;SEM VÍTIMA;BOMBA DO HEMETÉRIO;RUA BOMBA DO HEMETERIO;COLISÃO FRONTAL;2;;;;;;;;0;;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;R-6a;;2020
01/01/2020;16:56:00;SEM VÍTIMA;SAN MARTIN;RUA VINTE E UM DE ABRIL;ABALROAMENTO TRANSVERSAL;1;1;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2020
01/01/2020;23:46:00;COM VÍTIMA;BOA VIAGEM;RUA DEZ DE JULHO;COLISÃO FRONTAL;1;1;;;;;;;1;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Outros;Placas Pare;;2020
01/01/2020;23:50:00;SEM VÍTIMA;CORDEIRO;AV ENGENHEIRO ABDIAS DE CARVALHO;ABALROAMENTO TRANSVERSAL;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;2020
02/01/2020;06:14:00;COM VÍTIMA;AREIAS;AV RECIFE;ABALROAMENTO LONGITUDINAL;;1;;;1;;;;1;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;60 km/h;2020
02/01/2020;07:20:00;SEM VÍTIMA;PAISSANDU;AV GOVERNADOR AGAMENON MAGALHAES;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Agente;Outras;60 km/h;2020
02/01/2020;08:48:00;SEM VÍTIMA;IPSEP;RUA JEAN EMILE FAVRE;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;2020
02/01/2020;08:56:00;SEM VÍTIMA;MADALENA;RUA DES LUIZ SALAZAR;ABALROAMENTO TRANSVERSAL;2;;;;;;;;0;;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;R-6a;;2020
02/01/2020;09:14:00;SEM VÍTIMA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;2020
02/01/2020;09:50:00;SEM VÍTIMA;AFOGADOS;;ABALROAMENTO LONGITUDINAL;1;;;;;1;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;2020
02/01/2020;10:27:00;SEM VÍTIMA;COHAB;RUA DEPUTADO JOAQUIM COUTINHO;COLISÃO;1;1;;;;;;;0;;;;;;;;;;2020
02/01/2020;10:33:00;COM VÍTIMA;BARRO;AV DR JOSE RUFINO;ABALROAMENTO TRANSVERSAL;1;1;;;;;;;1;;Bom;Não existe;;Seca;Mal conservada;Não existe;Não há placas;;2020
02/01/2020;12:21:00;COM VÍTIMA;BOA VIAGEM;RUA VISCONDE DE JEQUITINHONHA;COLISÃO TRASEIRA;1;1;;;;;;;1;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;;Não há placas;;2020
02/01/2020;13:09:00;SEM VÍTIMA;ENGENHO DO MEIO;RUA GOVERNADOR LOPO GARRO;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Não existe;;Seca;;Não existe;Placas Pare;;2020
02/01/2020;13:27:00;SEM VÍTIMA;NOVA DESCOBERTA;RUA ALTO JARDIM PROGRESSO;COLISÃO;;;;;2;;;;0;;;;;;;;;;2020
02/01/2020;14:12:00;SEM VÍTIMA;JORDÃO;RUA DES EVANDRO NETTO;ABALROAMENTO LONGITUDINAL;1;;;;1;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Placas Pare;;2020
02/01/2020;14:15:00;SEM VÍTIMA;BOA VIAGEM;AV CONSELHEIRO AGUIAR;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;60 km/h;2020
02/01/2020;14:27:00;SEM VÍTIMA;PORTO DA MADEIRA;RUA JUDITE;CHOQUE VEÍCULO PARADO;1;;;;;1;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Placas Pare;;2020
02/01/2020;14:36:00;COM VÍTIMA;PRADO;RUA JOAO IVO DA SILVA;COLISÃO COM CICLISTA;;1;1;;;;;;1;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;2020
02/01/2020;15:23:00;SEM VÍTIMA;ILHA DO RETIRO;EST DOS REMEDIOS;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;;;2020
02/01/2020;16:01:00;COM VÍTIMA;IPUTINGA;AV CAXANGA;COLISÃO TRASEIRA;1;1;;;;;;;1;;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;R-6a;;2020
02/01/2020;16:07:00;COM VÍTIMA;FUNDÃO;AV BEBERIBE;ABALROAMENTO TRANSVERSAL;1;1;;;;;;;1;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;2020
02/01/2020;16:39:00;SEM VÍTIMA;MACAXEIRA;AV NORTE;CHOQUE VEÍCULO PARADO;1;;;;1;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;60 km/h;2020
02/01/2020;16:52:00;SEM VÍTIMA;BOA VIAGEM;RUA BARAO DE SOUZA LEAO;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;60 km/h;2020
02/01/2020;17:16:00;SEM VÍTIMA;BAIRRO DO RECIFE;AV ALFREDO LISBOA;ABALROAMENTO LONGITUDINAL;1;;;;;1;;;0;;Bom;Não existe;Incompleta;Seca;Mal iluminada;;Outras;30 km/h;2020
02/01/2020;17:42:00;SEM VÍTIMA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;COLISÃO TRASEIRA;1;1;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6c;60 km/h;2020
02/01/2020;17:59:00;SEM VÍTIMA;ENCRUZILHADA;EST DE BELEM;COLISÃO;1;;;;;1;;;0;;;;;;;;;;2020
02/01/2020;20:13:00;COM VÍTIMA;MADALENA;RUA JOSE OSORIO;CHOQUE VEÍCULO PARADO;3;;;;;;;;1;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;;;2020
02/01/2020;20:32:00;SEM VÍTIMA;ILHA DO RETIRO;RUA SPORT CLUBE DO RECIFE;COLISÃO;1;;;;1;;;;0;;;;;;;;;;2020
02/01/2020;21:14:00;SEM VÍTIMA;BAIRRO DO RECIFE;AV ALFREDO LISBOA;COLISÃO;2;;;;;;;;0;;;;;;;;;;2020
02/01/2020;23:55:00;COM VÍTIMA;BONGI;AV ENGENHEIRO ABDIAS DE CARVALHO;COLISÃO TRASEIRA;1;1;;;;;;;2;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;;;2020
03/01/2020;00:39:00;SEM VÍTIMA;CORDEIRO;RUA ODETE MONTEIRO;ABALROAMENTO TRANSVERSAL;2;;;;;;;;0;;Bom;Intermitente;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;2020
03/01/2020;06:04:00;SEM VÍTIMA;SÃO JOSÉ;AV DANTAS BARRETO;COLISÃO;2;;;;;;;;0;;;;;;;;;;2020
03/01/2020;06:41:00;SEM VÍTIMA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;COLISÃO TRASEIRA;1;;;;;1;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2020
03/01/2020;06:42:00;SEM VÍTIMA;ENCRUZILHADA;RUA CASTRO ALVES;ABALROAMENTO LONGITUDINAL;1;;;;1;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;;;2020
03/01/2020;07:44:00;SEM VÍTIMA;CURADO;RUA DR GEORGE WILLIAM BUTLER;ABALROAMENTO TRANSVERSAL;1;1;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;60 km/h;2020
03/01/2020;07:53:00;COM VÍTIMA;BOA VISTA;RUA AURORA;COLISÃO COM CICLISTA;;1;1;;;;;;1;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;;;2020
03/01/2020;08:04:00;SEM VÍTIMA;SÃO JOSÉ;AV SUL;COLISÃO TRASEIRA;3;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;2020
03/01/2020;08:08:00;COM VÍTIMA;IBURA;LAD DA COHAB;COLISÃO TRASEIRA;1;1;;;;1;;;1;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2020
03/01/2020;08:10:00;SEM VÍTIMA;IMBIRIBEIRA;AV GENERAL MAC ARTHUR;ABALROAMENTO LONGITUDINAL;3;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Agente;Não há placas;40 km/h;2020
03/01/2020;08:29:00;SEM VÍTIMA;SAN MARTIN;RUA MANOEL VIEIRA;COLISÃO;1;1;;;;;;;0;;;;;;;;;;2020
03/01/2020;08:44:00;COM VÍTIMA;CABANGA;RUA NOVA DA CABANGA;ABALROAMENTO LONGITUDINAL;1;1;;;;;;;2;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;;;;2020
03/01/2020;09:06:00;COM VÍTIMA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;COLISÃO TRASEIRA;1;;;;1;;;;1;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;2020
03/01/2020;09:16:00;SEM VÍTIMA;PINA;AV HERCULANO BANDEIRA;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;2020
03/01/2020;09:34:00;SEM VÍTIMA;;AV MARECHAL MASCARENHAS DE MORAES;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;;Não existe;Não há placas;60 km/h;2020
03/01/2020;09:42:00;SEM VÍTIMA;IMBIRIBEIRA;AV ANTONIO TORRES GALVAO;COLISÃO;;;;;;1;1;;0;;;;;;;;;;2020
03/01/2020;09:46:00;SEM VÍTIMA;IMBIRIBEIRA;RUA ALFREDO MARCONDES;COLISÃO TRASEIRA;1;;;;;1;;;0;;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;Não há placas;;2020
03/01/2020;10:15:00;SEM VÍTIMA;AREIAS;AV IZABEL DE GOES;COLISÃO;1;;;;;1;;;0;;;;;;;;;;2020
03/01/2020;10:42:00;SEM VÍTIMA;TORRÕES;AV ENGENHEIRO ABDIAS DE CARVALHO;COLISÃO TRASEIRA;4;;;;;;;;0;;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;R-6a;60 km/h;2020
03/01/2020;10:48:00;SEM VÍTIMA;BOA VIAGEM;RUA PADRE BERNADINO PESSOA;CHOQUE VEÍCULO PARADO;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;30 km/h;2020
03/01/2020;10:54:00;SEM VÍTIMA;AREIAS;AV RECIFE;ABALROAMENTO LONGITUDINAL;3;;;;1;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Agente;Não há placas;60 km/h;2020
03/01/2020;11:41:00;SEM VÍTIMA;FUNDÃO;AV BEBERIBE;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;50 km/h;2020
03/01/2020;13:27:00;SEM VÍTIMA;BOA VIAGEM;RUA RIBEIRO DE BRITO;ABALROAMENTO TRANSVERSAL;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2020
03/01/2020;13:54:00;SEM VÍTIMA;SANTO AMARO;AV CRUZ CABUGA;COLISÃO TRASEIRA;1;;;;1;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;2020
03/01/2020;14:04:00;COM VÍTIMA;BOA VIAGEM;AVENIDA CELSO FURTADO (VIA MANGUE);ABALROAMENTO LONGITUDINAL;1;1;;;;;;;2;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;2020
03/01/2020;14:19:00;COM VÍTIMA;APIPUCOS;RUA DOIS IRMAOS;COLISÃO TRASEIRA;1;1;;;;;;;1;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;2020
03/01/2020;14:53:00;SEM VÍTIMA;CORDEIRO;AV CAXANGA;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;60 km/h;2020
03/01/2020;15:24:00;SEM VÍTIMA;MADALENA;RUA REAL DA TORRE;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;;;50 km/h;2020
03/01/2020;15:46:00;COM VÍTIMA;DERBY;RUA HENRIQUE DIAS;ABALROAMENTO LONGITUDINAL;1;1;;;;;;;1;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Agente;R-6a;;2020
03/01/2020;15:53:00;SEM VÍTIMA;BOA VIAGEM;AV DOM JOAO VI;COLISÃO TRASEIRA;1;1;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;60 km/h;2020
03/01/2020;16:49:00;SEM VÍTIMA;PRADO;RUA PANDIA CALOGERAS;ABALROAMENTO TRANSVERSAL;1;;;;1;;;;0;;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;2020
03/01/2020;17:05:00;SEM VÍTIMA;ÁGUA FRIA;EST VELHA DE AGUA FRIA;COLISÃO FRONTAL;2;;;;;;;1;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;;;2020
03/01/2020;18:37:00;SEM VÍTIMA;CASA FORTE;RUA LEONARDO BEZERRA CAVALCANTE;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2020
03/01/2020;18:42:00;SEM VÍTIMA;ESPINHEIRO;AV JOAO DE BARROS;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;2020
03/01/2020;20:44:00;COM VÍTIMA;BARRO;AV DR JOSE RUFINO;ATROPELAMENTO;1;;;1;;;;;1;;;;;;;;;;2020
03/01/2020;21:23:00;SEM VÍTIMA;IMBIRIBEIRA;AV RECIFE;COLISÃO TRASEIRA;1;;;;1;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;2020
03/01/2020;21:41:00;SEM VÍTIMA;GRAÇAS;AV CONS ROSA E SILVA;COLISÃO FRONTAL;1;1;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;40 km/h;2020
03/01/2020;21:54:00;SEM VÍTIMA;BOA VIAGEM;RUA DEZ DE JULHO;COLISÃO TRASEIRA;1;;;;1;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2020
03/01/2020;23:42:00;SEM VÍTIMA;IPSEP;RUA VIRGINIA HERACLIO;ABALROAMENTO LONGITUDINAL;1;1;;;;;;;0;;Bom;Não existe;Incompleta;Seca;Mal iluminada;Não existe;Não há placas;;2020
03/01/2020;23:52:00;SEM VÍTIMA;AFOGADOS;RUA QUITERIO INACIO DE MELLO;ABALROAMENTO LONGITUDINAL;1;;;;;1;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;;Não há placas;;2020
04/01/2020;02:18:00;SEM VÍTIMA;BOA VIAGEM;RUA DEZ DE JULHO;ABALROAMENTO TRANSVERSAL;2;;;;;;;;0;;Bom;Intermitente;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;2020
04/01/2020;08:23:00;SEM VÍTIMA;BOA VIAGEM;RUA ERNESTO DE PAULA SANTOS;COLISÃO;2;;;;;;;;0;;;;;;;;;;2020
04/01/2020;08:34:00;SEM VÍTIMA;SÃO JOSÉ;RUA FLORIANO PEIXOTO;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;2020
04/01/2020;09:06:00;COM VÍTIMA;HIPÓDROMO;RUA PRUDENTE DE MORAES;ABALROAMENTO TRANSVERSAL;1;1;;;;;;;1;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Placas Pare;30 km/h;2020
04/01/2020;10:10:00;SEM VÍTIMA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;ABALROAMENTO TRANSVERSAL;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;60 km/h;2020
04/01/2020;11:23:00;SEM VÍTIMA;LINHA DO TIRO;RUA ALTO DOS COQUEIROS;ABALROAMENTO LONGITUDINAL;;;;;1;1;;;0;;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;Não há placas;;2020
04/01/2020;11:34:00;SEM VÍTIMA;SANTO AMARO;RUA TREZE DE MAIO;ABALROAMENTO TRANSVERSAL;1;;;;1;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;40 km/h;2020
04/01/2020;13:01:00;SEM VÍTIMA;DERBY;RUA DA BAIXA VERDE;ABALROAMENTO TRANSVERSAL;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;2020
04/01/2020;13:06:00;SEM VÍTIMA;MANGABEIRA;AV NORTE;CHOQUE OBJETO FIXO;1;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;2020
04/01/2020;13:52:00;SEM VÍTIMA;ESPINHEIRO;RUA CONS PORTELA;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;;;2020
04/01/2020;14:31:00;SEM VÍTIMA;DERBY;RUA JORNALISTA PAULO BITTENCOURT;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;2020
04/01/2020;15:11:00;SEM VÍTIMA;SANTO AMARO;AV GOVERNADOR AGAMENON MAGALHAES;COLISÃO TRASEIRA;3;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;;;Outras;60 km/h;2020
04/01/2020;15:12:00;COM VÍTIMA;IMBIRIBEIRA;RUA ARQUITETO LUIZ NUNES;ABALROAMENTO TRANSVERSAL;1;1;;;;;;;1;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;40 km/h;2020
04/01/2020;15:23:00;SEM VÍTIMA;BOA VISTA;RUA DA SANTA CRUZ;COLISÃO;1;;;;1;;;;0;;;;;;;;;;2020
04/01/2020;15:33:00;SEM VÍTIMA;CAXANGÁ;AV CAXANGA;COLISÃO TRASEIRA;1;1;;;;;;;0;;Bom;;Perfeito estado;Seca;Perfeito estado;;R-6a;;2020
04/01/2020;15:50:00;SEM VÍTIMA;MADALENA;RUA BENFICA;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Outros;R-6a;40 km/h;2020
04/01/2020;15:51:00;SEM VÍTIMA;;AV JOAO DE BARROS;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;2020
04/01/2020;16:01:00;SEM VÍTIMA;CASA AMARELA;RUA CASA AMARELA;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Placas Pare;;2020
04/01/2020;18:08:00;COM VÍTIMA;BOA VIAGEM;AV GENERAL MAC ARTHUR;ABALROAMENTO LONGITUDINAL;1;1;;;;;;;1;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Outros;Não há placas;40 km/h;2020
04/01/2020;18:22:00;SEM VÍTIMA;AREIAS;AV RECIFE;COLISÃO TRASEIRA;1;;;;;1;;;0;;Bom;Não existe;Incompleta;Seca;;Não existe;;;2020
04/01/2020;19:29:00;SEM VÍTIMA;JARDIM SÃO PAULO;RUA LORENA;CHOQUE OBJETO FIXO;2;;;;;;;;0;;Bom;Não existe;Incompleta;Seca;Mal conservada;Não existe;Não há placas;;2020
04/01/2020;21:24:00;SEM VÍTIMA;IBURA;AV DOIS RIOS;COLISÃO;2;;;;;;;;0;;;;;;;;;;2020
05/01/2020;10:26:00;SEM VÍTIMA;BOA VIAGEM;RUA MARQUES DE VALENCA;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2020
05/01/2020;11:46:00;SEM VÍTIMA;SANTO AMARO;PRC DO CAMPO SANTO;CHOQUE OBJETO FIXO;;;;;;;1;;0;;;;;;;;;;2020
05/01/2020;13:14:00;SEM VÍTIMA;;AV CAXANGA;ABALROAMENTO TRANSVERSAL;1;;;;1;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Outros;Outras;60 km/h;2020
05/01/2020;13:28:00;SEM VÍTIMA;GRAÇAS;RUA DO ESPINHEIRO;ABALROAMENTO TRANSVERSAL;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;2020
05/01/2020;14:29:00;SEM VÍTIMA;PINA;AV ANTONIO DE GOES;COLISÃO TRASEIRA;3;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-19;40 km/h;2020
05/01/2020;16:05:00;COM VÍTIMA;MADALENA;RUA PROFESSOR BENEDITO MONTEIRO;COLISÃO TRASEIRA;1;1;;;;;;;1;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;2020
05/01/2020;17:07:00;SEM VÍTIMA;PINA;AV CONSELHEIRO AGUIAR;ABALROAMENTO TRANSVERSAL;1;;;;1;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;2020
05/01/2020;19:23:00;COM VÍTIMA;MUSTARDINHA;RUA VINTE E UM DE ABRIL;ATROPELAMENTO;;1;;1;;;;;2;;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;2020
05/01/2020;19:31:00;SEM VÍTIMA;ROSARINHO;AV SANTOS DUMONT;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;2020
05/01/2020;19:35:00;COM VÍTIMA;LINHA DO TIRO;RUA PROFESSOR JOSE AMARINO DOS REIS;ATROPELAMENTO;;1;;1;;;;;1;;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;2020
05/01/2020;19:47:00;SEM VÍTIMA;CÓRREGO DO JENIPAPO;RUA ERUNDINA NEGREIROS DE ARAUJO;COLISÃO;1;1;;;;;;;0;;;;;;;;;;2020
05/01/2020;19:49:00;COM VÍTIMA;IBURA;AV DOIS RIOS;ABALROAMENTO TRANSVERSAL;1;1;;;;;;;2;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2020
05/01/2020;20:08:00;SEM VÍTIMA;TORRÕES;AV ENGENHEIRO ABDIAS DE CARVALHO;ABALROAMENTO LONGITUDINAL;1;;;;;;;2;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2020
05/01/2020;22:35:00;COM VÍTIMA;CASA FORTE;EST DO ENCANAMENTO;ABALROAMENTO TRANSVERSAL;1;1;;;;;;;1;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;2020
