data;hora;natureza_acidente;bairro;endereco;tipo;auto;moto;ciclista;pedestre;onibus;caminhao;viatura;outros;vitimas;vitimasfatais;tempo_clima;situacao_semaforo;sinalizacao;condicao_via;conservacao_via;ponto_controle;situacao_placa;velocidade_max_via;ano
29/09/2019;21:30:00;COM VÍTIMA;MADALENA;RUA REAL DA TORRE;COLISÃO TRASEIRA;1;1;;;;;;;1;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Outros;Outras;50 km/h;2019
29/09/2019;23:30:00;SEM VÍTIMA;GRAÇAS;AV RUI BARBOSA;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;;;2019
30/09/2019;00:39:00;SEM VÍTIMA;IBURA;RUA DR BENIGNO JORDAO DE VASCONCELOS;COLISÃO;2;;;;;;;;0;;;;;;;;;;2019
30/09/2019;07:02:00;SEM VÍTIMA;BOA VIAGEM;AV BOA VIAGEM;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;2019
30/09/2019;07:18:00;COM VÍTIMA;AFOGADOS;RUA VINTE E UM DE ABRIL;COLISÃO COM CICLISTA;1;;1;;;;;;1;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;2019
30/09/2019;07:27:00;SEM VÍTIMA;;RUA JOAO FERNANDES VIEIRA;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Não existe;;Seca;Perfeito estado;Não existe;;;2019
30/09/2019;07:39:00;COM VÍTIMA;MACAXEIRA;AV NORTE;COLISÃO TRASEIRA;2;;;;;;;;1;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Outros;R-6a;;2019
30/09/2019;08:20:00;SEM VÍTIMA;BOA VIAGEM;RUA CAMBOIM;ABALROAMENTO LONGITUDINAL;1;;;;;;;1;0;;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;2019
30/09/2019;08:22:00;SEM VÍTIMA;AREIAS;AV TENENTE FELIPE BANDEIRA DE MELO;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;;Outras;;2019
30/09/2019;08:43:00;SEM VÍTIMA;ARRUDA;AV BEBERIBE;CHOQUE VEÍCULO PARADO;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Outros;Outras;;2019
30/09/2019;08:53:00;COM VÍTIMA;SÃO JOSÉ;AV DANTAS BARRETO;ABALROAMENTO LONGITUDINAL;1;1;;;;;;;1;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2019
30/09/2019;10:01:00;COM VÍTIMA;SANTO AMARO;RUA TREZE DE MAIO;ABALROAMENTO LONGITUDINAL;1;1;;;;;;;1;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Outros;Outras;60 km/h;2019
30/09/2019;11:16:00;SEM VÍTIMA;POÇO DA PANELA;AV DEZESSETE DE AGOSTO;COLISÃO TRASEIRA;3;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2019
30/09/2019;12:01:00;SEM VÍTIMA;PARNAMIRIM;RUA JOAO TUDE DE MELO;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;;;2019
30/09/2019;12:22:00;SEM VÍTIMA;CORDEIRO;RUA DR JOAO LACERDA;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;2019
30/09/2019;12:37:00;COM VÍTIMA;BOA VISTA;RUA JOSE DE ALENCAR;ATROPELAMENTO;1;;;1;;;;;1;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2019
30/09/2019;12:39:00;SEM VÍTIMA;JORDÃO;RUA CANAL DO JORDAO;COLISÃO;1;1;;;;;;;0;;;;;;;;;;2019
30/09/2019;12:57:00;SEM VÍTIMA;ÁGUA FRIA;AV BEBERIBE;COLISÃO;1;1;;;;;;;0;;;;;;;;;;2019
30/09/2019;13:17:00;SEM VÍTIMA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;2019
30/09/2019;13:58:00;SEM VÍTIMA;MADALENA;AV CAXANGA;ABALROAMENTO LONGITUDINAL;1;1;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;2019
30/09/2019;14:39:00;SEM VÍTIMA;DERBY;RUA JENER DE SOUZA;ABALROAMENTO LONGITUDINAL;1;;;;1;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-1;;2019
30/09/2019;15:15:00;SEM VÍTIMA;BARRO;AV CENTRAL;ABALROAMENTO TRANSVERSAL;2;;;;;;;;0;;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;Outras;;2019
30/09/2019;15:27:00;SEM VÍTIMA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;60 km/h;2019
30/09/2019;16:01:00;SEM VÍTIMA;ARRUDA;AV PROFESSOR JOSE DOS ANJOS;CHOQUE OBJETO FIXO;1;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Outros;Outras;;2019
30/09/2019;16:06:00;SEM VÍTIMA;CORDEIRO;AV MAURICIO DE NASSAU;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2019
30/09/2019;16:48:00;SEM VÍTIMA;BOA VIAGEM;AV DOM JOAO VI;COLISÃO;1;1;;;;;;;0;;;;;;;;;;2019
30/09/2019;16:49:00;SEM VÍTIMA;BOA VISTA;RUA AURORA;COLISÃO TRASEIRA;;2;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;;;;2019
30/09/2019;17:02:00;SEM VÍTIMA;CORDEIRO;AV CAXANGA;ABALROAMENTO LONGITUDINAL;1;2;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;2019
30/09/2019;17:07:00;SEM VÍTIMA;BOA VISTA;RUA DOM BOSCO;ABALROAMENTO LONGITUDINAL;1;;;;1;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;;;40 km/h;2019
30/09/2019;17:13:00;SEM VÍTIMA;BOA VISTA;AV GOVERNADOR AGAMENON MAGALHAES;COLISÃO TRASEIRA;2;1;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;60 km/h;2019
30/09/2019;17:15:00;SEM VÍTIMA;ESTÂNCIA;AV DR JOSE RUFINO;ABALROAMENTO LONGITUDINAL;1;;;;;1;;;0;;Bom;;Incompleta;Seca;;;Outras;;2019
30/09/2019;17:32:00;SEM VÍTIMA;ÁGUA FRIA;RUA SAO BENTO;ABALROAMENTO LONGITUDINAL;1;;;;1;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;2019
30/09/2019;18:06:00;SEM VÍTIMA;GRAÇAS;RUA AMELIA;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;2019
30/09/2019;18:27:00;SEM VÍTIMA;;RUA SA E SOUZA;ABALROAMENTO LONGITUDINAL;1;;;;1;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2019
30/09/2019;18:36:00;COM VÍTIMA;IPSEP;RUA PAMPULHA;ABALROAMENTO TRANSVERSAL;2;;;;;;;;1;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Placas Pare;;2019
30/09/2019;18:36:00;COM VÍTIMA;VÁRZEA;AV PROFESSOR ARTUR DE SA;ABALROAMENTO LONGITUDINAL;1;1;;;;;;;1;;Bom;Não existe;Ilegível;Seca;Perfeito estado;Não existe;Não há placas;;2019
30/09/2019;18:56:00;SEM VÍTIMA;VÁRZEA;RUA GASTAO VIDIGAL;ABALROAMENTO LONGITUDINAL;1;;;;1;;;;0;;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;2019
30/09/2019;19:16:00;SEM VÍTIMA;BOA VIAGEM;AV FERNANDO SIMOES BARBOSA;ABALROAMENTO LONGITUDINAL;1;;;;1;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;2019
30/09/2019;19:39:00;SEM VÍTIMA;BOA VIAGEM;RUA SA E SOUZA;COLISÃO;2;;;;;;;;0;;;;;;;;;;2019
01/10/2019;00:44:00;SEM VÍTIMA;BOA VIAGEM;RUA VISCONDE DE JEQUITINHONHA;ABALROAMENTO TRANSVERSAL;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;2019
01/10/2019;06:48:00;SEM VÍTIMA;BOA VISTA;RUA DO HOSPICIO;COLISÃO TRASEIRA;3;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;2019
01/10/2019;07:07:00;COM VÍTIMA;SÃO JOSÉ;AV SUL;ABALROAMENTO LONGITUDINAL;1;1;;;;;;;1;;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;2019
01/10/2019;07:14:00;SEM VÍTIMA;IMBIRIBEIRA;RUA ARQUITETO LUIZ NUNES;ABALROAMENTO LONGITUDINAL;1;1;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2019
01/10/2019;08:10:00;SEM VÍTIMA;AFOGADOS;LARGO DA PAZ;COLISÃO;2;1;;;;;;;0;;;;;;;;;;2019
01/10/2019;08:14:00;SEM VÍTIMA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;COLISÃO;3;;;;;;;;0;;;;;;;;;;2019
01/10/2019;08:22:00;SEM VÍTIMA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;COLISÃO TRASEIRA;3;;;;;;;;0;;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;Não há placas;;2019
01/10/2019;08:26:00;COM VÍTIMA;IBURA;AV DOM HELDER CAMARA;COLISÃO TRASEIRA;1;1;;;;;;;1;;Bom;Não existe;Não existente;Seca;Mal conservada;Não existe;Não há placas;40 km/h;2019
01/10/2019;08:28:00;COM VÍTIMA;CAXANGÁ;AV CAXANGA;COLISÃO TRASEIRA;1;1;;;;;;;1;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;Outras;;2019
01/10/2019;08:30:00;SEM VÍTIMA;DERBY;PRC DO DERBY;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;;;2019
01/10/2019;08:35:00;SEM VÍTIMA;SANTO AMARO;AV GOVERNADOR AGAMENON MAGALHAES;ABALROAMENTO TRANSVERSAL;1;;;;1;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;;;60 km/h;2019
01/10/2019;08:40:00;SEM VÍTIMA;ENCRUZILHADA;AV JOAO DE BARROS;ABALROAMENTO LONGITUDINAL;2;;;;;;;1;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;2019
01/10/2019;09:04:00;SEM VÍTIMA;MADALENA;RUA JOSE OSORIO;ABALROAMENTO TRANSVERSAL;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;50 km/h;2019
01/10/2019;09:33:00;SEM VÍTIMA;PINA;AV ANTONIO DE GOES;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Agente;Outras;60 km/h;2019
01/10/2019;09:36:00;SEM VÍTIMA;ENCRUZILHADA;AV JOAO DE BARROS;ABALROAMENTO LONGITUDINAL;1;;;;;1;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2019
01/10/2019;09:43:00;SEM VÍTIMA;PINA;AV HERCULANO BANDEIRA;COLISÃO;1;;;;;1;;;0;;;;;;;;;;2019
01/10/2019;10:03:00;COM VÍTIMA;IBURA;RUA RIO TAPADO;CHOQUE OBJETO FIXO;1;;;;;;;;1;;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;2019
01/10/2019;10:07:00;SEM VÍTIMA;BOA VIAGEM;RUA DOS NAVEGANTES;ABALROAMENTO TRANSVERSAL;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Outros;Placas Pare;;2019
01/10/2019;10:16:00;SEM VÍTIMA;BOA VISTA;RUA DO PRINCIPE;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;;Perfeito estado;Seca;Perfeito estado;;;;2019
01/10/2019;10:58:00;SEM VÍTIMA;ILHA DO RETIRO;AV ENGENHEIRO ABDIAS DE CARVALHO;COLISÃO TRASEIRA;4;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;60 km/h;2019
01/10/2019;11:22:00;SEM VÍTIMA;MADALENA;RUA BENFICA;ABALROAMENTO LONGITUDINAL;1;;;;;1;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2019
01/10/2019;12:13:00;SEM VÍTIMA;CORDEIRO;AV CAXANGA;ENGAVETAMENTO;3;;;;;;;;0;;;;;;;;;;2019
01/10/2019;12:19:00;SEM VÍTIMA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;COLISÃO;3;4;;;;;;;0;;;;;;;;;;2019
01/10/2019;12:30:00;SEM VÍTIMA;CORDEIRO;AV GENERAL SAN MARTIN;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2019
01/10/2019;12:57:00;SEM VÍTIMA;BOA VIAGEM;RUA PADRE BERNADINO PESSOA;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;40 km/h;2019
01/10/2019;13:04:00;SEM VÍTIMA;ESTÂNCIA;AV RECIFE;COLISÃO TRASEIRA;3;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2019
01/10/2019;13:36:00;COM VÍTIMA;JARDIM SÃO PAULO;RUA JOSE NATARIO;COLISÃO;;;;;;1;;1;1;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Outros;Outras;50 km/h;2019
01/10/2019;13:49:00;SEM VÍTIMA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;COLISÃO TRASEIRA;3;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;60 km/h;2019
01/10/2019;14:06:00;SEM VÍTIMA;ENCRUZILHADA;AV BEBERIBE;COLISÃO;2;;;;;;;;0;;;;;;;;;;2019
01/10/2019;14:10:00;SEM VÍTIMA;AFOGADOS;RUA VINTE E UM DE ABRIL;COLISÃO;2;;;;;;;;0;;;;;;;;;;2019
01/10/2019;14:15:00;SEM VÍTIMA;ROSARINHO;RUA TREZE DE JUNHO;ABALROAMENTO LONGITUDINAL;1;1;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Não há placas;;2019
01/10/2019;14:25:00;SEM VÍTIMA;ESPINHEIRO;RUA DO ESPINHEIRO;ABALROAMENTO LONGITUDINAL;1;;;;;;;1;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;2019
01/10/2019;14:50:00;SEM VÍTIMA;IPSEP;RUA JEAN EMILE FAVRE;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;2019
01/10/2019;15:28:00;SEM VÍTIMA;IPSEP;RUA ADERBAL DE MELO;ABALROAMENTO TRANSVERSAL;2;;;;;;;;0;;Bom;Não existe;Incompleta;Seca;Perfeito estado;Faixa de retenção;;;2019
01/10/2019;16:17:00;SEM VÍTIMA;SANTO AMARO;AV CRUZ CABUGA;COLISÃO TRASEIRA;1;1;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;2019
01/10/2019;16:49:00;COM VÍTIMA;ROSARINHO;RUA TELES JUNIOR;ABALROAMENTO LONGITUDINAL;1;1;;;;;;;2;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;2019
01/10/2019;17:59:00;SEM VÍTIMA;JORDÃO;AV MARIA IRENE;COLISÃO;1;;;;1;;;;0;;;;;;;;;;2019
01/10/2019;18:18:00;COM VÍTIMA;VÁRZEA;RUA BARAO DE MURIBECA;ATROPELAMENTO;;1;;1;;;;;1;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2019
01/10/2019;18:23:00;COM VÍTIMA;IPSEP;AV RECIFE;ABALROAMENTO LONGITUDINAL;2;1;;;;;;;1;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Outros;Outras;60 km/h;2019
01/10/2019;18:30:00;SEM VÍTIMA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;COLISÃO TRASEIRA;1;1;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;2019
01/10/2019;18:34:00;COM VÍTIMA;BAIRRO DO RECIFE;C SANTA RITA;TOMBAMENTO;;1;;;;;;;1;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;2019
01/10/2019;19:44:00;SEM VÍTIMA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;2019
01/10/2019;19:49:00;SEM VÍTIMA;BARRO;RUA AMADOR ARAUJO;ABALROAMENTO TRANSVERSAL;2;;;;;;;;0;;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;Placas Pare;;2019
01/10/2019;20:01:00;SEM VÍTIMA;DOIS IRMÃOS;EST DOS PINTOS;COLISÃO TRASEIRA;;1;;;1;;;;0;;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;2019
01/10/2019;20:10:00;SEM VÍTIMA;IMBIRIBEIRA;AV RECIFE;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2019
01/10/2019;20:20:00;SEM VÍTIMA;GRAÇAS;RUA JOAQUIM NABUCO;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;;;;2019
01/10/2019;20:20:00;SEM VÍTIMA;ENGENHO DO MEIO;RUA ANTONIO CURADO;ABALROAMENTO TRANSVERSAL;1;1;;;;;;;0;;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;30 km/h;2019
01/10/2019;23:31:00;SEM VÍTIMA;CASA AMARELA;RUA PAULA BATISTA;CHOQUE VEÍCULO PARADO;1;;;;;1;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2019
02/10/2019;00:18:00;SEM VÍTIMA;BOA VIAGEM;AV CONSELHEIRO AGUIAR;CHOQUE VEÍCULO PARADO;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;2019
02/10/2019;06:52:00;COM VÍTIMA;APIPUCOS;RUA DE APIPUCOS;ABALROAMENTO TRANSVERSAL;1;1;;;;;;;1;;Bom;Não existe;Incompleta;Seca;;Não existe;R-6a;;2019
02/10/2019;07:03:00;COM VÍTIMA;APIPUCOS;RUA DE APIPUCOS;ATROPELAMENTO;1;;;1;;;;;1;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;2019
02/10/2019;07:06:00;SEM VÍTIMA;BOA VISTA;AV CONDE DA BOA VISTA;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6c;;2019
02/10/2019;07:26:00;SEM VÍTIMA;GRAÇAS;RUA JOAQUIM NABUCO;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;2019
02/10/2019;07:50:00;SEM VÍTIMA;CASA AMARELA;RUA CONS PERETTI;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Outros;;;2019
02/10/2019;08:59:00;SEM VÍTIMA;PINA;AV ANTONIO DE GOES;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;2019
02/10/2019;09:12:00;SEM VÍTIMA;SÃO JOSÉ;AV SUL;COLISÃO TRASEIRA;3;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Mal conservada;Faixa de pedestre;Outras;;2019
02/10/2019;09:27:00;COM VÍTIMA;IMBIRIBEIRA;RUA DEZ DE JULHO;ATROPELAMENTO;1;;;1;;;;;1;;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;Outras;;2019
02/10/2019;10:29:00;SEM VÍTIMA;BOA VISTA;RUA OSVALDO CRUZ;COLISÃO;2;;;;;;;;0;;;;;;;;;;2019
02/10/2019;10:58:00;SEM VÍTIMA;JOANA BEZERRA;AV DES GUERRA BARRETO;ABALROAMENTO LONGITUDINAL;1;;;;1;;;;0;;Bom;Sem defeito;Ilegível;Seca;Mal iluminada;Não existe;Não há placas;;2019
02/10/2019;11:11:00;SEM VÍTIMA;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;;Perfeito estado;Seca;Perfeito estado;;Não há placas;60 km/h;2019
02/10/2019;11:13:00;SEM VÍTIMA;MANGUEIRA;RUA VINTE E UM DE ABRIL;COLISÃO FRONTAL;1;1;;;;;;;0;;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;Placas Pare;;2019
02/10/2019;11:17:00;VÍTIMA FATAL;IPUTINGA;RUA MAURICIO DE NASSAU;COLISÃO COM CICLISTA;;;1;;;;;;1;1;;;;;;;;;2019
02/10/2019;11:39:00;SEM VÍTIMA;BOA VIAGEM;RUA DEZ DE JULHO;ABALROAMENTO TRANSVERSAL;1;1;;;;;;;0;;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;Placas Pare;;2019
02/10/2019;11:51:00;SEM VÍTIMA;MADALENA;AV ENGENHEIRO ABDIAS DE CARVALHO;COLISÃO;2;;;;;;;;0;;;;;;;;;;2019
02/10/2019;12:28:00;SEM VÍTIMA;SÃO JOSÉ;PTE GIRATORIA;ABALROAMENTO LONGITUDINAL;1;;;;;1;;1;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2019
02/10/2019;12:36:00;COM VÍTIMA;JOANA BEZERRA;VIADUTO CAPITAO TEMUDO;COLISÃO;1;1;;;;;;;1;;;;;;;;;;2019
02/10/2019;12:48:00;SEM VÍTIMA;ESTÂNCIA;AV RECIFE;ENGAVETAMENTO;2;1;;;;;;;0;;;;;;;;;;2019
02/10/2019;14:03:00;SEM VÍTIMA;SANTO AMARO;AV CRUZ CABUGA;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2019
02/10/2019;14:23:00;SEM VÍTIMA;AFOGADOS;RUA DO ROSARIO;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;2019
02/10/2019;15:01:00;SEM VÍTIMA;PRADO;RUA NOBRE DE LACERDA;ABALROAMENTO TRANSVERSAL;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;;Placas Pare;;2019
02/10/2019;15:19:00;COM VÍTIMA;CORDEIRO;AV CAXANGA;COLISÃO TRASEIRA;;2;;;;;;;1;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;2019
02/10/2019;15:40:00;SEM VÍTIMA;IPUTINGA;AV PROFESSOR JOAQUIM CAVALCANTI;ABALROAMENTO LONGITUDINAL;1;1;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;;;;2019
02/10/2019;16:14:00;SEM VÍTIMA;TAMARINEIRA;AV PROFESSOR JOSE DOS ANJOS;ABALROAMENTO LONGITUDINAL;1;;;;;1;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;60 km/h;2019
02/10/2019;16:32:00;SEM VÍTIMA;CASA AMARELA;EST DO ARRAIAL;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;2019
02/10/2019;17:10:00;COM VÍTIMA;AFOGADOS;RUA SAO MIGUEL;ABALROAMENTO TRANSVERSAL;1;1;;;;;;;1;;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;2019
02/10/2019;17:17:00;SEM VÍTIMA;CASA AMARELA;AV NORTE;CHOQUE OBJETO FIXO;1;;;;;;;;0;;;;;;;;;;2019
02/10/2019;19:21:00;COM VÍTIMA;BOA VIAGEM;RUA ERNESTO DE PAULA SANTOS;ABALROAMENTO TRANSVERSAL;1;1;;;;;;;1;;Bom;Não existe;Ilegível;Seca;Perfeito estado;Não existe;R-6a;;2019
02/10/2019;19:29:00;SEM VÍTIMA;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;ABALROAMENTO TRANSVERSAL;1;;;;;1;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;2019
02/10/2019;20:16:00;COM VÍTIMA;AREIAS;AV RECIFE;COLISÃO;1;1;;;;;;;1;;;;;;;;;;2019
02/10/2019;22:10:00;SEM VÍTIMA;JARDIM SÃO PAULO;RUA LEANDRO BARRETO;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;;30 km/h;2019
02/10/2019;22:20:00;SEM VÍTIMA;SAN MARTIN;RUA VINTE E UM DE ABRIL;COLISÃO TRASEIRA;1;1;;;;;;;0;;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Outras;;2019
02/10/2019;23:12:00;SEM VÍTIMA;SAN MARTIN;AV GENERAL SAN MARTIN;ABALROAMENTO TRANSVERSAL;;2;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;;;30 km/h;2019
