data;hora;natureza_acidente;bairro;endereco;tipo;auto;moto;ciclista;pedestre;onibus;caminhao;viatura;outros;vitimas;vitimasfatais;tempo_clima;situacao_semaforo;sinalizacao;condicao_via;conservacao_via;ponto_controle;situacao_placa;velocidade_max_via;ano
01/01/2019;00:41:00;SEM VÍTIMA;IPSEP;AV RECIFE;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;2019
01/01/2019;01:37:00;SEM VÍTIMA;BOA VIAGEM;RUA PADRE BERNADINO PESSOA;ABALROAMENTO TRANSVERSAL;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;2019
01/01/2019;14:20:00;SEM VÍTIMA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;COLISÃO;2;;;;;;;;0;;;;;;;;;;2019
01/01/2019;02:53:00;SEM VÍTIMA;IMBIRIBEIRA;AV GENERAL MAC ARTHUR;COLISÃO;2;;;;;;;;0;;;;;;;;;;2019
01/01/2019;08:17:00;COM VÍTIMA;JAQUEIRA;RUA TITO ROSAS;COLISÃO COM CICLISTA;;;1;;1;;;;1;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;40 km/h;2019
01/01/2019;09:30:00;COM VÍTIMA;IBURA;AV DOIS RIOS;COLISÃO FRONTAL;1;1;;;;;;;2;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;30 km/h;2019
01/01/2019;09:54:00;COM VÍTIMA;SAN MARTIN;AV GENERAL SAN MARTIN;CHOQUE OBJETO FIXO;1;;;;;;;;4;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Outros;R-6a;40 km/h;2019
01/01/2019;13:05:00;SEM VÍTIMA;BONGI;EST DO BONGI;CHOQUE VEÍCULO PARADO;1;;;;;1;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2019
01/01/2019;15:50:00;SEM VÍTIMA;MADALENA;EST DOS REMEDIOS;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;2019
01/01/2019;16:01:00;COM VÍTIMA;CAMPO GRANDE;EST DE BELEM;ATROPELAMENTO;1;;;;;;;;1;;;;;;;;;;2019
01/01/2019;17:23:00;SEM VÍTIMA;NOVA DESCOBERTA;AV VEREADOR OTACILIO AZEVEDO;CHOQUE VEÍCULO PARADO;1;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Placas Pare;;2019
01/01/2019;19:26:00;SEM VÍTIMA;ENGENHO DO MEIO;RUA ANTONIO CURADO;ABALROAMENTO TRANSVERSAL;2;;;;;;;;0;;Bom;Não existe;Incompleta;Seca;Mal iluminada;Não existe;Placas Pare;;2019
01/01/2019;20:30:00;COM VÍTIMA;ESTÂNCIA;AV DR JOSE RUFINO;COLISÃO FRONTAL;3;;;;;;;;1;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;;Outras;;2019
01/01/2019;21:05:00;SEM VÍTIMA;BOA VIAGEM;RUA DES JOAO PAES;COLISÃO;2;;;;;;;;0;;;;;;;;;;2019
02/01/2019;06:41:00;SEM VÍTIMA;BOMBA DO HEMETÉRIO;RUA PADRE OLIVEIRA;ABALROAMENTO LONGITUDINAL;1;;;;1;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;;Não há placas;40 km/h;2019
02/01/2019;07:26:00;SEM VÍTIMA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;60 km/h;2019
02/01/2019;07:38:00;SEM VÍTIMA;MACAXEIRA;RUA CARLOS MARIGHELLA;COLISÃO FRONTAL;1;1;;;;;;;0;;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;Placas Pare;;2019
02/01/2019;07:39:00;SEM VÍTIMA;IMBIRIBEIRA;RUA ALAMEDA DAS HORTENCIAS;ABALROAMENTO LONGITUDINAL;1;;;;1;;;;0;;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;Não há placas;40 km/h;2019
02/01/2019;08:07:00;COM VÍTIMA;SOLEDADE;RUA DA SOLEDADE;ABALROAMENTO LONGITUDINAL;1;1;;;;;;;1;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;2019
02/01/2019;08:16:00;SEM VÍTIMA;GRAÇAS;AV RUI BARBOSA;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;;60 km/h;2019
02/01/2019;08:27:00;COM VÍTIMA;AREIAS;AV DR JOSE RUFINO;ABALROAMENTO LONGITUDINAL;1;1;;;;;;;1;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Outros;R-6a;;2019
02/01/2019;08:42:00;SEM VÍTIMA;BOA VIAGEM;AV CONSELHEIRO AGUIAR;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;;60 km/h;2019
02/01/2019;09:11:00;SEM VÍTIMA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;2019
02/01/2019;09:16:00;SEM VÍTIMA;MADALENA;RUA JOSE OSORIO;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Agente;Não há placas;50 km/h;2019
02/01/2019;09:22:00;SEM VÍTIMA;BOA VIAGEM;RUA JOSE DA SILVA LUCENA;COLISÃO;1;1;;;;;;;0;;;;;;;;;;2019
02/01/2019;09:31:00;SEM VÍTIMA;NOVA DESCOBERTA;RUA SANTA TEREZA;ABALROAMENTO LONGITUDINAL;1;;;;;1;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2019
02/01/2019;11:10:00;SEM VÍTIMA;SANTO AMARO;AV VISCONDE DE SUASSUNA;COLISÃO;1;;;;1;;;;0;;;;;;;;;;2019
02/01/2019;11:17:00;SEM VÍTIMA;SÃO JOSÉ;RUA IMPERIAL;COLISÃO;2;;;;;;;;0;;;;;;;;;;2019
02/01/2019;11:31:00;SEM VÍTIMA;SAN MARTIN;RUA COMENDADOR FRANCO FERREIRA;ABALROAMENTO TRANSVERSAL;1;;;;1;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Outros;Outras;;2019
02/01/2019;11:47:00;SEM VÍTIMA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;COLISÃO TRASEIRA;3;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;;Não há placas;60 km/h;2019
02/01/2019;11:50:00;SEM VÍTIMA;AFOGADOS;RUA COSME VIANA;ABALROAMENTO LONGITUDINAL;;;;;1;1;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;2019
02/01/2019;12:14:00;SEM VÍTIMA;SANTO ANTÔNIO;AV DANTAS BARRETO;ABALROAMENTO TRANSVERSAL;1;1;;;;;;;0;;Bom;Não existe;Ilegível;Seca;Perfeito estado;Não existe;;;2019
02/01/2019;13:09:00;SEM VÍTIMA;AREIAS;AV RECIFE;ABALROAMENTO LONGITUDINAL;1;;;;;2;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2019
02/01/2019;13:43:00;SEM VÍTIMA;IPUTINGA;RUA MAURICIO DE NASSAU;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;40 km/h;2019
02/01/2019;14:41:00;SEM VÍTIMA;MADALENA;AV VISCONDE DE ALBUQUERQUE;ABALROAMENTO TRANSVERSAL;2;;;;;;;;0;;Bom;;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2019
02/01/2019;14:44:00;SEM VÍTIMA;SAN MARTIN;AV GENERAL SAN MARTIN;ABALROAMENTO TRANSVERSAL;1;1;;;;;;;0;;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;2019
02/01/2019;15:08:00;SEM VÍTIMA;PAISSANDU;RUA SPORT CLUBE DO RECIFE;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;60 km/h;2019
02/01/2019;15:10:00;SEM VÍTIMA;TAMARINEIRA;AV NORTE;COLISÃO TRASEIRA;1;;;;1;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Agente;R-6a;;2019
02/01/2019;15:32:00;VÍTIMA FATAL;BONGI;EST DO BONGI;COLISÃO COM CICLISTA;;;1;;;1;;;;1;Bom;Sem defeito;Perfeito estado;Seca;Mal conservada;Outros;;;2019
02/01/2019;15:36:00;SEM VÍTIMA;BEBERIBE;RUA PROFESSORA LOURDES DUTRA;CHOQUE VEÍCULO PARADO;1;;;;;1;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Outros;Outras;;2019
02/01/2019;15:40:00;SEM VÍTIMA;TORREÃO;RUA VICENTE PIZZON;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Mal conservada;Não existe;Placas Pare;;2019
02/01/2019;16:03:00;SEM VÍTIMA;BOA VIAGEM;RUA TENENTE DOMINGOS DE BRITO;ABALROAMENTO TRANSVERSAL;3;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;40 km/h;2019
02/01/2019;17:05:00;COM VÍTIMA;TAMARINEIRA;AV PROFESSOR JOSE DOS ANJOS;CHOQUE OBJETO FIXO;;;;;;1;;;2;;Bom;Não existe;Não existente;Seca;Perfeito estado;;Não há placas;;2019
02/01/2019;18:20:00;SEM VÍTIMA;TAMARINEIRA;RUA CONEGO BARATA;ABALROAMENTO LONGITUDINAL;1;;;;1;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;60 km/h;2019
02/01/2019;18:56:00;SEM VÍTIMA;BOA VIAGEM;RUA PROFESSOR JOAO MEDEIROS;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;;;2019
02/01/2019;20:47:00;SEM VÍTIMA;AREIAS;AV CAPITAO GREGORIO DE CALDAS;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2019
02/01/2019;23:21:00;SEM VÍTIMA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;2019
03/01/2019;06:11:00;COM VÍTIMA;SAN MARTIN;RUA VINTE E UM DE ABRIL;ABALROAMENTO TRANSVERSAL;1;1;;;;;;;2;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2019
03/01/2019;07:17:00;COM VÍTIMA;SAN MARTIN;AV GENERAL SAN MARTIN;ABALROAMENTO TRANSVERSAL;1;1;;;;;;;2;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;;Outras;;2019
03/01/2019;07:20:00;COM VÍTIMA;BOA VISTA;RUA DO HOSPICIO;COLISÃO FRONTAL;1;1;;;;;;;1;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;2019
03/01/2019;07:41:00;SEM VÍTIMA;BOA VIAGEM;RUA DOS NAVEGANTES;COLISÃO;2;;;;;;;;0;;;;;;;;;;2019
03/01/2019;07:54:00;COM VÍTIMA;MACAXEIRA;AV NORTE;CHOQUE OBJETO FIXO;1;;;;;;;;1;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;2019
03/01/2019;08:11:00;SEM VÍTIMA;AFOGADOS;RUA IMPERIAL;COLISÃO;2;;;;;;;;0;;;;;;;;;;2019
03/01/2019;08:28:00;SEM VÍTIMA;CASA AMARELA;AV NORTE;COLISÃO;2;;;;;;;;0;;;;;;;;;;2019
03/01/2019;08:49:00;SEM VÍTIMA;IMBIRIBEIRA;AV GENERAL MAC ARTHUR;COLISÃO;1;1;;;;;;;0;;;;;;;;;;2019
03/01/2019;08:51:00;SEM VÍTIMA;GRAÇAS;AV GOVERNADOR AGAMENON MAGALHAES;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;;60 km/h;2019
03/01/2019;09:04:00;SEM VÍTIMA;ENCRUZILHADA;AV NORTE;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;2019
03/01/2019;09:08:00;SEM VÍTIMA;CASA FORTE;AV DEZESSETE DE AGOSTO;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;60 km/h;2019
03/01/2019;09:29:00;SEM VÍTIMA;ESPINHEIRO;RUA DO ESPINHEIRO;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;;R-6a;;2019
03/01/2019;09:30:00;SEM VÍTIMA;SANTANA;RUA AMARAJI;COLISÃO;2;;;;;;;;0;;;;;;;;;;2019
03/01/2019;09:36:00;SEM VÍTIMA;POÇO DA PANELA;AV DEZESSETE DE AGOSTO;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;Outras;60 km/h;2019
03/01/2019;09:40:00;SEM VÍTIMA;AFOGADOS;RUA NICOLAU PEREIRA;COLISÃO TRASEIRA;3;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;2019
03/01/2019;10:45:00;SEM VÍTIMA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;ABALROAMENTO LONGITUDINAL;1;;;;1;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2019
03/01/2019;10:55:00;SEM VÍTIMA;BOA VIAGEM;AV CONSELHEIRO AGUIAR;COLISÃO;2;;;;;;;;0;;;;;;;;;;2019
03/01/2019;11:01:00;COM VÍTIMA;SANTO ANTÔNIO;AV DANTAS BARRETO;ABALROAMENTO TRANSVERSAL;1;;;;1;;;;1;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;2019
03/01/2019;11:42:00;SEM VÍTIMA;SÃO JOSÉ;AV SUL;COLISÃO;2;;;;;;;;0;;;;;;;;;;2019
03/01/2019;12:57:00;COM VÍTIMA;BOA VIAGEM;AV CONSELHEIRO AGUIAR;COLISÃO;1;1;;;;;;;1;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;Placas Pare;;2019
03/01/2019;13:29:00;SEM VÍTIMA;DERBY;RUA SAO SALVADOR;COLISÃO;2;;;;;;;;0;;;;;;;;;;2019
03/01/2019;14:28:00;SEM VÍTIMA;BOA VISTA;RUA JOSE DE ALENCAR;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;Placas Pare;30 km/h;2019
03/01/2019;15:54:00;COM VÍTIMA;IMBIRIBEIRA;RUA ITAJAI;ABALROAMENTO TRANSVERSAL;1;1;;;;;;;2;;Bom;Não existe;Incompleta;Seca;Perfeito estado;;Placas Pare;;2019
03/01/2019;15:59:00;SEM VÍTIMA;CORDEIRO;RUA GOMES TABORDA;COLISÃO COM CICLISTA;1;;1;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Agente;Placas Pare;40 km/h;2019
03/01/2019;16:04:00;SEM VÍTIMA;BOA VIAGEM;AV BOA VIAGEM;ABALROAMENTO TRANSVERSAL;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;;Não há placas;;2019
03/01/2019;16:07:00;SEM VÍTIMA;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;COLISÃO;2;;;;;;;;0;;;;;;;;;;2019
03/01/2019;16:20:00;SEM VÍTIMA;PINA;RUA MANOEL DE BRITO;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;2019
03/01/2019;17:29:00;COM VÍTIMA;PINA;TUNEL MANOEL DE BRITO;COLISÃO;;2;;;;;;;1;;;;;;;;;;2019
03/01/2019;20:37:00;SEM VÍTIMA;CORDEIRO;RUA TEOTONIO FREIRE;CHOQUE VEÍCULO PARADO;1;;;;1;;;;0;;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;Não há placas;;2019
04/01/2019;07:58:00;COM VÍTIMA;TOTÓ;RUA ONZE DE AGOSTO;ATROPELAMENTO;;1;;1;;;;;1;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;2019
04/01/2019;08:03:00;SEM VÍTIMA;JARDIM SÃO PAULO;AV RECIFE;COLISÃO;2;;;;;;;;0;;;;;;;;;;2019
04/01/2019;10:42:00;SEM VÍTIMA;TAMARINEIRA;RUA SOARES MORENO;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Não existe;;Seca;Perfeito estado;;Não há placas;;2019
04/01/2019;11:27:00;COM VÍTIMA;AFOGADOS;RUA VINTE E UM DE ABRIL;COLISÃO;1;1;;;;;;;1;;;;;;;;;;2019
04/01/2019;12:07:00;SEM VÍTIMA;AFOGADOS;RUA QUITERIO INACIO DE MELLO;ABALROAMENTO TRANSVERSAL;2;;;;;;;1;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2019
04/01/2019;12:09:00;SEM VÍTIMA;SANTO ANTÔNIO;AV N S DO CARMO;COLISÃO;1;;;;1;;;;0;;;;;;;;;;2019
04/01/2019;12:30:00;COM VÍTIMA;AFOGADOS;RUA MANOEL FERNANDES DE ALBUQUERQUE;COLISÃO FRONTAL;1;1;;;;;;;1;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2019
04/01/2019;12:51:00;SEM VÍTIMA;PARNAMIRIM;AV PARNAMIRIM;ABALROAMENTO LONGITUDINAL;1;;;;1;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;60 km/h;2019
04/01/2019;14:07:00;COM VÍTIMA;GRAÇAS;AV RUI BARBOSA;COLISÃO;1;1;;;;;;;1;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;2019
04/01/2019;15:49:00;SEM VÍTIMA;BOA VISTA;AV GOVERNADOR AGAMENON MAGALHAES;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;;Outras;;2019
04/01/2019;15:56:00;SEM VÍTIMA;ALTO DO MANDU;RUA MANDACARU;COLISÃO;1;1;;;;;;;0;;;;;;;;;;2019
04/01/2019;16:00:00;SEM VÍTIMA;BOA VIAGEM;RUA TENENTE JOAO CICERO;ABALROAMENTO TRANSVERSAL;1;1;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2019
04/01/2019;16:02:00;SEM VÍTIMA;BOA VISTA;RUA SETE DE SETEMBRO;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Não existe;Incompleta;Seca;Mal conservada;Não existe;Outras;;2019
04/01/2019;17:37:00;SEM VÍTIMA;MADALENA;AV BEIRA RIO;CHOQUE OBJETO FIXO;1;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Outros;Outras;60 km/h;2019
04/01/2019;17:49:00;SEM VÍTIMA;CABANGA;RUA BITURI;CHOQUE VEÍCULO PARADO;1;;;;;1;;;0;;Bom;Não existe;Não existente;Seca;Mal iluminada;Não existe;Não há placas;;2019
04/01/2019;17:52:00;SEM VÍTIMA;VÁRZEA;AV AFONSO OLINDENSE;ABALROAMENTO TRANSVERSAL;1;1;;;;;;;0;;Bom;;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;40 km/h;2019
04/01/2019;18:41:00;COM VÍTIMA;SANTO ANTÔNIO;AV DANTAS BARRETO;ABALROAMENTO TRANSVERSAL;;1;;;1;;;;1;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;2019
04/01/2019;18:49:00;SEM VÍTIMA;AFLITOS;AV CONS ROSA E SILVA;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;2019
04/01/2019;19:53:00;COM VÍTIMA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;COLISÃO TRASEIRA;2;1;;;;;;;2;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;2019
04/01/2019;20:23:00;COM VÍTIMA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;COLISÃO;1;1;;;;;;;1;;;;;;;;;;2019
04/01/2019;22:12:00;VÍTIMA FATAL;AFOGADOS;RUA COSME VIANA;ATROPELAMENTO;;1;;1;;;;;;1;Bom;Não existe;;Seca;Perfeito estado;;R-32;;2019
04/01/2019;23:00:00;SEM VÍTIMA;TORRE;AV BEIRA RIO;CHOQUE OBJETO FIXO;1;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;;;;2019
04/01/2019;23:17:00;COM VÍTIMA;ARRUDA;RUA DO MACHADO;ABALROAMENTO TRANSVERSAL;;2;;;;;;;1;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;Placas Pare;30 km/h;2019
05/01/2019;01:06:00;SEM VÍTIMA;PINA;RUA PEREIRA DA COSTA;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;2019
05/01/2019;04:52:00;SEM VÍTIMA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;CHOQUE OBJETO FIXO;1;;;;;;;;0;;;;;;;;;;2019
05/01/2019;05:44:00;SEM VÍTIMA;NOVA DESCOBERTA;RUA NOVA DESCOBERTA;CHOQUE VEÍCULO PARADO;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;40 km/h;2019
05/01/2019;06:30:00;COM VÍTIMA;MADALENA;RUA REAL DA TORRE;CHOQUE OBJETO FIXO;1;;;;;;;;1;;Bom;Sem defeito;;Seca;Outros;Faixa de pedestre;R-6a;;2019
05/01/2019;09:23:00;SEM VÍTIMA;IPSEP;AV RECIFE;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;2019
05/01/2019;09:35:00;SEM VÍTIMA;HIPÓDROMO;RUA MARTINS RIBEIRO;CHOQUE VEÍCULO PARADO;1;;;;;1;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;40 km/h;2019
05/01/2019;10:47:00;SEM VÍTIMA;SÃO JOSÉ;AV MARTINS DE BARROS;COLISÃO TRASEIRA;1;;;;1;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;60 km/h;2019
05/01/2019;10:51:00;SEM VÍTIMA;BOA VIAGEM;RUA CAPITAO ZUZINHA;ABALROAMENTO LONGITUDINAL;1;;;;1;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;R-4a;;2019
05/01/2019;11:00:00;COM VÍTIMA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;ABALROAMENTO TRANSVERSAL;1;1;;;;;;;1;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;2019
05/01/2019;11:00:00;COM VÍTIMA;CABANGA;VIADUTO CAPITAO TEMUDO;ABALROAMENTO LONGITUDINAL;1;1;;;;;;;1;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;60 km/h;2019
05/01/2019;11:17:00;SEM VÍTIMA;CABANGA;VIADUTO CAPITAO TEMUDO;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;;Perfeito estado;Seca;Perfeito estado;;Não há placas;60 km/h;2019
05/01/2019;11:20:00;SEM VÍTIMA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;COLISÃO;2;;;;;;;;0;;;;;;;;;;2019
05/01/2019;11:29:00;SEM VÍTIMA;AFOGADOS;RUA COSME VIANA;COLISÃO TRASEIRA;3;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2019
05/01/2019;11:36:00;SEM VÍTIMA;MADALENA;AV ENGENHEIRO ABDIAS DE CARVALHO;COLISÃO TRASEIRA;1;;;;1;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;60 km/h;2019
05/01/2019;11:48:00;SEM VÍTIMA;MUSTARDINHA;RUA ERNESTO CAVALCANTI;ABALROAMENTO LONGITUDINAL;1;1;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Outros;Outras;;2019
05/01/2019;12:20:00;SEM VÍTIMA;VÁRZEA;RUA VALE DO SIRIJI;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2019
05/01/2019;12:37:00;COM VÍTIMA;ILHA DO LEITE;AV LINS PETIT;ACID. DE PERCURSO;;1;;;;;;;1;;;;;;;;;;2019
05/01/2019;12:42:00;SEM VÍTIMA;PRADO;AV ENGENHEIRO ABDIAS DE CARVALHO;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;2019
05/01/2019;13:19:00;COM VÍTIMA;SANTO AMARO;AV CRUZ CABUGA;ABALROAMENTO TRANSVERSAL;1;1;;;;;;;1;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;;R-6a;;2019
05/01/2019;15:25:00;SEM VÍTIMA;VÁRZEA;RUA SIRIJI;ABALROAMENTO LONGITUDINAL;1;;;;1;;;;0;;Bom;Não existe;Ilegível;Seca;Perfeito estado;Não existe;Não há placas;;2019
05/01/2019;15:59:00;SEM VÍTIMA;APIPUCOS;RUA DOIS IRMAOS;ABALROAMENTO LONGITUDINAL;1;1;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;2019
05/01/2019;16:50:00;SEM VÍTIMA;SAN MARTIN;AV GENERAL SAN MARTIN;COLISÃO TRASEIRA;1;1;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;40 km/h;2019
