data,hora,natureza_acidente,bairro,endereco,tipo,auto,moto,ciclista,pedestre,onibus,caminhao,viatura,outros,vitimas,vitimas_fatais,tempo_clima,situacao_semaforo,sinalizacao,condicao_via,conservacao_via,ponto_controle,situacao_placa,ano
01/01/2021,19:44:00,COM VÍTIMA,MADALENA,RUA BENFICA,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,1,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Outros,Não há placas,2021
01/01/2021,23:15:40,COM VÍTIMA,VÁRZEA,AV CAXANGA,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,1,0,Bom,Sem defeito,Perfeito estado,Oleosa,Perfeito estado,Outros,Outras,2021
02/01/2021,10:54:00,COM VÍTIMA,VASCO DA GAMA,RUA RESPLENDOR,COLISÃO COM CICLISTA,1,1,1,0,0,0,0,0,1,0,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não existe,Não há placas,2021
02/01/2021,11:13:00,COM VÍTIMA,BOA VIAGEM,RUA VISCONDE DE JEQUITINHONHA,COLISÃO LATERAL,1,1,0,0,0,0,0,0,1,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,2021
03/01/2021,09:32:00,COM VÍTIMA,ILHA DO RETIRO,AV ENGENHEIRO ABDIAS DE CARVALHO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,2,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,2021
03/01/2021,11:07:00,SEM VÍTIMA,CASA AMARELA,RUA OSCAR DE BARROS,CHOQUE,1,0,0,0,0,0,0,0,0,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,2021
03/01/2021,15:00:00,COM VÍTIMA,BOA VIAGEM,RUA VISCONDE DE JEQUITINHONHA,COLISÃO LATERAL,1,1,0,0,0,0,0,0,1,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,2021
03/01/2021,15:39:00,SEM VÍTIMA,IPSEP,RUA JEAN EMILE FAVRE,COLISÃO TRANSVERSAL,2,0,0,0,0,0,0,0,0,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,2021
03/01/2021,21:19:40,SEM VÍTIMA,ESPINHEIRO,RUA DO ESPINHEIRO,COLISÃO TRANSVERSAL,2,0,0,0,0,0,0,0,0,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,2021
04/01/2021,09:56:00,COM VÍTIMA,ENCRUZILHADA,RUA FERNANDO CESAR,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,1,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,2021
04/01/2021,10:26:00,SEM VÍTIMA,SÃO JOSÉ,RUA IMPERIAL,CHOQUE,0,0,0,0,0,1,0,0,0,0,Chuvoso,Não existe,Perfeito estado,Molhada,Mal conservada,Não existe,Não há placas,2021
04/01/2021,10:28:00,SEM VÍTIMA,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,COLISÃO TRANSVERSAL,2,0,0,0,0,0,0,0,0,0,Chuvoso,Sem defeito,Perfeito estado,Molhada,Perfeito estado,Faixa de pedestre,Não há placas,2021
04/01/2021,10:44:00,COM VÍTIMA,SANTO ANTÔNIO,C SANTA RITA,TOMBAMENTO,1,1,0,0,0,0,0,0,1,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Outros,Não há placas,2021
04/01/2021,16:05:00,COM VÍTIMA,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,1,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,2021
05/01/2021,08:25:00,COM VÍTIMA,SÃO JOSÉ,VDO DAS CINCO PONTAS,COLISÃO LATERAL,1,1,0,0,0,0,0,0,1,0,Bom,Não existe,Ilegível,Seca,Perfeito estado,Não existe,Não há placas,2021
05/01/2021,10:48:00,COM VÍTIMA,PINA,AV ENGENHEIRO DOMINGOS FERREIRA,ATROPELAMENTO,0,1,0,1,0,0,0,0,1,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,2021
05/01/2021,11:15:00,COM VÍTIMA,AFOGADOS,RUA SAO MIGUEL,COLISÃO TRANSVERSAL,2,0,0,0,0,0,0,0,1,0,Bom,Sem defeito,,Seca,Perfeito estado,Faixa de pedestre,Outras,2021
05/01/2021,14:09:00,SEM VÍTIMA,BOA VIAGEM,AV BOA VIAGEM,COLISÃO,2,0,0,0,0,0,0,0,0,0,,,,,,,,2021
05/01/2021,16:24:00,COM VÍTIMA,AFOGADOS,RUA SAO MIGUEL,COLISÃO LATERAL,1,1,0,0,0,0,0,0,1,0,Bom,Sem defeito,,,,Não existe,Não há placas,2021
05/01/2021,17:35:00,COM VÍTIMA,ROSARINHO,AV NORTE,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,1,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,2021
05/01/2021,18:37:00,COM VÍTIMA,IPSEP,AV RECIFE,COLISÃO,1,1,0,0,0,0,0,0,1,0,,,,,,,,2021
06/01/2021,08:02:00,COM VÍTIMA,MUSTARDINHA,RUA DR ARMANDO TAVARES,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,1,0,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Não há placas,2021
06/01/2021,08:11:00,SEM VÍTIMA,SANTO AMARO,RUA TREZE DE MAIO,COLISÃO LATERAL,1,0,0,0,0,0,1,0,0,0,Bom,Não existe,Incompleta,Seca,Mal conservada,Não existe,Outras,2021
06/01/2021,08:15:00,COM VÍTIMA,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,COLISÃO LATERAL,1,1,0,0,0,0,0,0,1,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,2021
06/01/2021,15:22:00,COM VÍTIMA,CASA AMARELA,AV NORTE,COLISÃO TRASEIRA,0,2,0,0,0,0,0,0,1,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,2021
06/01/2021,17:32:00,COM VÍTIMA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,COLISÃO COM CICLISTA,0,0,1,0,1,0,0,0,1,0,,,,,,,,2021
06/01/2021,21:17:40,COM VÍTIMA,BOA VIAGEM,RUA DOS NAVEGANTES,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,1,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de retenção,"Placas ""Pare""",2021
07/01/2021,06:55:00,COM VÍTIMA,TORRÕES,AV ENGENHEIRO ABDIAS DE CARVALHO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,1,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,2021
07/01/2021,07:48:00,COM VÍTIMA,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,1,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,2021
07/01/2021,08:47:00,SEM VÍTIMA,TAMARINEIRA,RUA CORONEL URIEL SERGIO GARDIM,COLISÃO LATERAL,2,0,0,0,0,0,0,0,0,0,Bom,,Incompleta,Seca,Perfeito estado,Faixa de pedestre,Outras,2021
07/01/2021,09:39:00,COM VÍTIMA,GRAÇAS,AV RUI BARBOSA,CAPOTAMENTO,0,1,0,0,0,0,0,0,1,0,Chuvoso,Sem defeito,Perfeito estado,Molhada,Perfeito estado,Faixa de pedestre,Não há placas,2021
07/01/2021,09:55:00,SEM VÍTIMA,GRAÇAS,AV GOVERNADOR AGAMENON MAGALHAES,COLISÃO,1,0,0,0,0,0,1,0,0,0,,,,,,,,2021
07/01/2021,11:38:00,COM VÍTIMA,ESPINHEIRO,RUA DA HORA,COLISÃO LATERAL,1,1,0,0,0,0,0,0,1,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,2021
07/01/2021,17:50:00,COM VÍTIMA,CASA AMARELA,AV NORTE,COLISÃO COM CICLISTA,1,0,1,0,0,0,0,0,1,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,2021
07/01/2021,18:21:00,COM VÍTIMA,PARNAMIRIM,RUA DA HARMONIA,COLISÃO TRANSVERSAL,0,2,0,0,0,0,0,0,2,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,2021
08/01/2021,08:01:00,COM VÍTIMA,SAN MARTIN,AV ENGENHEIRO ABDIAS DE CARVALHO,COLISÃO LATERAL,0,2,0,0,0,0,0,0,1,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,2021
08/01/2021,13:18:00,COM VÍTIMA,IPSEP,AV RECIFE,COLISÃO LATERAL,1,1,0,0,0,0,0,0,1,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,2021
08/01/2021,21:56:40,COM VÍTIMA,PINA,AV HERCULANO BANDEIRA,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,1,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,2021
09/01/2021,11:56:00,SEM VÍTIMA,BOA VISTA,AV CONDE DA BOA VISTA,COLISÃO,1,1,0,0,0,0,0,0,0,0,,,,,,,,2021
09/01/2021,12:19:00,COM VÍTIMA,BOA VIAGEM,AV ARMINDO MOURA,COLISÃO LATERAL,1,1,0,0,0,0,0,0,1,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,2021
09/01/2021,12:36:00,SEM VÍTIMA,BRASÍLIA TEIMOSA,AV BRASILIA FORMOSA,COLISÃO LATERAL,2,0,0,0,0,0,0,0,0,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,,2021
09/01/2021,14:02:00,COM VÍTIMA,ÁGUA FRIA,RUA SAO BENTO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,1,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,2021
09/01/2021,14:10:00,COM VÍTIMA,BOA VIAGEM,RUA VISCONDE DE JEQUITINHONHA,COLISÃO TRANSVERSAL,0,2,0,0,0,0,0,0,3,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,2021
09/01/2021,14:21:00,COM VÍTIMA,SANTO AMARO,AV CRUZ CABUGA,COLISÃO TRANSVERSAL,4,0,0,0,0,0,0,0,1,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,,2021
09/01/2021,14:24:00,SEM VÍTIMA,CAMPINA DO BARRETO,RUA MARCILIO DIAS,COLISÃO,1,1,0,0,0,0,0,0,0,0,,,,,,,,2021
10/01/2021,00:51:00,COM VÍTIMA,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,ATROPELAMENTO,1,0,0,1,0,0,0,0,1,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,2021
10/01/2021,19:36:00,COM VÍTIMA,AFOGADOS,RUA MOTOCOLOMBO,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,1,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,2021
10/01/2021,22:27:40,COM VÍTIMA,CORDEIRO,RUA CANTORA CLARA NUNES,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,1,0,Bom,Não existe,Ilegível,Seca,Mal iluminada,Não existe,Não há placas,2021
11/01/2021,10:09:00,SEM VÍTIMA,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,COLISÃO TRANSVERSAL,0,0,0,0,0,1,1,0,0,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,2021
11/01/2021,11:21:00,COM VÍTIMA,GRAÇAS,RUA ALBERTO PAIVA,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,1,0,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não existe,"Placas ""Pare""",2021
11/01/2021,12:14:00,COM VÍTIMA,TORRÕES,RUA WASHINGTON DUARTE ESPINDOLA,COLISÃO LATERAL,1,1,0,0,0,0,0,0,2,0,Bom,Não existe,,Seca,Perfeito estado,Não existe,Não há placas,2021
11/01/2021,14:35:00,COM VÍTIMA,ENCRUZILHADA,LGO ENCRUZILHADA,COLISÃO COM CICLISTA,1,0,1,0,0,0,0,0,1,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,2021
11/01/2021,16:00:00,COM VÍTIMA,BOA VIAGEM,AV CONSELHEIRO AGUIAR,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,1,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,,2021
11/01/2021,17:34:00,COM VÍTIMA,ARRUDA,AV BEBERIBE,COLISÃO COM CICLISTA,0,0,1,0,1,0,0,0,1,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Outros,R-6a,2021
11/01/2021,18:22:00,SEM VÍTIMA,CAMPO GRANDE,RUA MARQUES DE ABRANTES,COLISÃO COM CICLISTA,2,0,1,0,0,0,0,0,0,0,,,,,,,,2021
12/01/2021,08:42:00,COM VÍTIMA,IPSEP,AV RECIFE,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,1,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Agente,,2021
12/01/2021,09:52:00,COM VÍTIMA,IPSEP,AV RECIFE,COLISÃO LATERAL,0,0,0,0,1,1,0,0,1,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,2021
12/01/2021,10:13:00,COM VÍTIMA,IPUTINGA,AV MAURICIO DE NASSAU,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,1,0,Bom,Não existe,Ilegível,Seca,Perfeito estado,Não existe,"Placas ""Pare""",2021
12/01/2021,10:18:00,COM VÍTIMA,ESPINHEIRO,RUA QUARENTA E OITO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,1,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,2021
12/01/2021,13:15:00,COM VÍTIMA,TORRE,RUA REAL DA TORRE,COLISÃO,0,1,0,0,0,0,0,0,1,0,,,,,,,,2021
12/01/2021,18:29:00,SEM VÍTIMA,SANTO AMARO,AV GOVERNADOR AGAMENON MAGALHAES,COLISÃO LATERAL,2,0,0,0,0,0,0,0,0,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,,Não há placas,2021
12/01/2021,20:26:00,COM VÍTIMA,IMBIRIBEIRA,RUA ALAMEDA DAS HORTENCIAS,COLISÃO LATERAL,1,1,0,0,0,0,0,0,1,0,Bom,Não existe,Ilegível,Seca,Mal iluminada,Não existe,Não há placas,2021
12/01/2021,22:06:40,COM VÍTIMA,IPSEP,AV RECIFE,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,1,0,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Não há placas,2021
13/01/2021,10:48:00,SEM VÍTIMA,VÁRZEA,RUA GASTAO VIDIGAL,CHOQUE,0,0,0,0,1,0,0,0,0,0,Bom,Sem defeito,Incompleta,Seca,Perfeito estado,Agente,Não há placas,2021
13/01/2021,11:12:00,COM VÍTIMA,MADALENA,RUA JOAO IVO DA SILVA,COLISÃO TRANSVERSAL,0,2,0,0,0,0,0,0,1,0,Bom,Sem defeito,Incompleta,Seca,Perfeito estado,Faixa de pedestre,Não há placas,2021
13/01/2021,13:48:00,SEM VÍTIMA,SAN MARTIN,AV GENERAL SAN MARTIN,COLISÃO,2,0,0,0,0,0,0,0,0,0,,,,,,,,2021
13/01/2021,14:30:00,COM VÍTIMA,PARNAMIRIM,RUA PROFESSORA AURORA SOARES,COLISÃO LATERAL,1,1,0,0,0,0,0,0,1,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Outros,Não há placas,2021
13/01/2021,14:59:00,COM VÍTIMA,IPUTINGA,AV CAXANGA,COLISÃO COM CICLISTA,1,0,1,0,0,0,0,0,2,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,2021
13/01/2021,18:01:00,COM VÍTIMA,PINA,AV ANTONIO DE GOES,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,1,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,2021
13/01/2021,17:59:00,COM VÍTIMA,BOA VIAGEM,RUA COSMORAMA,COLISÃO LATERAL,1,1,0,0,0,0,0,0,1,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,2021
13/01/2021,18:11:00,COM VÍTIMA,SANTO AMARO,RUA PALMARES,COLISÃO LATERAL,1,1,0,0,0,0,0,0,1,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,2021
13/01/2021,18:27:00,COM VÍTIMA,BOA VIAGEM,RUA MARQUES DE VALENCA,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,1,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,2021
13/01/2021,20:48:00,COM VÍTIMA,TEJIPIÓ,RUA FALCAO DE LACERDA,COLISÃO LATERAL,1,1,0,0,0,1,0,0,1,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,2021
14/01/2021,07:21:00,COM VÍTIMA,CORDEIRO,RUA GOMES TABORDA,COLISÃO COM CICLISTA,1,0,1,0,0,0,0,0,1,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,2021
14/01/2021,07:29:00,SEM VÍTIMA,SANTO AMARO,AV CRUZ CABUGA,COLISÃO LATERAL,2,0,0,0,0,0,0,0,0,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,2021
14/01/2021,09:22:00,SEM VÍTIMA,ÁGUA FRIA,AV BEBERIBE,COLISÃO LATERAL,0,0,0,0,1,1,0,0,0,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Outros,Outras,2021
14/01/2021,12:34:00,COM VÍTIMA,ILHA DO LEITE,RUA MINAS GERAIS,COLISÃO,1,1,0,0,0,0,0,0,1,0,,,,,,,,2021
14/01/2021,16:25:00,COM VÍTIMA,SANTO AMARO,AV PREFEITO ARTUR LIMA CAVALCANTI,COLISÃO LATERAL,1,1,0,0,0,0,0,0,1,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,2021
14/01/2021,20:46:00,COM VÍTIMA,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,1,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,2021
14/01/2021,20:30:40,COM VÍTIMA,AREIAS,AV DR JOSE RUFINO,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,1,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,2021
14/01/2021,23:09:40,COM VÍTIMA,BOA VIAGEM,AVENIDA CELSO FURTADO (VIA MANGUE),COLISÃO COM CICLISTA,0,1,3,0,0,0,0,0,4,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,2021
15/01/2021,00:37:00,COM VÍTIMA,TAMARINEIRA,EST VELHA DE AGUA FRIA,COLISÃO FRONTAL,1,0,0,0,0,0,0,0,1,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,,2021
15/01/2021,12:01:00,COM VÍTIMA,MADALENA,AV VISCONDE DE ALBUQUERQUE,COLISÃO TRANSVERSAL,1,0,0,0,0,0,0,0,1,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,2021
15/01/2021,16:14:00,COM VÍTIMA,TEJIPIÓ,AV DR JOSE RUFINO,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,2,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,2021
15/01/2021,17:02:00,COM VÍTIMA,SÃO JOSÉ,AV ENGENHEIRO JOSE ESTELITA,COLISÃO TRANSVERSAL,0,0,0,0,0,1,0,0,1,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,,2021
15/01/2021,17:04:00,SEM VÍTIMA,BOA VIAGEM,RUA PADRE BERNADINO PESSOA,COLISÃO,1,0,0,0,0,0,0,0,0,0,,,,,,,,2021
15/01/2021,17:12:00,SEM VÍTIMA,IMBIRIBEIRA,RUA SAO JUDAS TADEU,COLISÃO TRANSVERSAL,2,0,0,0,0,0,0,0,0,0,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Não há placas,2021
15/01/2021,20:31:00,COM VÍTIMA,SAN MARTIN,AV GENERAL SAN MARTIN,COLISÃO COM CICLISTA,1,0,1,0,0,0,0,0,1,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,2021
15/01/2021,21:55:40,SEM VÍTIMA,GUABIRABA,RUA Z,CHOQUE,0,0,0,0,0,0,1,1,0,0,Bom,Não existe,Não existente,Seca,Mal iluminada,Não existe,Não há placas,2021
15/01/2021,22:15:40,COM VÍTIMA,ESPINHEIRO,RUA DO ESPINHEIRO,COLISÃO TRANSVERSAL,1,2,0,0,0,0,0,0,2,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,"Placas ""Pare""",2021
16/01/2021,04:00:00,COM VÍTIMA,BOA VIAGEM,RUA BARAO DE SOUZA LEAO,CHOQUE,0,0,0,0,1,0,0,0,1,0,,,,,,,,2021
16/01/2021,07:34:00,SEM VÍTIMA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,2021
16/01/2021,13:41:00,COM VÍTIMA,SANTO AMARO,PTE DO LIMOEIRO,COLISÃO,1,1,0,0,0,0,0,0,1,0,,,,,,,,2021
16/01/2021,18:49:00,SEM VÍTIMA,TORRE,RUA JOSE BONIFACIO,COLISÃO,2,0,0,0,0,0,0,0,0,0,,,,,,,,2021
17/01/2021,00:05:00,COM VÍTIMA,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,COLISÃO LATERAL,1,1,0,0,0,0,0,0,1,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,,2021
17/01/2021,01:14:00,SEM VÍTIMA,JORDÃO,RUA DR ALVARO FERRAZ,CHOQUE,1,0,0,0,0,1,0,0,0,0,,,,,,,,2021
17/01/2021,07:20:00,COM VÍTIMA,SÃO JOSÉ,C SANTA RITA,CHOQUE,1,0,0,0,0,0,0,0,1,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,2021
17/01/2021,11:57:00,SEM VÍTIMA,MADALENA,AV JOSE GONCALVES DE MEDEIROS,CHOQUE,1,0,0,0,0,0,0,0,0,0,,,,,,,,2021
17/01/2021,15:27:00,COM VÍTIMA,MADALENA,EST DOS REMEDIOS,COLISÃO TRANSVERSAL,0,2,0,0,0,0,0,0,2,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,2021
17/01/2021,17:38:00,COM VÍTIMA,MADALENA,RUA NOBRE DE LACERDA,COLISÃO,1,1,0,0,0,0,0,0,2,0,,,,,,,,2021
17/01/2021,19:10:00,COM VÍTIMA,MUSTARDINHA,AV MANOEL GONCALVES DA LUZ,ATROPELAMENTO,0,0,0,1,1,0,0,0,1,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,2021
17/01/2021,19:18:00,COM VÍTIMA,AREIAS,AV RECIFE,COLISÃO LATERAL,1,1,0,0,0,0,0,0,1,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,2021
17/01/2021,20:58:00,SEM VÍTIMA,PINA,AV ENGENHEIRO DOMINGOS FERREIRA,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,2021
17/01/2021,21:32:40,SEM VÍTIMA,CASA AMARELA,RUA PADRE LEMOS,COLISÃO LATERAL,0,1,0,0,0,0,1,0,0,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,,,2021
17/01/2021,22:13:40,COM VÍTIMA,BARRO,RUA ANDRE DIAS FIGUEREDO,COLISÃO,1,1,0,0,0,0,0,0,1,0,,,,,,,,2021
17/01/2021,22:55:40,COM VÍTIMA,PINA,AV BOA VIAGEM,CHOQUE,0,0,0,0,0,0,0,0,1,0,,,,,,,,2021
18/01/2021,08:08:00,COM VÍTIMA,CASA AMARELA,RUA PADRE LEMOS,COLISÃO LATERAL,1,1,0,0,0,0,0,0,1,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,2021
18/01/2021,15:34:00,COM VÍTIMA,SANTO AMARO,RUA BISPO CARDOSO AYRES,COLISÃO LATERAL,1,1,0,0,0,0,0,0,1,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,2021
18/01/2021,22:46:40,SEM VÍTIMA,ROSARINHO,AV NORTE,COLISÃO,1,1,0,0,0,0,0,0,0,0,,,,,,,,2021
19/01/2021,03:22:00,COM VÍTIMA,BARRO,AV DR JOSE RUFINO,COLISÃO TRANSVERSAL,0,1,0,0,1,0,0,0,1,0,Bom,Não existe,Ilegível,Seca,Mal conservada,Não existe,,2021
19/01/2021,07:42:00,COM VÍTIMA,CASA AMARELA,EST DO ARRAIAL,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,1,0,Nublado,Não existe,,Seca,Perfeito estado,Não existe,Outras,2021
19/01/2021,08:56:00,COM VÍTIMA,ILHA DO RETIRO,RUA SPORT CLUBE DO RECIFE,COLISÃO,0,0,0,0,0,0,0,0,1,0,,,,,,,,2021
19/01/2021,08:58:00,COM VÍTIMA,ILHA DO RETIRO,AV ENGENHEIRO ABDIAS DE CARVALHO,COLISÃO,1,1,0,0,0,0,0,0,1,0,,,,,,,,2021
19/01/2021,09:45:00,COM VÍTIMA,BOA VIAGEM,AV BOA VIAGEM,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,1,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,2021
19/01/2021,10:33:00,SEM VÍTIMA,MACAXEIRA,AV NORTE,ENGAVETAMENTO,5,0,0,0,0,0,1,0,0,0,,,,,,,,2021
19/01/2021,10:49:00,COM VÍTIMA,MACAXEIRA,AV NORTE,COLISÃO TRASEIRA,1,4,0,0,0,2,0,0,1,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de retenção,Outras,2021
19/01/2021,11:39:00,COM VÍTIMA,TORRE,RUA REAL DA TORRE,COLISÃO,2,0,0,0,0,0,0,0,1,0,,,,,,,,2021
19/01/2021,14:31:00,COM VÍTIMA,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,COLISÃO LATERAL,1,1,0,0,0,0,0,0,1,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Agente,R-4a,2021
