codigo;razao_social;inscricao_estadual;uf;municipio
12912220000170;F. DE MOURA VILLANI ANDRADE - ME;3180867;RO;VILHENA
14953064000111;PROJETOS&IDEIAS SOLUCOES IMPRESSAS EIRELI;373056931114;SP;ITAPEVI
408831000105;CENTRO INTEGRADO DE ANATOMIA PATOLOGICA DE BRASILI;732678400183;DF;BRASILIA
21996995000162;CLÍNICA PLENUS PSICOLOGIA E SAUDE INTEGRADA LTDA. - ME;771194300190;DF;BRASÍLIA
14550838000163;NOVA FORMALTA IND E COM DE MATERIAIS MILITARES EIRELE EPP;79541974;RJ;DUQUE DE CAXIAS
17467189000120;VALENTE E BIACHI AMBIENTES LTDA - ME;105562378;GO;POSSE
13139754000179;EDITORA INTERMEIOS LTDA;147771538113;SP;SAO PAULO
20503395000152;GF MEDIKA IMPORTACAO E EXPORTACAO LTDA - EPP;963696513;RS;PORTO ALEGRE
35820448021303;WHITE MARTINS GASES INDUSTRIAIS LTDA;714121460110;SP;VINHEDO
30780665000126;DALLU DISTRIBUIDORA LTDA;119618473113;SP;SAO PAULO
2607022000140;ELETRIZA COMERCIO DE MATERIAIS ELETRICOS LTDA;9027158517;PR;CURITIBA
23015883000109;INOVARR SISTEMAS ELETRICOS LTDA;26058920078;MG;BELO HORIZONTE
11038368000165;DISRUPTEC BRASIL LTDA;752499000193;DF;BRASILIA
67642736000134;SICOLI IND E COM DE MAQUINAS LTDA-EPP;114073140110;SP;SAO PAULO
979544000147;PAPIRO DESIGN LTDA;21800731;PE;RECIFE
4128433000188;ENGECLINIC SERVICOS LTDA;77257764;RJ;RIO DE JANEIRO
1279711000100;LIFETEX INDUSTRIA E COMERCIO LTDA;85841815;RJ;RIO DE JANEIRO
40256200000124;MEDS COM. DE MED, PROD E EQUI. HOSP LTDA;163869049;PB;CAMPINA GRANDE
5257285000164;CATARATAS DO IGUACU PRODUTOS ORGANICOS LTDA.;9026496702;PR;CAPANEMA
27415072000156;VIVA EMPRESA COMERCIAL EIRELI - EPP;4757301;RO;PORTO VELHO
76809797000134;VALTER N DE SIQUEIRA & CIA LTDA ME;4100765190;PR;CASCAVEL -
5044559000137;ROSILENE DAMASIO COUTINHO SANTANA;57453466;BA;VALENCA
533018000310;SARKIS E SARKIS LTDA;732398300383;DF;BRASILIA
39829538000149;GENERAL LAB SOLUTIONS INSTRUMENTOS E PRODUTOS CIENTIFICOS LT;11898688;RJ;DUQUE DE CAXIAS
2560878000107;HOSPITAL ANCHIETA LTDA;733078800154;DF;BRASILIA
20305862000130;AGUIAR REFRIGERACAO E IMPLEMENTOS RODOVIARIOS LTDA;124381332;MA;SAO LUIS
5739608000156;CONCRETOS TABAI INDUSTRIA E COM. LTDA;3820011082;RS;NOVA SANTA RITA
19176862000106;SERRATO E MONTORO ADAPTACAO E SERVICOS AUTOMOTIVOS - EIRELI;9065308050;PR;SAO JOSE DOS PINHAIS
24163285000140;LANCE TECNOLOGIA MATERIAIS E SERVICOS LTDA;775677800130;DF;BRASILIA
19454333000119;MASTERINFOR COMERCIAL E SUPRIMENTOS DE INFORMATICA EIRELI;22828090019;MG;BELO HORIZONTE
10806205000112;OUTSET COM.IMP.EXP.EQUIP.LAB.LTDA-ME;148589983110;SP;SAO PAULO
7110788000138;GELSON SALES AUTO MECANICA - ME;79644919;RJ;SAO GONCALO
97626000400;BRASAL COMBUSTIVEIS LTDA;731466300390;DF;BRASILIA
27114713000132;E S DA ROCHA PECAS E SERVICOS PARA VEICULOS;195966074;PI;TERESINA
10921911000709;FORTLEV INDUS.E COMERC. PLASTICO LT;257549064;SC;ARAQUARI
12002549000102;VILOSA COMERCIO DE PECAS LTDA;12666246;PE;OLINDA
8188573000100;ODONTOPAZ PRODUTOS ODONTOLOGICOS LTDA;78191872;RJ;RIO DE JANEIRO
3046009000121;ORTHOS ODONTOLOGIA LTDA;739479300143;DF;BRASILIA
21949316000102;FICOL COMERCIO ATACADISTA DE PRODUTOS LABORATORIAIS E HOSPIT;162641370;PB;JOÃO PESSOA
28986001694;ELEVADORES ATLAS SCHINDLER LTDA;543055;PE;RECIFE
41834258000170;HENRIQUE KUBINHETZ MARTIM RAMOS 40960230866;131130412116;SP;SAO PAULO
14221429000113;LUIZ MINIOLI NETTO;9057058819;PR;CURITIBA
33702028000987;SIMCAUTO MECANICA E REPRESENTACOES LTDA;77985913;RJ;RIO DE JANEIRO
7748837000162;METROHM BRASIL INSTRUMENTAÇÃO ANALÍTICA EIRELI;117185668110;SP;SÃO PAULO
5280162000659;YSSY SOLUCOES S.A;747437800394;DF;BRASILIA
37511201000163;AGROSA MAQUINAS E MOTORES LTDA - EPP;131433156;MT;CACERES
***.688.643-**;ZAQUEU ATAIDE DOS SANTOS;ISENTO;MA;SAO LUIS
22102062000147;SAMPAIO SERVIÇOS E COMERCIO LTDA - EPP;144401544110;SP;SAO PAULO
44185333000108;GISELE BENEDITA DE CAMARGO 35885526850 PROMOGI BLESSED;133430636113;SP;SAO PAULO
26218306000102;ANID LABOR DISTR. DE PROD. P/ LABORATORIOS LTDA ME;286505924115;SP;DIADEMA
11192559000187;HOSPI BIO IND COM MOVEIS HOSP EIRELI;9049669167;PR;CAMBE
26461699046849;COMPANHIA NACIONAL DE ABASTECIMENTO CONAB;30337879;AP;MACAPA
37650759000120;BGF COMERCIAL LTDA;9085304116;PR;CAMBE
17033353000190;PIMENTA COMUNICACAO E PROJETOS CULTURAIS LTDA - ME;118439264117;SP;SAO PAULO
3247280000125;CONTROLE NET TECNOLOGIA LTDA;115293116118;SP;SAO PAULO
***.532.963-**;ELZA MARIA RODRIGUES SILVA;ISENTO;MA;SAO LUIS
7838936000135;D. DO S. DE S. HAEFNER - ME;152513710;PA;TUCURUI
48539407011748;BASF SA - BATISTINI;799294693114;SP;SAO BERNARDO DO CAMPO
***.292.702-**;LYNDA MARILEIS DE SOUZA BARROS;1576933;RO;GUAJARAMIRIM
92660406000895;FRIGELAR COMERCIO E INDUSTRIA LTDA;77695680;RJ;RIO DE JANEIRO
***.707.292-**;MANOEL ARAUJO MARINHO;ISENTO;AC;CRUZEIRO DO SUL
5208227000140;HIGHLAS DO BRASIL LTDA - EPP;116424989115;SP;SAO PAULO
26609033000127;GITECH COMÉRCIO DE EQUIP. ELETRO ELETRÔNICOS E SERVIÇO LTDA;11337899;RJ;RIO DE JANEIRO
38036000000114;JME SERVICOS INTEGRADOS E EQUIPAMENTOS EIRELI;733234100100;DF;BRASILIA
39791734000171;CENTRO AUTOMOTIVO BRASIL EIRELI;108145840;GO;GOIANIA
15261163000103;EDITORA E GRAFICA 2020 LTDA;31224170067;MG;UBERLANDIA
6718646000195;PATRICIA DE MORAES HINZ;9077950475;PR;GUARAPUAVA
15714275000164;C.O.M COMERCIO E ASSISTENCIA TECNICA HOSPITALAR LTDA;283788445;MS;CAMPO GRANDE
32236322000120;RRD COMERCIO E SERVICO DE TAPECARIA E EQUIPAMENTOS DE SEGURA;789092700116;DF;BRASILIA
***.510.442-**;MARIA AMBROSINA DA CONCEICAO SANTANA;ISENTO;AC;CRUZEIRO DO SUL
33649355000165;JVM AUTO CENTER SERVICOS DE OFICINA MECANICA EIRELI;791629200104;DF;BRASILIA
34746804000156;R M OLIVEIRA ALVES;163482039;PB;CAMPINA GRANDE
***.700.476-**;JUVENTINA DA CONCEICAO PINTO;40840870027;MG;SENADOR MODESTINO GONCALVES
5431634000112;ERIKA R. P. DALELUCHE - ME;132131781;MT;JUINA
***.529.002-**;MARIA IVANILDE FREIRES DA SILVA;ISENTO;AC;CRUZEIRO DO SUL
36291900000182;HB DISTRIBUIDORA DE BORRACHAS LTDA;11663966;RJ;RIO DE JANEIRO
22082066000100;DS PNEUS OFICINA AUTOMOTIVA LTDA;204253497;RN;NATAL
2721182000115;VIDROCAR EIRELI EPP;270971394;SE;ARACAJU,
***.176.702-**;ELIETE ROCHA DOS SANTOS;ISENTO;AC;CRUZEIRO DO SUL
38129420000145;MANANCIAL COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;688548730111;SP;TAUBATE
33702028000804;SIMCAUTO MECANICA E REPRESENTACOES LTDA;77511032;RJ;RIO DE JANEIRO
25587361000107;CARLOS RENATO DE CARVALHO E CIA LTDA - ME;7072287720066;MG;VARGINHA
23507158000158;SUANOR INDÚSTRIA DE IMPLEMENTOS RODOVIÁRIOS - EIRELI;204387981;RN;MACAIBA
91531152000176;IRMAOS PROVIN LTDA;390043362;RS;ERECHIM
***.244.942-**;FRANCISCO SILVA DE OLIVEIRA;ISENTO;AC;CRUZEIRO DO SUL
34151100005795;SOTREQ S/A SOTREQ SIMOES FILHO;106818088;BA;SIMOES FILHO
***.166.386-**;JOSE CARLOS PEREIRA;15262230024;MG;DIVINOPOLIS
22695956000198;ESPACO RURAL AGROPECUARIA - EIRELI ME;9069818665;PR;SAO JOSE DOS PINHAIS
10379284000122;F & S COMUNICACAO VISUAL E IMPRESSOES LTDA;1090337237;RS;SANTA MARIA
13498158000185;JV SERVICOS E COMERCIO PAPELARIA LTDA;134224396;MT;CUIABA
34589479000165;WCSAT COMERCIAL LTDA;260238554;SC;BLUMENAU
42536279000172;AGILE PRODUCAO DE FILMES PARA PUBLICIDADE EIRELI;806632200154;DF;BRASILIA
61602199026006;CIA ULTRAGAZ S/A;5250022982771;MG;POUSO ALEGRE
9490884000184;ASSOCIACAO DOS CATADORES DO ATERRO METROPOLITANO;ISENTO;RJ;DUQUE DE CAXIAS
6317181000160;EMPLASUL TRANSPORTE E COMÉRCIO DE EMBALAGENS LTDA EPP;254792324;SC;PALHOÇA
15484009000192;AUTO ELETRICA PRUDENTINA DE MIRANDA LTDA - ME;282071407;MS;MIRANDA
***.447.032-**;FRANCISCO FERREIRA DE OLIVEIRA;ISENTO;AC;CRUZEIRO DO SUL
92146133000199;SIDERMETAL INDUSTRIA METALURGICA EIRELI-EPP;1770087858;RS;CACHOEIRINHA
***.784.622-**;FRANCISCO ANASTACIO DE ARAUJO;ISENTO;AC;CRUZEIRO DO SUL
42434262000104;MULTI PB DISTRIBUIDORA E SERVICOS LTDA;9089741820;PR;PATO BRANCO
7529552000130;HLX COMERCIO IMPORTACAO E EXPORTACAO EIRELI - ME;1455702;RO;PORTO VELHO
315813000170;MAXICAR PNEUS LTDA-EPP;4260195749;PR;SANTA HELENA
85090033001609;JAGUAFRANGOS INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;9085862712;PR;ARAPONGAS
***.132.732-**;MARIA PEDRINA SANTANA DA COSTA;ISENTO;AC;CRUZEIRO DO SUL
23472273000134;INNOVAR NEGOCIOS EMPRESARIAIS EIRELI EPP;106452185;GO;GOIANIA
1990220000172;MECANICA LEAL LTDA - ME;105824127;GO;ANAPOLIS
13536641000107;TERRASAL AUTOMOVEIS AFG LTDA;202487490;RN;MOSSORO
2734850000149;MIL BOLSAS E BRINDES PROMOCIONAIS LTDA ME;115589664116;SP;SAO PAULO
14186893000116;MARCILON AUTO PECAS;123662788;MA;CHAPADINHA
5088041000103;RS PACHECO ANDRADE E CIA LTDA;9025913113;PR;LONDRINA
***.795.846-**;WILLIAN RODRIGUES TAVARES;30257000038;MG;DIVINOPOLIS
4628177000198;CESAR SILVA LEAO & CIA LTDA - EPP;130043800;RS;CACAPAVA DO SUL
10540613000175;BIOSUPRIMENTOS PRODUTOS PARA LABORATORIO LTDA;78682671;RJ;RIO DE JANEIRO
94114105000115;ANTONIO CARLOS OLABARRIAGA CABISTANI - ME;1530096917;RS;URUGUAIANA
20422937000162;COFERBRAF LTDA;5154476910054;MG;PIUMHI
58619404000814;SEAL TELECOM COMÉRCIO E SERVIÇOS DE TELECOMUNICAÇÕES LTDA.;284028258;MS;PARANAIBA
36112987000345;BJF PNEUS LTDA - SAUDE;168867595;BA;SALVADOR
3282927000150;GEBECOM TECNOLOGIA LTDA - EPP;9019163064;PR;CASCAVEL
3316306000140;FUTURA COMERCIO DE RADIADORES E BATERIAS LTDA;1530135173;RS;URUGUAIANA
34674082000171;FAGA DISTRIBUIÇÃO EIRELLI;793554800122;DF;BRASILIA
28062093000106;LOA RAILWAY COMERCIO E SERVICOS LTDA;181286294110;SP;ARARAQUARA
7712234000100;SABRESUL IND METALURGICA LTDA;290447402;RS;CAXIAS DO SUL
32519346000197;GASKAM COMERCIO E CONSTRUCAO CIVIL EIRELI;9080658165;PR;CURITIBA
14451690000100;EMERSON OLIVEIRA RODRIGUES 45616175315;ISENTO;PR;ARAPONGAS
7643912000120;GUSTAVO DA SILVA NUNES;930379993;RS;PELOTAS
21382943000287;BIOTECH LOGISTICA LTDA;24635570150;MG;CONTAGEM
***.606.742-**;SEBASTIAO PINHEIRO DE FREITAS;ISENTO;AC;CRUZEIRO DO SUL
1711112000113;AUTO POINT CENTRO AUTOMOTIVO LTDA;115063272118;SP;SAO PAULO
2472743000190;DIMALAB ELETRONICS DO BRASIL EIRELI - EPP;627385260089;MG;BELO HORIZONTE
55309074000104;CIRURGICA SAO JOSE LTDA;392118024118;SP;JACAREI
34895127000138;FAST MED DISTRIB. DE PRODUTOS HOSPITALARES LTDA;60959096;CE;FORTALEZA
35494616000140;MADEIREIRA ALVES & CIA LTDA;160890721;PB;CAMPINA GRANDE
9393051000103;AUTO CENTER TUIUIU LIMITADA;133520676;MT;SINOP
87540225000119;POSTO TEXACAO  J A LIMA E CIA LTDA;20037147;RS;ALEGRETE
11666105000362;DELLAMED S.A CD;260991520;SC;ITAJAI
***.071.142-**;MARIA JACIRA BENICIO DA SILVA;ISENTO;AC;CRUZEIRO DO SUL
13403448000106;BRASIL SAUDE AMBIENTAL E SANITARIA LTDA  EPP;756914200194;DF;BRASILIA
8867408000177;R. R. FERREIRA SERVICOS LTDA;152643168;PA;ABAETETUBA
***.224.772-**;LEIDE SOARES DE BRITO;ISENTO;AC;CRUZEIRO DO SUL
***.019.402-**;RAIMUNDA FELIX DO NASCIMENTO;ISENTO;AC;CRUZEIRO DO SUL
451408000180;M DA SILVA OLIVEIRA EIRELI;30169530;AP;MACAPA
19834932000168;BIOLAB BRASIL EQUIP. LAB. LTDA;257385142;SC;FLORIANOPOLIS
1530036000140;FORGRAF PRODUTOS GRAFICOS E COMUNICACAO VISUAL - EIRELI;623228240095;MG;BELO HORIZONTE
43084257000181;ANTONIO DANTAS DA SILVA 17589673587;125297391114;SP;SAO JOSE DOS CAMPOS
80550452000186;PLASTILIT PROD. PLASTICOS DO PARANA S A;1016831251;PR;FAZENDA RIO GRANDE
2864417002090;HNK BR BEBIDAS LTDA;123218187;MA;CAXIAS
11175133000115;JAIRO ARISTEU DOMINGUES - ME;14223540009;MG;MACHADO
22312334000133;CENTRAL AGRICOLA LTDA EPP;5155151250013;MG;PIUMHI
12041598000146;DOTTO E GOI LTDA;340125020;RS;CRUZ ALTA
12375009000166;SUPRI-MEDICAL EQUIPAMENTOS MEDICOS EIRELI EPP;16448360085;MG;BELO HORIZONTE
9129918000100;MR CLINICA ODONTOLOGICA LTDA;749419500119;DF;BRASILIA
10781997000118;TECNOLOGIA SUL BRASILEIRA IND MAQ LTDA;1090343547;RS;SANTA MARIA
248206000135;QUIMILAB COMERCIO E REPRESENTACOES LTDA;102710490;GO;GOIANIA
***.704.341-**;MARIA JOANA RIQUELME;287313760;MS;SIDROLANDIA
11090481000190;GUARDIAN DX UNIF. E EQUIP. DE PROT. LTDA;582822254112;SP;RIBEIRAO PRETO
30461442000104;PRECISION COMERCIAL DIST DE PROD MEDICO HOSP LTDA;279046937110;SP;CRAVINHOS
18851494000183;C.R. ALVES FRANCO-EPP;154230120;PA;ANANINDEUA
8488682000135;BECKER EQUIPAMENTOS INDUSTRIAIS LTDA.;255309112;SC;BRUSQUE
7851247001213;AGROINDUSTRIAL IRMAOS DALLA COSTA LTDA;490062334;RS;FREDERICO WESTPHALEN
3625563000163;IMED INSTITUTO MÉDICO CIRÚRGICO DO APARELHO DIGESTIVO LTDA.;731640100125;DF;BRASÍLIA
28498027000175;LUIZ JOAQUIM DOS SANTOS DISTRIBUIDORA;63144832;CE;JUAZEIRO DO NORTE
92740687000110;COMERCIAL PORCELANAS E TALHERES KNETIG LTDA;960008071;RS;PORTO ALEGRE
8962595000178;MARLENE MARTINS DOS SANTOS - EPP;74602248;BA;JUAZEIRO
34638332000118;MOVIMENTO COMERCIO DE PECAS E SERVICOS AUTOMOTIVOS EIRELI;126624182114;SP;SAO PAULO
28889309000101;AGILE COMERCIO VAREJISTA DE PRODUTOS ELETROMEDICOS LTDA;123902544115;SP;SAO PAULO
8362723000142;CIAGRO COMERCIAL DE PRODUTOS AGROPECUARIA LTDA EPP;1574299;RO;PORTO VELHO
10614837000184;LICITEC COMERCIAL LTDA;148478996114;SP;SAO PAULO
29759526000131;KAIROS COM E SERV ELETRONICOS LTDA;181389916117;SP;ARARAQUARA
61142550000130;IHARABRAS SA INDUSTRIAS QUIMICAS;669173647119;SP;SOROCABA
12070618000450;G ALBUQUERQUE COMERCIO DE PNEUS E SERVICOS LTDA;88202526;PE;RECIFE
8950231000330;SANCAPEL SOLUCOES PARA HIGIENE PROFIS. EIRELI;257620680;SC;BALNEARIO CAMBORIU
16630178000156;PRO FEEDS - SAUDE ANIMAL LTDA - ME;9060351039;PR;SAO PEDRO DO IGUACU
7325489000110;VALERIANA PEREIRA TOLEDO - ME;7813243740033;MG;CHAPADA GAUCHA
967314000168;"FRANCISCO &AMP; SANTANA LTDA - ME";270906258;SE;NOSSA SENHORA DO SOCORRO
***.492.686-**;ROSANGELA MARIA RODRIGUES TAVARES E OUTROS;23460370033;MG;DIVINOPOLIS
14524602000152;AUTOTEC EQUIPAMENTOS AUTOMOTIVOS LTDA;79520004;RJ;DUQUE DE CAXIAS
11404603000175;AUTO POSTO FRONTEIRA LTDA.;9051406394;PR;FOZ DO IGUACU
28683271000108;C.H. QUEIROZ PECAS E ACESSORIOS EIRELI- ME;9076117958;PR;SAO JOSE DOS PINHAIS
14574404000101;AMAFLAM COMERCIO E DISTRIBUICAO LTDA;30059386;AP;MACAPA
12852665000102;A. BERNARDI NEGÓCIOS;387097750112;SP;ITU
***.625.179-**;ANTONIO CALDEIRA BARBOSA;15101060070;MG;TAIOBEIRAS
23015239000130;SAO BERNARDO COMERCIO DE PRODUTOS PARA SAUDE LTDA;635842262115;SP;SAO BERNARDO DO CAMPO
***.459.836-**;CATARINA DE SENA FERNANDES COSTA;35385110043;MG;TAIOBEIRAS
34274233025008;VIBRA ENERGIA S.A;257058745;SC;LAGES
42351193000175;N&N COMERCIO DE PRODUTOS LTDA EPP;284604470;MS;CAMPO GRANDE
1468972000178;AGROPECUARIA GALPAO DO BOIADEIRO LTDA;9012364374;PR;GUARAPUAVA
32074793000180;FERNANDO FERREIRA DE QUEIROZ;137452012;MT;BARRA DO GARCAS
36325157000134;COSTA CAMARGO COM. DE PROD. HOSP. LTDA;81526253;ES;VILA VELHA
89044150000100;CORFAP ENGENHARIA ELETRICA LTDA;1090069909;RS;SANTA MARIA
26931969000170;CRISTIAN FALCAO MEGEATO;930470940;RS;PELOTAS
19316473000120;BERNIERI & CIA LTDA;2290011309;RS;SERTAO
15596182000182;PAULO JORGE DA SILVA - ME;270618180;SE;ARACAJU
8368875000152;FORTLINE INDUSTRIA E COMERCIO DE MOVEIS LTDA;656068487113;SP;SAO SIMAO
33100082000529;E TAMUSSINO E CIA LTDA;963069829;RS;PORTO ALEGRE
11059063000130;DIAMOND ACESSORIOS LTDA;255949138;SC;FLORIANOPOLIS
24437150000125;TROCA CERTA AUTO CENTER LTDA;195753216;PI;TERESINA
9323193000196;JC LAVANDEIRA INDUSTRIAL EIRELI;9042938308;PR;SAO JOSE DOS PINHAIS
***.791.256-**;CLEMENTE DE OLIVEIRA COSTA E OUTROS;15049000017;MG;TAIOBEIRAS
5533360000172;JOSE MARIA GUIMARAES MARQUES;53667751;AM;SANTA ISABEL DO RIO NEGRO
43283811005119;KALUNGA SA;669560260117;SP;SOROCABA
2633335000172;ONE ELEVADORES DF LTDA;738715100108;DF;BRASILIA
***.233.486-**;CLAUDIA PEREIRA DE SOUZA;20754750027;MG;TAIOBEIRAS
12593397000151;PROLUX ILUMINACAO EIRELI - ME;9054090428;PR;CURITIBA
***.748.826-**;DELMIRO BORGES DE OLIVEIRA E OUTROS;15767400040;MG;TAIOBEIRAS
19844928000180;ERIMED INDUSTRIA E COMERCIO DE PRODUTO PARA SAUDE LTDA;9065780000;PR;ASSIS CHATEAUBRIAND
20123382000158;ACP - ANALISE CLINICA DE PSICOLOGIA LTDA;767989800100;DF;BRASILIA
***.712.196-**;EVA MARIA FERREIRA E OUTROS;15939540007;MG;TAIOBEIRAS
34151100001293;SOTREQ S/A SOTREQ PORTO VELHO;3106730;RO;PORTO VELHO
***.394.826-**;GENERINO DOS SANTOS;15534200006;MG;TAIOBEIRAS
29957873000179;D. DALYSON PINHEIRO;204897068;RN;ACU
37221880000136;RP AUTO CENTER LTDA;11714706;RJ;RIO DE JANEIRO
2606966000100;MOURA TACOGRAFOS E SERVICOS - EIRELI;25053710;PE;RECIFE
***.947.586-**;GILMAR FERREIRA E OUTROS;19227910085;MG;TAIOBEIRAS
***.022.656-**;EDUARDO MARQUES DOS SANTOS;15719980032;MG;TAIOBEIRAS
***.782.996-**;GLEDSON PEREIRA DE SOUZA E OUTROS;15744730044;MG;TAIOBEIRAS
73932832000110;RIZON INDUSTRIA DE MAQUINAS LTDA EPP;6012716301;PR;LONDRINA
***.235.536-**;HERICA CRISTINA ALMEIDA E OUTROS;35398820087;MG;TAIOBEIRAS
30809176000150;FABIO AFONSO VIER 04724575948;284315281;MS;CARACOL
6005597000143;CRISTIANO SANTOS SOARES - ME;6722662480018;MG;SETE LAGOAS
***.836.658-**;ELIO BORGES DA MARCENA E OUTROS;15779260087;MG;TAIOBEIRAS
***.419.958-**;JESUS MANOEL MARCELINO E OUTROS;15563440095;MG;TAIOBEIRAS
9426071000125;MOTOR COMPANY MECANICA E COMERCIO DE PECAS LTDA;100146201;RS;BENTO GONCALVES
***.556.936-**;LUIZ CARLOS CORREA E OUTROS;21851450084;MG;DIVINOPOLIS
944944000117;EMPREENDIMENTO COMERCIAL SAARA LTDA ME;6729532600044;MG;SETE LAGOAS
***.313.616-**;MARIA PEREIRA RIBAS E OUTROS;15431840053;MG;TAIOBEIRAS
3812745000224;PRIMETECH INFORMATICA EIRELI;83583726;ES;VITORIA
81243735002949;POSITIVO TECNOLOGIA S/A;18779950183;MG;BELO HORIZONTE
39741862000100;A. R. LICITAÇÕES LTDA;9086977157;PR;PONTA GROSSA
30430226000517;FUTURA E-COMMERCE;170844135;BA;JEQUIE
1687725000162;CENEP LTDA;24326410;PE;RECIFE
6012469000208;PRIMEIRO TIME INFORMATICA LTDA;83573895;ES;SERRA
2457732000211;PREMIERE DISTRIBUIDORA DE VEICULOS LTDA;738396600281;DF;BRASILIA
20289219000160;ERIKA JUNQUEIRA DA FONSECA 28498004810;664200441119;SP;SERTAOZINHO
7592648000143;E TORRES PAULA PECAS E SERVICOS EIRELI;30591945;AP;MACAPA
40716716000295;MARIA QUITERIA FILMES LTDA;804839000263;DF;BRASILIA
9470005000152;ELDORADO MATERIAIS CONSTRUCAO LTDA - EPP;10663820022;MG;UBERLANDIA
67630541000174;MEDCORP SAUDE TECNOLOGIA LTDA;286451202113;SP;DIADEMA
14365479000174;SINOART DO BRASIL MATERIAIS TECNICOS LTDA;146546521118;SP;SAO PAULO
62664842000103;PNEUS ALBUQUERQUE LTDA;108240118115;SP;SAO PAULO
14797618000139;TOTAL PNEUS CENTRO AUTOMOTIVO LTDA;105206601;GO;INHUMAS
2659246000103;VMI TECNOLOGIAS LTDA;628626930045;MG;LAGOA SANTA
75402099000157;SEMECAL COM AUTO PECAS E SERVICOS AUTOMOTIVOS LTDA EPP;250798751;SC;FLORIANOPOLIS
26742502000181;SETEH ENGENHARIA LTDA;102233187;GO;GOIANIA
4119970001052;AGRO BOI IMPORTACAO E EXPORTACAO LTDA;3791289;RO;PORTO VELHO
42033566000160;2 FIT COMERCIAL LTDA;131232650119;SP;SAO PAULO
9053134000226;ELFA MEDICAMENTOS S.A.;161944906;PB;CABEDELO
20523508000181;CINPLASTIC INDUSTRIA E COMERCIO DE PLASTICOS EIRELI EPP;796234982111;SP;GUARULHOS
11342912000915;MAVEL-MAQUINAS E VEICULOS LTDA;194420892;PI;PICOS
17505536000161;PREDESIGN CONSTRUCAO E PRE-FABRICADOS LTDA - EPP;202816729;RN;MACAIBA
21496407000121;NACAO CONCESSIONARIA DE VEICULOS LTDA;284021253;MS;CAMPO GRANDE
17855050004736;CULTURA INGLESA IDIOMAS S.A. - BSB - ASA SUL;778464600236;DF;BRASILIA
34762534000177;I. MICHELETTO COMERCIO E SERVICOS - EPP;398420;RO;PORTO VELHO
26850045000149;ATUAL CAR CENTRO AUTOMOTIVO;9081799862;PR;CURITIBA
59857000187;CENTRO DE ENSINO UNIFICADO DE BRASÍLIA CEUB;736416800101;DF;BRASÍLIA
10387368000108;MINAS WIPE NEGOCIOS LTDA;11073040070;MG;BELO HORIZONTE
11861522000102;FERREIRA E FERREIRA CENTRO AUT. LTDA;3045714;RO;PORTO VELHO
91026922000123;STAMPGRAF SERIGRAFIA TECN E ARTES GRAF LTDA;960886265;RS;PORTO ALEGRE
940662000141;BOA VISTA AUTO CENTER COMERCIO E SERVICOS EIRELI;240059605;RR;BOA VISTA
22871544000161;GLOBAL COMERCIO VAREJISTA E SERVICOS EM RECARGAS DE EXTINTOR;4361571;RO;PORTO VELHO
11636872000167;FUNDAÇÃO HOSP.REG.CANCER STA.CASA MIS.P.PTE;562398378116;SP;PRESIDENTE PRUDENTE
6911966000167;M. C PEREIRA RIBEIRO ME;132691922;MT;CACERES
41003401000182;NAP AUTOMOTIVA COMERCIO E SERVICOS EIRELI - EPP;200389220;RN;MOSSORO
5816526000168;SP - ZIVA TECNOLOGIA E SOLUCOES;116671026111;SP;SAO PAULO
10757593000199;THS TECNOLOGIA INFORMACAO E COMUNICACAO LTDA;756729700178;DF;BRASILIA
12193770000187;OLIVEIRA & BORGES MATERIAIS PARA CONSTRUCAO LTDA;104743816;GO;MORRINHOS
39512715000169;DOMINIO DISTRIBUIDORA DE MEDICAMENTOS LTDA;196770882;PI;TERESINA
8101290000171;YVYTU INDUSTRIA E COMERCIO FILTROS LTDA;9038164306;PR;SAO JOSE DOS PINHAIS
31862086000195;QURA EDITORA LTDA;387286749113;SP;ITU
49474398000430;SANTIL COMERCIAL ELETRICA LTDA;111193241114;SP;SAO PAULO
8747329000122;J.P.ROBERTO & CIA.LTDA.;152600345;PA;REDENCAO
27258184000140;ELEVACO LTDA;29263030073;MG;CORONEL FABRICIANO
74428657000190;ASCOT TELECOMUNICAÇÕES LTDA ME;113968826110;SP;SAO PAULO
10479009000180;MC COMERCIO DE EQUIPAMENTOS E IMPLEMENTOS AGROPECUARIOS EIRE;10996790020;MG;BAMBUI
7231952000165;AGUAS CLARAS PRODUTOS E EQUIPAMENTOS PARA LAZER LT;122181697;MA;IMPERATRIZ
6098506000161;OLENINA G DE SA;42113369;AM;HUMAITA
58309709000153;CHEMYUNION LTDA.;669166739119;SP;SOROCABA
27431746000106;YMA DISTRIBUIDORA ES COMERCIO DE MOVEIS;83254331;ES;VILA VELHA
18467445000141;INOVABRAS PRODUTOS INTELIGENTES LTDA.;582984096111;SP;RIBEIRAO PRETO
1682147000171;AVENORTE AVICOLA CIANORTE LTDA;9014016837;PR;CIANORTE
2175397000188;S.T GASTRONOMIA LTDA EPP;253581982;SC;FLORIANOPOLIS
13649407000277;CLINICA DOMICILIAR SANTA CAMILA LTDA;757333800280;DF;BRASILIA
43728736000193;JEFFERSON DE CARVALHO DE ALMEIDA;808774300104;DF;BRASILIA
